input1,input2,input3,input4,input5,input6,input7,input8,input9,input10,input11,input12,input13,input14,input15,input16,target
35,77,62,100,33,73,0,38,19,8,11,8,53,0,100,5,2
74,71,41,90,69,100,100,98,95,78,90,46,68,0,0,7,9
58,93,5,76,0,33,41,0,94,16,90,48,100,84,45,100,0
27,100,22,75,0,47,15,34,54,35,100,64,74,29,56,0,4
57,97,25,100,0,70,49,43,85,38,100,59,79,29,43,0,4
0,62,35,75,87,98,79,100,100,66,84,32,42,0,2,5,1
100,100,59,88,9,52,0,17,8,0,36,28,58,42,91,38,6
0,92,45,100,88,91,73,54,55,9,0,0,48,36,100,46,7
100,100,56,82,17,52,0,21,0,0,36,32,81,37,26,45,6
100,99,47,59,38,22,53,5,94,0,100,53,37,100,0,67,0
33,92,70,100,91,88,58,61,73,51,100,25,54,0,0,12,3
64,100,32,79,1,48,38,33,100,29,82,55,52,28,0,0,4
0,75,43,100,88,76,71,42,39,11,14,14,54,9,100,0,2
18,86,40,100,54,71,59,36,16,5,0,8,50,0,100,4,2
35,74,49,100,64,84,51,41,10,8,0,0,54,3,100,4,2
0,53,32,68,65,98,68,100,79,75,56,50,41,25,100,0,1
41,83,50,40,100,5,67,0,5,38,0,73,40,100,88,82,8
8,78,28,100,56,82,33,49,0,20,36,26,65,8,100,0,2
17,67,39,71,0,100,30,92,77,76,100,50,64,25,34,0,9
59,100,4,63,46,24,0,56,53,81,100,67,91,34,96,0,9
0,57,52,76,100,100,76,75,53,44,60,22,58,5,42,0,1
0,77,62,100,83,85,100,67,92,48,85,31,58,4,35,0,3
55,81,1,46,45,20,75,0,100,36,74,82,27,100,0,75,0
33,81,67,98,87,100,70,64,39,30,0,12,48,0,100,0,2
0,86,43,100,100,79,79,54,86,51,95,15,58,5,7,0,3
100,100,44,95,2,73,7,51,60,48,89,35,64,17,0,0,6
0,46,47,68,100,95,88,100,90,77,80,54,51,34,70,0,1
0,78,100,91,69,100,51,59,58,18,37,0,61,41,44,95,8
0,86,33,100,48,79,43,59,64,37,100,7,51,0,5,1,3
0,85,40,100,70,91,100,67,59,48,27,24,31,24,27,0,7
53,92,33,61,56,25,42,0,7,29,0,60,29,100,100,96,5
100,98,42,72,59,34,39,0,24,23,0,60,53,100,45,92,8
13,84,28,92,70,71,41,26,0,0,18,48,72,97,100,100,5
62,100,53,70,0,34,52,33,100,37,93,68,49,34,3,0,4
0,84,41,56,54,22,100,0,61,42,40,91,60,100,21,92,8
19,81,49,100,100,83,78,52,44,27,0,18,50,12,73,0,2
46,89,22,73,0,38,42,0,93,29,95,73,100,100,18,97,0
16,84,42,100,51,94,55,53,46,9,0,0,49,24,100,42,7
