input1,input2,input3,input4,input5,input6,input7,input8,input9,input10,input11,input12,input13,input14,input15,input16,target
52,100,33,78,29,41,38,0,82,25,100,50,43,92,0,0,4
2,79,0,62,54,29,81,0,100,48,100,83,51,94,15,100,0
31,59,66,77,34,100,55,95,100,75,94,49,61,24,0,0,9
78,100,29,85,0,57,36,39,100,44,93,21,68,0,15,12,4
15,73,53,100,59,71,35,34,11,7,0,0,50,23,100,18,2
34,97,50,100,68,73,55,34,30,0,0,4,50,46,100,46,7
0,96,40,99,100,95,50,100,58,77,50,47,52,22,27,0,7
33,100,6,72,0,42,44,37,100,34,98,63,82,33,54,0,4
78,100,50,77,19,48,16,23,62,0,100,16,58,36,0,42,6
22,73,0,54,50,10,79,0,80,31,100,81,46,100,5,83,0
100,100,52,68,21,34,14,6,70,0,96,43,49,82,0,39,0
19,90,0,66,11,25,14,0,67,46,100,92,53,100,12,91,5
38,95,22,65,48,33,53,0,0,11,64,52,100,90,32,100,8
0,87,51,100,100,85,78,67,61,49,80,23,54,0,11,1,3
19,93,63,100,87,99,67,69,96,56,100,28,50,0,0,9,3
67,100,30,76,21,56,73,58,100,78,94,64,46,32,0,0,4
70,100,27,81,0,36,28,39,100,62,93,57,54,32,53,0,4
44,100,30,88,47,59,18,21,0,0,10,18,54,40,100,46,7
4,89,52,100,77,98,67,63,45,19,0,0,38,22,100,34,7
26,100,0,71,0,60,7,23,74,0,100,12,90,46,34,39,6
33,90,50,56,88,53,54,6,0,0,1,55,43,96,100,100,5
100,86,67,100,41,99,19,65,36,49,65,17,40,0,0,1,5
27,100,22,75,0,47,15,34,54,35,100,64,74,29,56,0,4
46,89,22,73,0,38,42,0,93,29,95,73,100,100,18,97,0
59,83,3,96,0,57,37,8,91,0,100,49,50,100,40,91,8
57,100,20,82,0,62,54,33,100,44,96,63,85,32,81,0,4
87,92,53,100,19,78,72,57,100,49,91,18,55,0,0,1,9
57,97,25,100,0,70,49,43,85,38,100,59,79,29,43,0,4
22,91,0,62,36,41,44,0,17,10,21,52,72,91,100,100,0
35,100,28,87,49,62,46,27,4,6,0,31,50,22,100,0,4
63,90,100,100,51,93,0,59,42,42,93,19,81,0,82,8,5
0,76,30,100,57,86,35,43,6,18,2,9,57,0,100,4,2
100,80,54,100,22,63,30,30,8,15,0,0,41,19,21,31,6
31,78,46,100,74,87,56,47,35,3,71,0,48,2,100,8,2
