Administrative_Duration,Administrative,PageValues,Informational,Revenue,ExitRates,ProductRelated_Duration,ProductRelated,OperatingSystems,SpecialDay,TrafficType,Browser,Month,VisitorType,Region,Weekend,BounceRates,Informational_Duration
0,0,0,0,0,0.05,30.5,2,3,0,10,2,5,2,3,1,0,0
0,0,0,0,0,0.033,249,6,1,0,3,1,6,2,1,0,0,0
0,0,0,0,0,0.2,0,1,1,0,3,1,6,2,2,0,0.2,0
0,0,0,0,0,0.2,0,1,2,0,1,2,5,2,1,0,0.2,0
0,0,0,0,0,0.2,0,1,1,0,1,1,1,2,1,1,0.2,0
0,0,0,0,0,0.05,39.95,4,3,0,2,2,0,2,1,1,0,0
0,0,0,0,0,0.024,2633.5,46,2,0,2,2,7,2,1,0,0,0
0,0,0,0,0,0.05,35.4,4,2,0,2,2,9,2,9,0,0,0
0,0,0,0,0,0.1,65.4,2,3,0,13,2,3,2,7,1,0,0
0,0,0,0,0,0.2,0,1,1,0,1,1,5,2,1,0,0.2,0
0,0,0,0,0,0.2,0,1,1,0,1,1,5,2,4,0,0.2,0
0,0,0,0,0,0.1,24,7,2,0,1,2,5,2,3,0,0.043,0
0,0,0,0,0,0.2,0,1,2,0,3,2,6,2,1,0,0.2,0
0,0,0,0,0,0.2,0,1,1,0,1,1,5,2,1,0,0.2,0
0,0,0,0,0,0.017,226,6,1,0.8,4,1,6,2,1,0,0,0
0,0,0,0,0,0.025,107.167,8,2,0,2,2,5,2,1,0,0,0
0,0,0,0,0,0.2,0,1,2,0,3,2,6,2,3,0,0.2,0
0,0,0,0,0,0.2,0,1,1,0,1,1,5,2,1,0,0.2,0
0,0,0,0,0,0.05,105,4,2,0,1,5,6,2,1,0,0,0
0,0,0,0,0,0.2,0,1,2,0,1,2,1,2,7,0,0.2,0
0,0,0,0,0,0.2,0,1,3,0,1,2,5,2,1,0,0.2,0
0,0,0,0,0,0.2,0,1,2,0,1,4,5,2,1,0,0.2,0
0,0,0,0,0,0.05,96,2,2,0,2,4,1,2,1,0,0,0
0,0,0,0,0,0.2,0,1,2,0,1,2,1,2,4,0,0.2,0
0,0,0,0,0,0.067,135,3,2,0,3,2,7,2,3,0,0,0
0,0,0,0,0,0.1,19,2,1,0,1,1,6,2,1,0,0,0
0,0,0,0,0,0.017,1777.369,93,2,0.4,3,2,6,2,1,0,0.008,0
0,0,0,0,0,0.029,1779.887,39,1,0,2,1,7,2,1,0,0.01,0
0,0,0,0,0,0.1,14,2,2,0.8,3,2,6,2,1,0,0,0
0,0,0,0,0,0.033,105,3,1,0,2,1,7,0,9,1,0,0
0,0,0,0,0,0.067,1025,14,4,0,13,2,6,2,1,0,0.043,0
0,0,0,0,0,0.05,96,2,2,0,2,2,5,2,1,0,0,0
0,0,0,0,0,0.067,54,4,1,0,3,1,6,2,3,0,0,0
0,0,0,0,0,0.067,78,3,2,0,3,2,5,2,3,0,0,0
0,0,0,0,0,0.2,0,1,1,0,1,1,5,2,4,0,0.2,0
0,0,0,0,0,0.05,105,4,2,0.6,4,2,2,2,1,0,0,0
0,0,0,0,0,0.02,128,10,2,0,2,2,5,2,1,0,0,0
0,0,0,0,0,0.2,0,1,1,0,1,1,1,2,4,1,0.2,0
0,0,0,0,0,0.05,129.5,4,2,0,10,2,5,2,3,0,0,0
0,0,0,0,0,0.033,109,3,3,0,4,2,6,2,3,1,0,0
0,0,0,0,0,0.2,0,1,1,0,3,1,6,2,3,0,0.2,0
0,0,0,0,0,0.02,122.167,10,1,0,2,1,5,2,3,0,0,0
0,0,0,0,0,0.2,0,1,2,0,3,2,6,2,4,0,0.2,0
