,min,max,mean,stddev
sanity.data_mismatch.score,0.0,0.0,0.0,0.0
sanity.common_rows_proportion.score,0.0,0.0,0.0,0.0
sanity.nearest_syn_neighbor_distance.mean,0.05792787266835355,0.14465582697838872,0.11901956489291717,0.0356697029735699
sanity.close_values_probability.score,0.7752808988764045,0.9438202247191011,0.8426966292134832,0.06268515057421739
sanity.distant_values_probability.score,0.0056179775280898875,0.011235955056179775,0.010112359550561797,0.0025124359297750446
stats.jensenshannon_dist.marginal,0.021191748185919842,0.022738017496936387,0.02212951253338763,0.0007276148136573762
stats.chi_squared_test.marginal,0.13663462920537386,0.28305011749006326,0.19405443418901563,0.060685429971404165
stats.inv_kl_divergence.marginal,0.5317577993829158,0.5886251939000585,0.5606806245239396,0.025559782180078875
stats.ks_test.marginal,0.7861423220973782,0.8088460852505797,0.796908328874621,0.010094016387385612
stats.max_mean_discrepancy.joint,0.011167430430429719,0.011229762626827126,0.011198119382297988,2.6759063631785265e-05
stats.wasserstein_dist.joint,0.11166002307233405,0.13106157030359153,0.12135525089275792,0.00859474535545878
stats.alpha_precision.delta_precision_alpha_OC,0.91560118816996,0.9641870076197856,0.946144905075552,0.020300269477001406
stats.alpha_precision.delta_coverage_beta_OC,0.49625468164794007,0.5397003745318352,0.5158801498127341,0.016318159076463515
stats.alpha_precision.authenticity_OC,0.4606741573033708,0.5,0.4842696629213483,0.017040169537194488
stats.alpha_precision.delta_precision_alpha_naive,0.2726591760299626,0.3359550561797753,0.30546816479400746,0.024332466020437545
stats.alpha_precision.delta_coverage_beta_naive,0.3973782771535581,0.46029962546816483,0.4296629213483147,0.029424475743094657
stats.alpha_precision.authenticity_naive,0.4943820224719101,0.5955056179775281,0.5393258426966291,0.03662473261349804
stats.prdc.precision,1.0,1.0,1.0,0.0
stats.prdc.recall,0.8932584269662921,0.949438202247191,0.9292134831460673,0.02124457348448207
stats.prdc.density,1.0366666666666668,1.1077777777777778,1.0784444444444445,0.027728845790780502
stats.prdc.coverage,0.8089887640449438,0.9213483146067416,0.8808988764044944,0.04822960905917924
performance.linear_model.gt,0.9858585285966239,0.9858585285966239,0.9858585285966239,0.0
performance.linear_model.syn_id,0.9709424513211431,0.99021426692437,0.9821284031749473,0.007266546588606784
performance.linear_model.syn_ood,0.9674910556815319,0.9882214033761653,0.9802575711766188,0.00796245722595694
performance.mlp.gt,0.5422987090198743,0.5422987090198743,0.5422987090198743,0.0
performance.mlp.syn_id,0.5309120125458031,0.5406513898662914,0.5340934929263026,0.0040473338885121364
performance.mlp.syn_ood,0.5125385802469136,0.5420524691358025,0.5240354938271605,0.01139065047937302
performance.xgb.gt,0.9968163265306123,0.9968163265306123,0.9968163265306123,0.0
performance.xgb.syn_id,0.9872140600724603,0.9897391730127978,0.9882891848289572,0.0011292282103937037
performance.xgb.syn_ood,0.9849829302091206,0.9899602544721592,0.9868295918367347,0.0022440494724119257
performance.feat_rank_distance.corr,0.32151867807434525,0.46983391048101264,0.38940535083551986,0.06521917393151978
performance.feat_rank_distance.pvalue,6.237313137890176e-13,8.433017007096088e-07,3.178593686616174e-07,4.363984409414044e-07
detection.detection_xgb.mean,0.8864858906525572,0.9216490299823633,0.8998095238095237,0.014458640557853186
detection.detection_mlp.mean,0.4210559964726632,0.47063492063492063,0.4504603174603175,0.025420776885314602
detection.detection_gmm.mean,0.49268959435626103,0.6324823633156967,0.5727667548500882,0.0660036821315844
detection.detection_linear.mean,0.2876234567901234,0.37277336860670196,0.3320044091710758,0.03271579395285278
privacy.delta-presence.score,4.5999999908,11.4999999425,8.21999993666,3.184650659782326
privacy.k-anonymization.gt,1.0,1.0,1.0,0.0
privacy.k-anonymization.syn,1.00000001,2.00000001,1.4000000099999999,0.5477225575051661
privacy.k-map.score,1.0,1.0,1.0,0.0
privacy.distinct l-diversity.gt,1.0,1.0,1.0,0.0
privacy.distinct l-diversity.syn,1.00000001,2.00000001,1.4000000099999999,0.5477225575051661
privacy.identifiability_score.,0.38764044943820225,0.43820224719101125,0.41348314606741576,0.024032864759783636
privacy.identifiability_score._privacy.identifiability_score.OC,0.4887640449438202,0.5337078651685393,0.5112359550561797,0.021392621083887377
