,min,max,mean,stddev
sanity.data_mismatch.score,0.0,0.0,0.0,0.0
sanity.common_rows_proportion.score,0.0,0.0,0.0,0.0
sanity.nearest_syn_neighbor_distance.mean,0.0736456569451393,0.133573365212088,0.1053178827173378,0.0241352930146216
sanity.close_values_probability.score,0.8482490272373541,0.9513618677042801,0.8988326848249028,0.044471320819698276
sanity.distant_values_probability.score,0.005836575875486381,0.01556420233463035,0.007782101167315175,0.004350326804474299
stats.jensenshannon_dist.marginal,0.010272528428563178,0.012388176508671146,0.011243458458523876,0.0010434297585162843
stats.chi_squared_test.marginal,0.3331953102771729,0.6665322558306617,0.5498472725568962,0.13636344716838592
stats.inv_kl_divergence.marginal,0.7550823171014888,0.9014447660678249,0.843579625095867,0.05457255411064286
stats.ks_test.marginal,0.8860246433203631,0.9044693971107831,0.8951745288491402,0.008605996426704001
stats.max_mean_discrepancy.joint,0.0062558701189271435,0.009637832983613735,0.007825157962420278,0.0012515665760150737
stats.wasserstein_dist.joint,1.5614085526059012,2.1947533610432135,1.8915557837263772,0.23454170354679424
stats.alpha_precision.delta_precision_alpha_OC,0.37083333333333335,0.5528735632183908,0.43170081409640504,0.07354975178908682
stats.alpha_precision.delta_coverage_beta_OC,0.25041666666666673,0.4645623342175066,0.33686829581755917,0.08535776695489866
stats.alpha_precision.authenticity_OC,0.5052631578947369,0.6375,0.5549865526274729,0.05956672818614266
stats.alpha_precision.delta_precision_alpha_naive,0.6102564102564101,0.8301724137931035,0.7281043762472181,0.08943197341305371
stats.alpha_precision.delta_coverage_beta_naive,0.4508771929824562,0.5909803921568628,0.48905520403051633,0.059332383242258306
stats.alpha_precision.authenticity_naive,0.4230769230769231,0.49473684210526314,0.47008151571392204,0.029252632087209986
stats.prdc.precision,0.9875,1.0,0.9951470588235294,0.006650246502702926
stats.prdc.recall,0.9163424124513618,0.9883268482490273,0.9638132295719843,0.027603157817333024
stats.prdc.density,1.096551724137931,1.196923076923077,1.1607483657849569,0.03817974924760205
stats.prdc.coverage,0.6712062256809338,0.8813229571984436,0.7778210116731518,0.07971194867436734
performance.linear_model.gt,0.09773901955543789,0.09773901955543789,0.09773901955543789,0.0
performance.linear_model.syn_id,0.027773366756828,0.18396507302512555,0.1282252718002542,0.06342990632668957
performance.linear_model.syn_ood,-0.324405212877918,0.16957517901816416,-0.034188976607988975,0.20886250458505712
performance.mlp.gt,-0.45312472879155424,-0.45312472879155424,-0.45312472879155424,0.0
performance.mlp.syn_id,-2.2848022787087223,0.18037714153046017,-0.6467479761262926,0.9625909045547072
performance.mlp.syn_ood,-0.7753071736328212,0.2666310947942109,-0.22607733245552447,0.4000514278082066
performance.xgb.gt,0.21344375077182381,0.21344375077182381,0.21344375077182381,0.0
performance.xgb.syn_id,-0.4709882945630556,0.2946108892679565,0.07168587314966446,0.30841607207178573
performance.xgb.syn_ood,-1.1028479727018117,0.3097380153748017,-0.1037246477050489,0.5737306698251442
performance.feat_rank_distance.corr,0.36758893280632415,0.5731225296442688,0.4450592885375494,0.07631632180962637
performance.feat_rank_distance.pvalue,5.9577729395189364e-05,0.013881172998103349,0.005049299166043129,0.005200003774819861
detection.detection_xgb.mean,0.8084152414159327,0.8907267275842375,0.8563055524564765,0.030514916538717872
detection.detection_mlp.mean,0.4990291262135923,0.5009708737864077,0.5,0.0006865114380451443
detection.detection_gmm.mean,0.4834481486769466,0.5726619876361376,0.5254200313753851,0.03280901926053895
detection.detection_linear.mean,0.3968216743421186,0.4970207500475919,0.432007968756035,0.041087301832321205
privacy.delta-presence.score,4.5999999908,10.999999890000002,8.253333285525079,2.467297190540221
privacy.k-anonymization.gt,3.0,3.0,3.0,0.0
privacy.k-anonymization.syn,1.00000001,2.00000001,1.20000001,0.44721359549995804
privacy.k-map.score,1.0,2.0,1.4,0.5477225575051661
privacy.distinct l-diversity.gt,3.0,3.0,3.0,0.0
privacy.distinct l-diversity.syn,1.00000001,2.00000001,1.20000001,0.44721359549995804
privacy.identifiability_score.,0.24319066147859922,0.41245136186770426,0.3342412451361868,0.06709101021622975
privacy.identifiability_score._privacy.identifiability_score.OC,0.2509727626459144,0.35019455252918286,0.2945525291828794,0.04903727276700595
