RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
1,77,242,10,58,10,0,0,100,-7,6,6,13,1,17,10,0,0,2,-7,2,1,0,45
0,64,175,2,101,25,0,0,100,-7,7,8,19,4,13,0,1,2,33,-8,2,3,8,100
1,64,389,1,71,13,0,0,100,-7,4,8,31,4,33,0,0,9,35,47,5,5,0,80
0,66,220,2,27,11,1,0,93,34,6,6,13,4,37,-7,0,3,60,-8,2,2,0,72
0,60,297,0,73,16,0,0,86,31,6,8,12,1,17,0,2,2,37,77,3,2,0,38
1,71,238,5,62,28,1,0,100,12,6,8,23,1,49,0,3,1,86,81,6,2,1,92
1,80,113,2,94,27,0,0,99,-7,7,8,33,2,11,2,2,2,38,76,3,6,0,53
1,70,134,13,8,17,0,0,100,-7,6,8,26,0,15,-9,1,0,10,48,2,2,-9,32
1,76,188,9,60,0,0,0,100,-7,7,8,1,0,29,4,0,0,57,92,2,1,2,84
0,61,201,3,128,7,0,1,80,6,7,2,14,0,27,0,0,0,66,73,1,1,1,64
0,85,184,19,46,17,0,0,94,-7,4,6,13,0,26,-7,0,0,8,49,5,2,0,92
0,68,77,2,25,2,0,0,100,-7,7,8,5,4,19,0,2,8,30,75,4,1,0,100
1,68,106,1,12,30,0,0,99,-7,7,8,30,1,37,-7,0,5,20,-8,7,3,2,71
0,81,209,3,53,23,0,0,100,-7,7,8,25,3,56,0,2,2,90,93,10,4,1,94
0,54,137,10,55,1,2,0,99,8,4,2,-5,0,31,0,0,0,81,98,3,2,3,100
1,59,166,8,72,26,0,0,93,76,6,6,32,0,25,3,1,1,15,96,1,3,0,43
1,63,183,14,52,8,2,0,78,4,4,5,9,4,100,-7,0,0,80,95,4,6,0,87
1,65,218,3,44,20,0,0,96,65,6,6,27,1,21,0,2,1,40,71,4,2,0,61
1,73,202,15,113,26,0,0,99,-7,6,8,10,1,36,0,3,0,48,74,2,2,0,73
1,76,298,1,72,29,0,0,96,24,6,6,37,4,24,6,1,5,20,57,10,2,4,72
0,56,98,19,47,11,1,0,83,-6,6,4,4,5,68,0,0,0,25,99,6,2,0,100
0,63,172,3,13,7,0,0,70,13,6,2,10,1,72,0,0,3,72,72,1,3,1,89
0,58,183,0,39,3,1,0,58,5,7,2,11,2,38,20,1,8,85,-7,3,4,1,100
1,77,142,9,68,20,1,0,99,-7,7,8,20,1,-7,0,1,1,-2,-8,2,-8,-9,33
1,63,132,11,88,1,1,1,37,49,7,8,2,0,73,0,0,0,4,47,2,2,0,100
0,79,161,8,65,8,0,0,99,-6,7,8,4,1,56,0,3,5,4,76,3,1,4,54
1,62,82,1,27,1,8,1,69,11,4,3,4,2,21,8,3,0,53,-7,1,-8,1,100
1,63,176,5,106,26,0,0,100,5,4,6,34,1,21,1,1,2,39,-8,5,2,3,83
1,65,126,4,76,28,0,0,94,72,4,6,40,1,49,0,3,8,30,65,3,3,0,56
1,63,330,5,68,37,6,0,93,26,6,6,27,1,36,2,2,0,66,79,4,2,5,61
1,74,306,22,60,15,0,0,99,-6,7,8,20,1,41,0,0,0,17,-8,3,2,0,40
0,60,116,2,106,9,0,0,99,-7,7,8,30,2,36,0,2,3,35,85,2,3,2,87
0,57,213,2,89,18,0,0,99,9,4,8,21,1,35,0,2,3,22,81,9,4,3,85
1,73,360,3,82,10,5,1,88,56,6,2,27,0,8,6,3,1,1,81,5,2,4,16
0,59,196,12,74,13,2,1,64,14,6,2,15,1,22,-7,0,1,6,-7,3,2,1,49
1,-9,-9,-9,-9,-9,-8,-9,-9,-8,-9,-9,-9,-9,-8,-9,-9,1,-9,-8,-9,-8,-9,-9
0,52,64,4,66,5,1,2,91,3,4,2,6,1,32,-7,3,5,79,61,8,2,1,84
1,84,145,8,68,30,3,0,99,-7,7,8,8,1,27,0,1,0,0,52,3,-9,1,44
1,70,211,3,77,14,0,0,100,-6,7,8,22,1,15,0,3,0,42,54,8,1,1,81
1,69,-9,11,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-8,-9,-9,-8,-9,-9,-8,2,0,-8
0,54,187,12,93,19,1,0,93,24,6,2,5,0,51,0,1,0,92,-9,2,12,5,84
0,58,167,3,67,12,0,0,100,-6,7,8,21,3,66,0,3,2,63,76,3,6,1,87
0,56,247,2,28,14,-8,0,93,-7,7,4,-9,1,-9,0,2,2,41,91,2,-7,1,88
0,55,134,8,30,45,0,0,83,0,4,6,11,2,65,0,5,3,35,68,4,3,1,85
0,84,237,1,73,25,0,0,100,-7,7,8,31,3,41,-7,0,0,4,-8,0,2,0,91
1,84,-9,15,60,3,0,0,100,-7,7,8,2,2,26,-8,0,0,35,-9,2,1,0,100
0,78,258,4,68,23,1,0,100,25,7,6,11,3,26,0,5,1,89,46,3,6,2,59
1,76,244,1,48,21,1,1,-8,26,6,8,8,1,15,2,1,1,1,-8,2,1,0,39
1,69,382,11,98,1,0,1,100,-7,7,8,13,7,29,1,0,3,19,60,2,3,0,59
1,58,93,2,56,4,0,0,100,-7,7,8,23,0,56,0,0,0,0,89,4,1,1,100
1,62,175,7,76,15,0,0,94,46,6,3,22,1,32,3,11,2,48,43,5,3,1,57
0,57,159,0,18,36,0,0,94,-7,6,6,29,4,63,0,2,2,83,52,5,3,1,93
1,68,-9,-9,-6,-9,-8,-9,-9,-6,-9,5,-9,-9,-9,-9,1,2,-9,-7,-9,-9,-9,27
0,65,110,1,51,5,-9,0,100,62,6,5,8,1,-8,-9,7,-8,70,89,2,-8,0,47
0,76,228,1,57,21,0,0,100,-7,7,8,20,0,28,0,2,0,42,-8,10,2,0,39
1,83,187,12,75,-9,0,0,100,-7,7,8,8,0,-8,0,0,0,-9,-7,-9,-8,0,100
1,74,366,0,74,41,0,0,95,68,6,6,23,3,53,3,2,1,4,-9,10,4,1,67
1,81,52,7,8,29,0,0,99,42,6,8,31,3,35,1,3,5,24,76,5,2,1,60
1,64,160,5,69,7,1,1,66,78,4,5,14,0,75,0,0,1,8,-7,2,6,-9,73
1,75,152,7,91,22,0,0,100,-6,7,8,24,0,37,16,0,0,70,-8,4,1,0,69
1,63,190,5,151,10,1,1,72,3,6,6,21,1,51,3,0,2,1,83,1,2,0,51
1,86,455,59,87,24,0,0,100,-7,7,8,16,2,25,6,0,0,13,-9,2,1,0,41
1,71,219,3,153,27,0,0,99,5,7,8,62,2,55,-7,1,1,3,-9,3,1,0,35
0,65,75,3,85,13,1,0,86,-7,7,8,28,4,55,8,10,1,81,72,-9,1,3,100
0,-8,291,0,32,-9,-9,3,66,5,6,6,4,2,91,-9,-9,1,-9,58,-9,-8,0,-7
1,63,91,4,129,20,0,0,100,-7,7,8,24,2,19,8,0,0,11,73,2,2,0,86
0,67,63,1,62,7,0,0,99,-7,7,8,-2,1,8,6,2,2,39,85,8,2,2,85
0,70,165,1,7,6,0,0,100,-7,7,3,14,1,41,-9,2,1,16,-6,1,-8,1,77
1,83,187,28,76,11,0,0,100,-6,7,8,13,1,24,18,0,0,-3,-7,6,1,0,55
1,68,74,28,108,16,0,0,49,72,7,8,8,0,77,0,0,0,31,45,2,3,0,36
0,52,130,2,104,7,1,1,35,3,6,6,17,2,24,11,3,3,37,71,3,3,2,100
0,54,170,2,49,31,0,0,93,17,4,6,10,1,29,0,0,0,42,82,6,4,0,85
1,72,-6,1,55,10,0,0,100,-7,7,8,-1,1,31,0,3,0,18,-9,1,1,-9,39
1,69,185,4,74,21,0,0,100,-7,7,8,24,1,17,0,3,0,73,72,4,4,1,72
1,74,307,-9,67,-9,0,-9,-5,-9,6,-9,32,-9,-7,-9,-9,14,-9,-9,-9,1,0,74
0,77,114,3,31,25,1,1,93,36,6,6,8,2,52,9,2,0,53,95,1,4,0,64
1,60,283,3,89,9,1,1,83,2,6,2,9,0,36,12,0,0,73,62,3,1,3,68
0,53,48,2,52,13,0,0,53,1,4,5,26,3,32,0,3,2,62,82,2,2,1,100
0,72,128,10,64,20,1,0,99,4,6,8,23,5,29,8,0,0,80,-9,1,3,0,90
0,-9,-4,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-7,-9,-9,-9,-9,50,-9,-8,-9,-9
1,59,197,18,48,7,0,1,85,4,7,8,25,2,20,0,3,4,25,85,4,6,1,75
0,60,79,2,90,6,1,0,94,70,4,6,21,4,51,-7,2,2,99,89,3,3,0,66
0,-9,-7,-9,-9,-9,-8,-9,-9,-7,-9,-9,-8,-9,-7,-9,-9,-9,-9,-9,-9,-9,-9,-5
0,64,44,3,55,24,0,2,100,-6,7,8,35,6,39,0,2,1,21,-6,7,1,3,52
0,71,244,1,111,23,0,0,100,-7,7,8,3,0,32,-7,0,0,69,93,4,1,0,87
1,62,243,2,57,30,1,3,100,23,6,5,21,4,10,-7,1,1,42,-6,4,2,3,60
1,75,-7,-1,5,4,1,0,100,-8,-9,-9,14,3,14,1,2,2,-9,97,-9,2,-9,-9
0,70,262,1,43,31,1,0,96,-6,6,6,34,0,49,0,2,2,49,70,4,4,0,93
0,64,86,-9,-9,8,-9,1,74,19,6,6,-9,2,35,-8,1,-9,46,-7,-9,-8,-9,84
0,59,274,9,105,5,0,1,86,-7,7,8,26,7,30,1,1,0,25,78,8,6,1,99
0,84,194,6,60,2,1,1,82,-6,7,8,0,2,12,0,1,2,34,-6,0,-7,0,50
0,60,78,7,9,31,1,0,99,-7,7,8,6,6,10,-7,7,-9,20,89,-9,6,1,59
1,84,86,2,71,-2,0,0,100,-7,7,8,31,1,58,0,1,2,1,-6,0,1,0,80
0,52,199,12,72,22,0,1,93,3,4,4,14,1,40,0,0,0,47,80,5,3,0,100
1,70,203,29,64,22,0,0,100,-7,7,8,28,3,49,0,0,0,98,-9,6,4,2,74
0,-9,-6,-9,-9,-9,-9,-9,-9,-6,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,-9,-9,-9,-9
1,83,-9,26,-9,-9,0,0,100,-7,7,8,-9,0,21,-9,-8,0,-1,45,-9,-8,0,-9
0,51,78,7,44,20,0,0,87,-7,6,8,15,2,51,0,2,2,55,68,7,4,3,95
1,61,244,5,87,29,1,0,100,38,6,6,21,1,33,3,0,1,2,72,3,2,3,77
1,71,138,4,14,7,1,1,100,37,6,5,6,0,51,0,1,0,26,-7,2,2,5,64
1,72,315,5,52,7,0,0,99,-6,3,8,2,0,24,-7,0,0,52,-8,3,1,0,39
1,74,220,10,63,16,0,0,92,55,6,6,29,0,45,0,0,2,58,70,5,1,3,62
0,62,208,16,59,10,1,1,71,83,4,3,4,1,70,4,1,3,91,-7,4,3,0,74
1,91,250,8,43,6,0,0,100,-6,7,8,3,1,42,4,0,0,6,-9,5,1,0,51
1,86,197,5,82,16,0,0,100,-7,7,8,26,1,25,14,1,8,2,-8,0,1,0,78
