RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
0,67,72,2,51,12,0,0,99,-7,7,-9,12,1,48,0,0,0,56,-8,5,0,0,84
1,84,187,6,87,21,0,0,94,2,6,6,22,1,18,0,0,0,2,74,2,1,0,48
0,66,139,2,51,21,0,0,94,2,6,6,11,0,49,0,0,0,56,89,5,1,0,84
1,84,193,6,87,12,0,0,99,-7,7,8,11,0,18,0,0,0,2,-8,2,1,0,47
0,67,136,6,49,26,0,0,94,7,6,6,11,1,18,0,0,0,56,-8,5,1,0,-8
0,66,185,6,89,12,0,0,99,-7,7,-9,12,1,18,0,0,0,-8,-8,2,1,0,48
0,66,68,6,49,12,0,0,99,2,6,6,11,1,19,0,0,0,56,-8,5,1,-8,-9
0,66,74,6,51,6,0,0,99,-7,7,8,22,1,48,0,0,0,56,70,5,1,0,-9
1,84,251,6,88,12,0,0,99,-7,7,8,11,0,19,0,0,0,13,-8,2,1,0,48
1,84,188,6,89,21,0,0,99,-7,7,8,22,1,18,0,0,0,2,89,2,2,0,49
1,73,253,6,87,20,0,0,94,2,6,6,21,0,18,0,0,0,2,69,2,2,0,48
0,66,138,6,89,11,0,0,99,-7,6,6,12,0,18,0,0,0,57,-8,5,1,0,-8
1,84,258,6,87,11,0,0,99,-7,7,8,12,0,18,0,0,0,2,-7,2,0,0,48
0,66,72,6,50,20,0,0,99,8,6,6,22,2,49,0,0,0,56,88,5,1,0,84
0,66,78,6,49,12,0,0,99,-7,7,-9,11,1,49,0,0,0,56,75,5,1,-8,84
0,67,67,5,51,6,0,0,99,-7,7,8,21,1,49,0,0,0,56,90,5,1,0,83
0,67,65,6,51,12,0,0,94,2,6,6,22,1,49,0,0,0,57,74,5,2,0,84
0,66,68,6,51,21,0,0,99,-7,6,6,21,1,48,0,0,0,56,88,5,1,0,50
0,67,70,6,49,12,0,0,99,-7,7,8,11,1,18,0,0,0,-8,-8,5,1,0,-9
0,66,190,6,73,21,0,0,94,2,6,6,21,2,49,0,0,0,56,74,5,1,0,84
0,66,188,6,87,13,0,0,99,-7,6,6,12,1,19,0,0,0,56,75,5,1,0,47
0,66,69,6,89,12,0,0,99,-7,7,8,11,0,19,0,0,0,12,-8,2,0,0,47
1,84,196,5,87,21,0,0,94,-7,7,8,11,1,18,0,0,0,2,70,2,1,0,47
1,84,190,6,89,21,0,0,94,3,6,6,21,0,18,0,0,0,2,73,3,1,0,48
0,66,65,6,49,12,0,0,99,-7,6,6,11,1,49,0,0,0,56,72,5,1,0,84
0,66,140,5,49,13,0,0,94,2,6,6,11,1,18,0,0,0,56,91,5,0,0,83
0,67,136,6,89,12,0,0,93,8,6,6,11,0,18,0,0,0,56,-8,5,1,0,48
0,66,72,6,73,12,0,0,99,-7,7,8,11,0,18,0,0,0,13,-8,2,1,-8,47
0,67,66,6,51,12,0,0,99,-7,7,6,11,1,48,0,0,0,57,-7,5,1,0,84
0,66,77,5,50,12,0,0,99,-7,7,4,11,2,49,0,0,0,57,86,5,2,-8,84
1,66,190,6,87,20,0,0,94,16,6,6,22,2,18,0,0,0,2,90,2,2,0,48
1,67,193,6,51,21,0,0,99,-7,7,8,21,2,48,0,0,0,2,91,5,2,0,48
0,66,68,6,65,12,0,0,94,32,6,6,22,1,49,0,0,0,57,71,5,2,0,84
0,66,193,6,88,12,0,0,99,-7,7,8,11,0,18,0,0,0,13,-8,2,0,0,47
1,67,191,6,89,21,0,0,99,-7,7,8,21,2,18,0,0,0,12,90,2,2,0,48
0,66,135,6,49,12,0,0,94,2,6,6,11,1,18,0,0,0,56,-7,5,1,0,-9
1,84,191,6,88,12,0,0,99,-7,7,8,12,0,18,0,0,0,2,-8,2,1,0,47
1,84,253,6,89,21,0,0,99,-7,7,8,21,1,18,0,0,0,2,93,2,1,0,47
0,66,73,6,49,20,0,0,99,-7,7,8,21,2,48,0,0,0,12,90,5,2,0,49
0,67,69,6,49,12,0,0,99,-7,7,-9,11,1,49,0,0,0,56,72,5,2,0,84
0,66,73,6,51,12,0,0,94,2,6,8,22,1,49,0,0,0,56,66,5,2,-8,48
1,84,186,6,90,21,0,0,99,-7,7,8,22,1,19,0,0,0,2,89,2,1,0,49
1,84,242,5,89,12,0,0,99,-7,7,8,12,0,18,0,0,0,2,-8,2,1,0,47
1,84,196,6,88,13,0,0,99,-7,7,8,22,0,18,0,0,0,2,-8,2,1,0,48
0,66,146,6,72,21,0,0,99,-7,7,6,12,2,48,0,0,0,56,68,5,1,0,84
0,66,193,6,74,12,0,0,94,8,6,6,11,1,18,0,0,0,12,-8,2,1,0,49
1,84,188,6,51,21,0,0,99,-7,7,8,22,2,18,0,0,0,2,88,2,1,0,47
0,66,139,6,73,12,0,0,94,2,6,6,11,1,49,0,0,0,56,89,5,1,0,83
0,66,187,6,89,12,0,0,94,2,6,6,11,0,18,0,0,0,13,-8,-8,1,0,47
0,66,73,6,51,21,0,0,94,2,6,6,21,1,48,0,0,0,56,88,5,1,0,84
1,66,249,6,50,21,0,0,99,-7,7,-9,21,2,18,0,0,0,56,90,2,1,0,48
1,84,188,6,87,12,0,0,99,-7,7,8,12,0,18,0,0,0,2,-8,2,0,0,47
0,66,70,2,89,12,0,0,94,2,6,6,11,1,18,0,0,0,-8,-8,-8,1,-8,-9
0,66,73,6,64,12,0,0,99,-7,7,8,11,1,18,0,0,0,56,-8,5,1,0,-9
0,66,187,6,49,21,0,0,94,2,6,6,21,2,49,0,0,0,-8,89,5,1,0,84
0,66,70,6,49,12,0,0,99,-7,7,8,11,0,48,0,0,0,56,72,5,0,0,-9
1,66,187,6,89,12,0,0,99,2,6,6,12,0,19,0,0,0,13,-8,2,0,0,47
0,66,192,6,50,21,0,0,94,2,6,6,22,2,18,0,0,0,12,90,2,1,0,47
0,66,65,6,50,12,0,0,99,-7,7,8,11,1,48,0,0,0,57,67,5,2,0,48
1,84,243,6,89,13,0,0,99,-7,7,8,11,0,18,0,0,0,2,-8,2,0,0,47
1,84,254,6,88,19,0,0,99,2,7,8,22,1,19,0,0,0,2,-7,2,1,0,47
0,66,69,6,50,21,0,0,94,2,6,6,11,1,49,0,0,0,56,89,5,2,0,84
0,66,139,6,88,12,0,0,94,2,6,6,11,0,19,0,0,0,-8,-8,-8,0,0,49
0,66,244,6,88,12,0,0,99,-7,6,-9,11,1,18,0,0,0,-8,-8,2,1,0,48
0,66,138,6,49,21,0,0,99,2,6,6,12,0,19,0,0,0,56,88,5,1,0,84
0,66,191,6,89,21,0,0,94,2,6,6,12,0,18,0,0,0,56,-7,5,0,0,47
0,66,71,6,50,13,0,0,94,-7,6,8,21,1,49,0,0,0,57,92,5,1,0,48
1,84,192,6,87,12,0,0,99,-7,7,8,12,1,18,0,0,0,2,-8,2,0,0,47
0,66,70,6,51,12,0,0,99,-7,7,8,11,1,19,0,0,0,12,74,2,2,-8,48
0,66,69,6,49,12,0,0,99,-7,7,8,11,0,19,0,0,0,56,-7,2,0,0,84
0,67,71,2,49,20,0,0,94,2,7,8,21,1,48,0,0,0,56,89,5,2,0,47
0,66,137,6,72,13,0,0,94,7,6,6,11,0,48,0,0,0,56,-8,5,0,0,-8
1,84,187,6,89,21,0,0,99,-7,7,8,11,0,18,0,0,0,2,-7,2,0,0,47
0,67,190,6,50,21,0,0,99,16,6,6,21,1,48,0,0,0,-8,93,5,2,0,-9
1,84,242,6,88,21,0,0,99,-7,7,8,21,2,18,0,0,0,2,93,2,1,0,49
0,66,139,6,51,12,0,0,94,2,6,6,11,1,48,0,0,0,56,72,5,1,0,84
0,66,69,6,51,13,0,0,99,-7,7,8,22,1,48,0,0,0,57,90,5,2,0,84
0,67,76,5,50,21,0,0,94,2,6,-9,21,2,49,0,0,0,57,88,5,1,0,84
0,66,141,6,73,21,0,0,99,-7,6,6,21,2,49,0,0,0,56,70,5,2,0,47
0,67,71,6,51,12,0,0,93,8,6,6,11,1,18,0,0,0,56,-7,-8,0,0,84
1,84,250,6,87,21,0,0,99,-7,7,8,22,0,18,0,0,0,2,89,2,2,0,47
1,66,188,6,89,21,0,0,94,2,6,6,21,1,18,0,0,0,2,87,1,2,0,47
0,66,145,6,50,12,0,0,94,2,6,6,12,1,18,0,0,0,56,-8,5,0,0,84
1,73,194,6,89,21,0,0,94,2,6,6,22,1,18,0,0,0,2,69,2,2,0,48
0,67,187,6,88,12,0,0,94,2,6,8,11,0,18,0,0,0,12,-8,2,0,0,49
0,66,186,6,88,12,0,0,94,17,6,6,12,0,18,0,0,0,56,-8,2,0,0,47
0,66,67,2,89,12,0,0,99,-7,6,6,12,1,18,0,0,0,12,-8,-8,1,0,48
0,66,77,6,88,21,0,0,99,-7,7,8,21,0,48,0,0,0,56,90,5,1,0,-9
0,66,146,5,73,21,0,0,94,2,6,6,21,2,49,0,0,0,56,90,5,2,0,84
0,66,141,6,49,12,0,0,99,-7,6,8,11,0,49,0,0,0,57,91,5,1,0,85
1,66,190,6,89,21,0,0,94,2,6,6,21,1,18,0,0,0,57,93,2,1,0,48
0,66,67,2,49,12,0,0,99,-7,7,8,11,1,18,0,0,0,-8,-8,-8,0,0,-8
0,66,141,6,51,12,0,0,99,-7,6,6,22,2,19,0,0,0,12,91,5,0,0,47
0,66,65,6,51,11,0,0,94,8,6,6,11,1,18,0,1,0,56,-8,5,0,0,-9
1,84,189,6,89,20,0,0,94,2,6,6,12,0,18,0,0,0,2,-8,2,1,0,47
1,66,247,6,89,21,0,0,94,2,6,6,11,1,18,0,0,0,2,-8,2,2,0,47
0,66,136,6,89,13,0,0,99,-7,7,8,22,1,18,0,0,0,56,75,2,1,0,48
0,66,79,6,51,13,0,0,99,-7,7,8,11,1,18,0,0,0,56,-8,5,1,-8,84
0,66,70,6,51,12,0,0,99,-7,7,8,22,2,49,0,0,0,57,89,5,1,0,47
0,67,66,6,49,12,0,0,99,-7,7,8,11,1,18,0,0,0,56,-8,5,0,-8,70
0,66,138,6,49,21,0,0,94,8,6,6,21,2,49,0,0,0,56,87,5,2,0,83
0,66,249,6,89,12,0,0,99,-7,7,8,12,0,18,0,0,0,2,-8,2,1,0,47
1,67,251,6,90,12,0,0,94,2,6,6,11,0,18,0,0,0,2,-7,3,0,0,48
1,84,189,6,88,21,0,0,99,-7,7,8,22,2,18,0,0,0,2,70,2,2,0,48
0,66,66,6,49,12,0,0,99,-7,7,8,11,1,18,0,0,0,12,-8,2,1,0,47
0,67,136,6,90,21,0,0,95,30,6,6,22,0,48,0,0,0,56,91,5,2,0,-9
0,66,144,6,73,21,0,0,94,2,6,6,22,1,49,0,0,0,56,90,5,2,0,-8
0,66,187,6,88,21,0,0,94,2,6,6,11,1,18,0,0,0,13,90,5,1,0,47
0,66,134,6,72,21,0,0,94,2,6,6,11,0,49,0,0,0,56,-7,5,2,0,84
0,66,194,6,51,12,0,0,99,-7,7,8,11,1,18,0,0,0,57,72,2,2,0,47
0,66,78,6,49,6,0,0,99,-7,7,8,21,1,49,0,0,0,57,68,5,1,0,84
1,84,252,6,89,26,0,0,99,-7,7,8,22,0,19,0,0,0,2,73,2,1,0,48
1,84,189,6,90,21,0,0,94,2,6,6,11,0,18,0,0,0,2,-8,3,1,0,48
1,73,243,6,87,21,0,0,94,2,6,6,11,0,19,0,0,0,2,-8,2,1,0,48
0,66,140,6,87,12,0,0,94,2,6,6,12,1,18,0,0,0,56,-7,-8,1,0,84
1,84,255,6,90,21,0,0,99,-7,7,8,11,0,18,0,0,0,2,76,3,1,0,47
0,66,72,6,50,12,0,0,99,-7,7,8,22,2,49,0,0,0,56,91,5,2,0,-9
0,66,137,6,49,21,0,0,94,2,6,6,21,1,49,0,0,0,56,71,5,2,0,84
0,66,66,2,51,11,0,0,93,-7,6,6,11,1,19,0,0,0,57,-8,5,0,-8,-9
0,66,72,6,49,12,0,0,99,-7,7,8,11,1,48,0,0,0,56,88,5,2,0,84
1,66,245,6,89,21,0,0,94,2,6,6,21,0,18,0,0,0,2,71,5,1,0,47
0,66,71,6,50,6,0,0,99,-7,7,8,22,0,45,0,0,0,13,70,5,1,0,-9
0,67,69,6,51,12,0,0,99,-7,7,8,21,1,18,0,0,0,56,77,2,2,0,48
1,84,243,6,88,12,0,0,99,-7,7,8,11,0,18,0,0,0,2,-8,2,0,0,49
0,66,185,6,88,21,0,0,94,2,6,6,11,1,18,0,0,0,56,-8,5,2,0,47
0,67,71,6,50,13,0,0,99,-7,7,8,11,1,18,0,0,0,57,-8,5,1,0,-9
1,84,242,6,89,12,0,0,99,-7,7,8,11,0,18,0,0,0,12,-8,3,0,0,47
0,66,73,6,51,12,0,0,99,2,6,6,11,0,18,0,0,0,56,-7,2,1,0,48
0,66,75,6,51,21,0,0,99,-7,7,8,11,2,49,0,0,0,57,88,5,1,0,48
0,66,75,6,51,12,0,0,99,-7,7,8,11,0,18,0,0,0,56,-8,5,0,1,34
1,84,256,6,88,21,0,0,99,-7,7,8,22,1,18,0,0,0,2,90,2,2,0,47
1,67,194,6,88,21,0,0,94,2,6,6,11,0,19,0,0,0,12,-7,2,0,0,48
0,66,73,6,51,21,0,0,99,-7,7,8,22,1,49,0,0,0,56,67,5,1,0,84
1,84,254,6,90,21,0,0,99,-7,7,8,11,0,19,0,0,0,2,-8,2,1,0,47
0,66,190,6,87,26,0,0,94,2,6,8,21,0,19,0,0,0,12,70,5,1,0,48
1,84,195,6,89,13,0,0,99,-7,7,8,11,0,18,0,0,0,2,-7,2,0,0,47
1,66,186,6,89,12,0,0,99,-7,6,6,12,0,19,0,0,0,12,-8,2,0,0,47
0,66,73,6,89,12,0,0,99,-7,7,-9,11,1,19,0,0,0,12,-8,5,1,0,83
1,84,188,6,89,20,0,0,94,16,6,6,11,0,18,0,0,0,2,-7,3,0,0,47
