input12,input9,input14,input13,input11,input5,input8,input15,input7,input16,input1,input2,target,input4,input6,input10,input3
12,100,0,43,87,96,61,0,79,15,32,75,3,100,95,46,53
0,0,22,54,36,34,40,10,11,24,100,100,6,88,65,11,66
20,70,0,60,100,90,64,3,68,4,0,81,3,100,92,47,40
31,22,41,49,0,57,33,100,43,44,11,95,7,100,68,0,41
4,100,0,36,75,81,55,0,89,13,47,87,3,100,73,27,77
0,0,22,74,38,49,54,29,17,39,100,66,6,100,88,19,95
50,90,25,70,78,67,100,65,100,0,0,50,1,68,93,75,33
4,11,0,58,13,62,60,100,37,3,0,77,2,100,89,33,28
0,0,2,53,6,56,35,100,33,1,8,85,2,100,69,7,46
11,100,0,41,80,81,56,0,72,3,35,91,3,100,79,35,77
51,80,26,51,61,65,100,47,100,0,0,39,1,58,79,76,29
0,0,2,54,9,35,32,100,27,7,2,62,1,100,79,0,26
0,44,4,29,0,62,61,100,56,5,23,67,1,95,100,23,52
0,58,30,0,21,100,44,88,88,38,0,88,7,100,74,15,71
0,0,1,63,25,49,38,100,29,4,14,77,2,100,71,12,38
14,50,34,46,100,31,25,0,14,23,92,100,6,92,60,0,66
100,100,95,23,74,40,17,0,86,53,29,76,0,33,0,60,12
29,66,0,43,100,61,92,0,14,22,4,27,8,55,100,66,43
21,56,0,34,64,21,62,0,21,7,100,98,5,100,91,56,57
18,0,0,65,31,54,26,100,30,10,28,62,2,100,66,9,44
0,40,4,49,0,33,64,100,31,5,4,72,1,100,100,27,26
0,0,2,63,25,50,36,100,28,18,8,71,2,100,72,5,34
46,93,23,89,89,86,93,91,100,0,0,61,1,78,100,70,46
19,100,0,43,86,93,54,0,59,11,41,85,3,100,81,51,72
0,0,27,57,42,29,40,14,4,32,100,100,6,94,70,5,62
32,70,16,100,97,0,59,100,28,0,12,100,4,83,72,47,0
0,0,25,57,44,34,37,9,7,31,100,100,6,92,66,4,68
0,0,22,54,31,34,40,11,11,20,100,100,6,85,64,16,64
14,91,0,52,100,83,60,0,46,2,32,96,3,100,76,43,75
0,0,1,63,25,53,39,100,29,4,6,85,2,100,71,13,40
0,0,1,66,33,19,27,100,1,3,0,61,2,100,66,1,14
23,100,8,44,85,64,77,0,66,0,49,71,9,76,100,51,91
0,0,15,97,53,20,39,44,0,21,100,100,6,90,66,12,53
50,89,25,59,75,69,100,45,100,0,0,49,1,66,86,75,35
0,0,1,66,34,19,28,100,2,3,1,61,2,100,66,1,11
0,37,2,50,0,33,54,100,33,4,25,64,1,100,91,15,29
9,0,7,52,4,65,27,100,38,0,34,72,2,100,64,2,61
13,100,0,46,90,76,54,0,60,9,35,81,3,100,78,42,60
50,0,91,100,46,28,0,20,69,100,69,98,8,83,39,13,9
0,0,25,70,38,49,64,29,11,42,100,65,6,100,96,27,92
0,58,28,49,44,81,51,100,64,33,0,91,7,100,92,9,51
0,0,15,97,47,26,35,45,7,15,100,100,6,80,58,10,56
0,0,17,66,30,27,48,30,5,34,100,100,6,97,76,20,60
0,0,25,70,44,49,37,19,17,25,100,100,6,87,64,6,78
0,0,26,70,44,49,62,64,11,33,100,64,6,100,95,23,96
0,0,20,70,44,22,40,24,1,22,100,100,6,89,66,14,54
0,0,25,51,38,43,39,9,16,25,100,100,6,89,64,10,76
0,0,2,53,7,56,35,100,32,7,5,80,2,100,70,5,40
46,60,23,78,100,0,41,78,8,0,20,100,4,93,66,41,6
0,0,2,53,7,56,43,100,30,3,13,93,2,100,71,19,49
16,49,43,67,100,16,21,13,0,38,69,100,6,82,53,0,45
