input12,input9,input14,input13,input11,input5,input8,input15,input7,input16,input1,input2,target,input4,input6,input10,input3
0,0,5,59,19,61,39,100,31,7,19,89,2,100,70,13,54
0,22,7,73,0,100,44,89,63,14,63,77,2,100,74,20,95
0,0,22,60,31,36,53,22,10,39,100,88,6,100,79,23,72
20,54,37,54,100,33,20,0,17,26,86,100,6,77,49,0,58
0,58,28,30,38,100,48,96,83,33,0,93,7,100,86,12,48
4,100,0,38,80,81,47,0,72,8,52,100,3,98,69,27,84
19,100,0,50,91,63,99,0,99,1,88,100,9,95,74,58,39
0,0,25,51,39,33,38,5,9,25,100,100,6,90,66,5,64
46,89,22,65,76,85,92,65,100,0,0,65,1,83,100,69,42
0,0,20,70,44,26,38,24,3,22,100,100,6,85,62,12,57
0,0,3,66,25,35,40,100,20,7,13,85,2,100,70,13,30
8,41,26,67,100,0,21,7,0,18,73,100,6,77,50,0,28
0,58,38,46,54,94,60,100,74,33,0,95,7,100,97,21,44
18,100,0,44,86,76,77,0,70,9,71,73,9,90,100,51,90
29,66,7,56,64,100,76,0,83,0,15,92,3,100,98,53,56
0,0,21,51,30,33,48,11,11,25,100,100,6,96,74,18,64
11,28,0,51,0,92,50,100,66,5,33,68,2,100,90,20,58
30,25,15,0,12,53,60,0,38,0,100,100,1,89,75,45,62
25,64,0,39,67,73,74,0,35,3,65,96,5,100,95,64,100
10,100,0,42,86,70,51,0,57,6,26,80,3,100,74,38,60
100,100,92,30,72,55,28,0,93,63,12,45,0,11,0,70,20
21,69,0,59,100,83,50,0,41,4,30,83,3,100,75,45,65
0,47,3,50,0,45,55,100,46,7,11,65,1,100,95,16,40
16,0,10,79,14,100,56,27,49,0,7,92,3,100,81,35,66
20,41,31,35,70,32,26,0,14,11,100,100,6,88,59,0,63
8,100,0,38,76,71,47,0,68,6,26,90,3,100,74,31,61
18,100,0,48,91,73,54,0,53,7,47,84,3,100,76,49,69
7,100,0,43,86,83,53,0,65,5,61,92,3,100,74,34,83
10,0,0,65,28,56,27,100,35,0,24,76,2,100,64,3,49
0,0,1,58,17,50,39,100,29,0,11,89,2,100,68,16,43
0,0,1,66,33,19,27,100,1,2,1,61,2,100,66,2,11
0,0,1,58,17,52,39,100,30,3,14,80,2,100,71,14,44
68,0,100,100,53,61,0,0,15,90,42,89,8,64,25,34,31
51,0,86,100,48,57,0,37,50,100,83,91,8,92,46,13,37
0,44,2,45,0,41,44,100,41,6,27,64,1,100,82,8,41
3,0,1,58,17,57,39,100,31,0,11,83,2,100,71,13,42
2,10,23,46,59,23,28,0,0,15,100,100,6,80,55,0,56
10,100,0,41,86,81,61,0,66,9,42,85,3,100,79,39,68
17,91,0,54,100,38,88,0,76,11,88,80,9,73,100,53,29
0,0,22,60,37,26,44,20,6,36,100,100,6,92,70,15,57
64,100,32,86,96,0,36,80,47,0,47,100,4,78,48,40,24
5,24,0,47,0,43,46,100,35,1,22,72,1,100,80,12,42
0,44,2,45,0,42,44,100,43,5,27,64,1,100,82,6,42
13,91,0,49,100,97,49,0,65,7,61,85,3,100,76,39,74
19,0,0,58,15,68,46,100,38,12,33,81,2,100,73,23,64
24,100,0,49,87,51,79,0,95,5,92,86,9,100,65,69,63
18,0,4,51,7,65,49,100,37,0,27,66,2,100,80,26,46
0,0,25,70,44,49,38,14,17,25,100,100,6,90,65,8,86
21,73,0,60,100,92,64,0,64,3,22,81,3,100,90,47,60
31,44,0,60,100,46,68,0,12,16,10,97,5,100,95,52,90
31,46,15,22,29,77,62,0,62,0,100,100,1,94,78,46,95
15,100,0,50,100,96,62,0,64,16,23,73,3,100,95,49,60
50,86,25,56,70,66,100,40,100,0,0,50,1,68,90,75,31
0,0,2,63,25,50,36,100,29,17,16,79,2,100,70,8,39
23,96,0,54,100,94,66,0,64,11,63,89,9,88,100,66,87
15,100,0,41,85,76,61,0,59,14,26,85,3,100,78,44,60
15,62,0,34,60,100,61,0,78,12,61,90,3,100,81,39,88
0,0,20,70,44,26,39,24,2,22,100,100,6,87,65,9,57
0,0,15,74,34,27,43,45,7,28,100,100,6,89,67,16,57
1,0,0,68,31,52,39,100,30,23,28,83,2,100,67,17,54
0,0,2,52,4,56,35,100,34,6,5,80,2,100,70,5,40
8,0,6,55,7,65,45,100,37,0,29,88,2,100,71,24,64
7,100,0,40,84,81,56,0,67,12,52,91,3,100,75,34,80
16,100,0,51,98,78,62,0,59,7,17,78,3,100,87,43,39
0,0,22,74,38,49,74,96,11,57,100,47,0,86,100,28,95
0,58,28,41,42,80,48,100,66,34,0,88,7,100,92,3,40
0,14,24,66,72,23,35,12,0,16,100,100,6,92,65,4,56
23,42,0,48,100,74,80,0,20,29,14,100,5,97,99,52,75
0,47,3,36,0,44,61,100,44,5,12,63,1,98,100,23,39
0,0,1,60,21,61,39,100,31,4,33,88,2,100,67,16,64
17,100,0,50,95,81,54,0,53,6,52,85,3,100,73,48,80
46,60,23,78,100,0,31,78,7,0,26,100,4,79,54,31,15
0,36,36,0,19,100,61,65,64,36,4,99,7,100,96,21,45
30,41,41,47,0,69,23,100,59,40,14,100,7,96,61,0,61
31,31,0,68,100,81,100,0,30,17,10,11,8,51,88,63,47
0,58,40,45,54,95,58,100,74,45,0,84,7,100,99,15,45
0,0,17,88,75,26,35,19,0,5,100,100,6,80,58,10,62
19,79,0,52,100,85,59,0,44,9,22,79,3,100,81,49,60
0,0,20,78,44,42,40,20,13,22,100,100,6,87,64,13,77
15,46,39,67,100,7,19,11,0,37,85,100,6,79,50,0,37
17,91,0,54,100,43,89,0,64,9,56,99,9,100,82,54,14
0,0,27,50,36,44,46,16,14,30,97,98,6,100,76,13,100
14,39,38,68,100,14,22,0,11,48,81,100,6,77,50,0,39
0,0,20,53,30,34,43,10,11,23,100,100,6,87,66,17,64
13,0,0,59,18,62,46,100,34,13,24,76,2,100,74,23,50
1,25,0,50,0,81,46,100,60,2,36,78,2,100,77,21,60
0,0,2,54,9,52,32,100,31,8,13,69,2,100,70,1,38
8,37,0,70,24,66,72,100,58,6,0,69,2,93,100,41,27
13,100,0,46,88,73,51,0,57,1,41,80,3,100,73,45,69
0,0,22,70,31,43,74,78,7,61,100,47,0,86,100,28,85
22,62,0,55,100,82,62,0,51,2,4,86,3,100,89,40,39
9,0,4,68,34,24,34,100,8,0,0,80,2,100,67,14,19
16,100,0,41,82,76,62,0,65,6,25,80,3,100,83,43,53
16,32,48,49,0,44,30,85,69,77,100,92,8,100,66,0,49
21,100,0,49,91,71,67,0,61,7,15,76,3,100,92,53,41
23,61,0,49,100,62,67,0,21,22,4,96,5,100,95,50,79
0,44,12,44,0,93,49,100,75,11,54,73,2,100,83,20,67
0,0,25,93,76,50,40,24,9,25,100,99,6,100,71,5,92
0,0,18,76,35,49,49,20,17,25,100,77,6,100,76,17,92
0,0,20,51,30,34,44,12,11,27,100,100,6,89,67,18,64
