input12,input9,input14,input13,input11,input5,input8,input15,input7,input16,input1,input2,target,input4,input6,input10,input3
14,66,0,35,66,100,72,0,74,1,49,82,3,100,95,44,57
13,100,0,43,86,93,60,0,70,4,47,87,3,100,85,38,74
16,73,0,60,100,73,64,7,67,7,0,83,3,100,92,42,30
50,95,25,91,91,87,100,89,100,0,0,56,1,73,95,75,55
0,37,3,50,0,38,55,100,36,8,4,67,1,100,91,19,28
0,0,19,51,20,43,53,12,15,30,100,96,6,100,78,23,76
0,0,1,50,2,56,47,100,28,3,48,100,2,99,73,22,62
18,79,0,0,66,100,73,3,84,0,32,74,1,95,100,46,87
51,100,38,63,94,0,31,43,34,0,64,100,4,69,35,37,36
23,54,0,47,100,39,66,0,6,22,12,97,5,100,99,52,84
1,100,0,33,78,71,68,0,64,26,40,87,3,100,68,41,80
51,100,24,87,92,69,100,87,100,0,0,63,1,72,86,79,34
0,0,20,78,46,41,42,15,13,24,100,100,6,92,69,11,74
0,0,2,64,28,49,36,100,29,19,19,71,2,100,71,5,39
0,0,2,63,25,36,35,100,24,7,6,77,2,100,70,5,26
24,0,16,53,5,59,29,100,42,0,9,61,2,100,73,5,20
64,100,32,68,82,0,46,59,64,0,38,100,4,82,51,66,2
51,100,26,76,86,0,51,71,65,0,14,100,4,77,54,70,2
0,0,1,66,33,19,27,100,1,1,7,61,2,100,66,2,16
53,100,26,52,76,37,97,40,89,0,6,65,7,89,100,79,0
5,0,0,68,34,44,39,100,26,23,25,89,2,100,68,16,42
0,0,20,50,30,34,44,9,10,25,100,100,6,89,67,17,65
0,0,2,58,17,35,38,100,22,7,2,85,2,100,71,12,28
0,0,2,52,5,44,32,100,31,3,4,63,2,100,73,1,22
1,14,28,75,63,19,31,31,0,36,100,100,6,90,63,0,53
64,100,32,86,96,0,35,80,48,0,23,100,4,75,45,45,19
0,0,21,78,44,38,49,20,9,35,100,85,6,100,78,18,83
10,100,0,43,92,85,56,0,57,10,41,89,3,100,77,42,73
49,87,24,78,81,82,97,86,100,0,0,64,1,79,100,73,46
9,0,4,62,26,54,36,100,31,0,24,78,2,100,67,14,51
11,29,0,51,0,88,50,100,66,0,32,70,2,100,83,26,54
0,0,18,76,35,49,54,20,15,28,100,73,6,100,81,22,95
0,25,25,100,92,9,30,31,0,16,55,100,6,85,59,4,35
8,100,0,41,81,79,47,0,70,5,52,85,3,100,76,30,75
0,0,27,54,44,23,36,11,1,32,100,100,6,90,66,2,57
0,0,25,66,40,49,44,19,17,25,100,95,6,100,73,8,87
23,59,5,53,100,81,59,0,42,0,16,82,3,100,82,43,53
15,100,0,43,86,81,60,0,68,11,26,78,3,100,87,42,53
0,33,32,0,1,100,56,52,66,36,1,100,7,100,88,23,58
5,100,0,41,86,89,49,0,67,7,47,82,3,100,75,33,76
0,0,27,100,76,49,40,28,11,21,98,76,6,100,72,5,92
0,22,4,70,37,49,57,100,39,14,0,85,2,100,91,26,24
68,100,34,60,84,0,44,43,46,0,54,100,4,67,35,44,45
11,78,0,51,98,100,60,0,66,5,43,80,3,100,86,37,69
0,40,5,47,0,91,44,100,72,8,60,78,2,100,76,19,69
51,78,25,38,57,77,100,25,100,0,0,53,1,69,91,75,35
0,42,4,50,0,42,55,100,43,5,26,65,1,100,92,18,39
0,0,17,66,30,42,49,16,15,23,100,100,6,96,74,21,77
20,58,3,58,28,59,72,100,70,0,0,76,2,98,100,46,20
0,0,22,51,30,34,51,11,10,29,100,99,6,100,78,21,67
9,83,0,36,72,39,52,0,49,1,100,99,5,100,79,37,65
46,100,24,46,79,0,55,27,46,0,74,100,4,87,68,51,31
5,14,0,50,0,65,52,100,45,0,10,80,2,100,81,27,40
0,0,24,60,36,26,44,30,3,47,100,100,6,94,71,12,60
0,0,25,57,44,26,36,6,2,31,100,100,6,91,66,4,59
0,44,2,45,0,44,55,100,44,5,25,64,1,100,90,19,39
0,0,2,54,9,62,35,100,35,8,26,88,2,100,65,12,61
8,100,0,38,86,83,57,0,63,14,17,78,3,100,84,38,48
0,0,23,70,37,22,44,35,2,42,100,100,6,94,71,15,55
8,0,6,51,2,65,34,100,41,0,13,66,2,100,74,11,36
0,0,18,85,50,42,46,13,13,25,100,94,6,100,73,13,81
16,82,0,52,100,91,53,0,43,1,32,91,3,100,73,45,84
20,100,2,53,98,71,49,0,47,0,21,89,3,100,74,49,61
46,78,23,63,66,93,92,80,100,0,0,66,1,81,100,69,44
19,100,0,42,82,63,66,0,66,1,49,96,3,100,72,51,79
15,62,0,54,100,82,61,0,51,2,10,86,3,100,87,37,46
25,57,65,100,94,0,22,85,14,100,79,97,0,99,62,0,24
54,100,27,78,88,65,100,76,99,0,0,39,1,57,79,81,32
50,89,25,65,75,65,100,65,100,0,0,57,1,72,93,75,27
0,33,4,50,0,37,57,100,34,7,12,64,1,100,98,16,29
14,31,46,100,78,5,28,90,0,85,75,100,0,92,63,0,31
50,76,25,29,53,69,100,12,100,0,0,62,1,67,85,75,21
0,4,27,92,57,30,46,64,0,33,100,85,6,100,77,13,77
4,0,0,62,25,50,39,100,30,1,14,78,2,100,72,13,38
0,0,18,70,50,25,38,19,0,24,100,100,6,85,62,12,58
0,39,5,50,0,39,60,100,39,8,4,63,1,98,100,22,28
50,92,25,70,81,70,100,59,100,0,0,43,1,62,82,75,35
0,0,2,54,8,59,35,100,32,7,25,85,2,100,65,8,58
100,100,85,31,76,37,15,11,83,42,20,67,0,31,0,60,0
10,0,0,88,46,56,30,100,32,31,42,78,2,100,62,18,62
0,48,1,30,0,100,57,97,78,2,44,55,1,88,100,16,89
0,0,21,75,44,49,48,29,17,30,100,88,6,100,76,15,92
24,66,0,65,100,65,67,0,33,1,30,83,5,100,94,44,96
0,0,21,70,31,45,73,78,11,61,100,47,0,86,100,27,85
15,100,0,50,100,97,62,0,66,10,18,85,3,100,87,43,58
8,100,0,37,76,79,53,0,73,7,30,87,3,100,79,30,65
0,0,25,48,38,43,37,2,15,29,100,100,6,90,65,6,76
10,100,0,38,82,83,59,0,68,15,35,81,3,100,84,38,63
29,63,4,49,83,69,66,0,42,0,54,92,5,100,91,50,100
15,100,0,51,98,95,62,0,55,2,39,96,3,100,80,46,80
32,32,16,0,13,80,64,12,50,0,86,100,1,95,79,47,100
0,60,32,0,21,64,65,59,46,62,53,54,8,91,100,23,100
0,0,20,70,44,22,38,24,1,22,100,100,6,85,62,12,52
0,0,3,54,9,61,37,100,34,0,28,88,2,100,66,12,64
11,100,0,43,87,93,57,0,72,5,39,87,3,100,82,35,78
0,0,1,64,28,53,39,100,30,1,6,81,2,100,71,13,42
0,0,21,57,37,33,39,11,10,21,100,100,6,88,66,10,66
15,49,37,46,24,72,41,100,59,39,0,91,7,100,80,0,42
11,42,24,41,73,59,29,0,49,23,100,100,6,83,56,0,77
0,62,37,53,54,89,54,100,73,46,0,84,7,100,93,13,45
