state_code,lat,lon,bird,lat_zone
36,70.83,-99.4155513331997,24,1
36,70.83,-121.10772704674235,26,1
11,23.42545208632549,-99.4155513331997,24,1
0,70.83,-99.4155513331997,25,1
11,70.83,-167.75,25,1
18,70.83,-99.4155513331997,4,1
11,70.83,-131.40590519211912,25,1
11,70.83,-108.87813109617623,25,1
11,70.83,-99.4155513331997,24,1
11,70.83,-99.4155513331997,25,1
18,70.83,-99.4155513331997,24,1
11,70.83,-99.4155513331997,24,1
0,70.83,-99.4155513331997,25,1
0,70.83,-99.4155513331997,25,1
11,70.83,-99.4155513331997,24,1
18,70.83,-99.4155513331997,25,1
11,70.83,-99.4155513331997,24,1
11,70.83,-99.4155513331997,0,1
0,69.42926618293393,-102.32814148213124,25,1
0,70.83,-99.4155513331997,0,1
18,70.83,-99.4155513331997,1,1
11,70.83,-99.4155513331997,24,1
0,41.90342638680114,-81.50083049861348,24,1
0,70.83,-97.2300769462017,25,1
0,41.65157034282,-80.01633367691205,26,1
18,70.83,-99.4155513331997,25,1
11,70.83,-99.4155513331997,25,1
0,23.127331277758785,-99.4155513331997,26,1
11,70.83,-99.4155513331997,25,1
0,25.71557959959329,-99.4155513331997,24,1
3,70.83,-99.4155513331997,24,1
18,70.83,-99.4155513331997,24,1
11,70.83,-126.4974417478301,0,1
11,70.83,-126.4974417478301,24,1
11,52.37361768348939,-99.4155513331997,24,1
11,70.60923181107347,-115.47802251788549,3,1
0,70.83,-166.3060569690972,26,1
18,70.83,-99.4155513331997,24,1
0,70.83,-99.4155513331997,24,1
11,70.83,-98.99002866198768,1,1
36,26.130806066456298,-99.4155513331997,25,1
0,44.10182953524005,-99.4155513331997,24,1
18,70.83,-99.4155513331997,24,1
0,26.130806066456298,-99.4155513331997,1,1
0,70.83,-100.23926561391778,25,1
11,70.83,-99.4155513331997,26,1
11,70.83,-99.4155513331997,25,1
0,70.83,-108.87813109617623,25,1
11,70.83,-99.4155513331997,25,1
11,70.83,-108.87813109617623,24,1
11,70.83,-99.4155513331997,24,1
11,70.83,-99.4155513331997,24,1
11,70.83,-99.4155513331997,25,1
0,70.83,-99.4155513331997,25,1
14,40.19357275033933,-95.36395100226073,0,1
11,70.83,-99.1780656899531,0,1
11,70.83,-99.4155513331997,24,1
11,70.83,-99.4155513331997,25,1
0,70.83,-99.4155513331997,6,1
0,70.83,-99.4155513331997,25,1
33,70.50637434187792,-77.70904009824488,25,1
11,26.130806066456298,-126.4974417478301,25,1
0,70.83,-99.4155513331997,24,1
0,70.83,-99.4155513331997,18,1
18,70.83,-99.4155513331997,25,1
11,70.83,-99.4155513331997,24,1
11,70.83,-99.4155513331997,0,1
11,20.467409279310537,-103.1703664681325,9,1
3,70.83,-83.97302750105037,24,1
11,51.6028982455509,-99.4155513331997,1,1
0,70.83,-99.4155513331997,24,1
0,70.83,-99.4155513331997,25,1
0,70.83,-99.4155513331997,25,1
11,42.76056333351592,-167.75,16,1
11,70.83,-167.75,0,1
18,70.83,-99.4155513331997,24,1
11,70.83,-83.97302750105037,24,1
18,70.83,-99.4155513331997,0,1
11,70.83,-126.4974417478301,25,1
18,66.86214785151715,-87.57292026598543,3,1
18,70.83,-99.4155513331997,25,1
11,70.83,-120.83999560936357,0,1
36,70.83,-99.4155513331997,24,1
11,70.83,-108.87813109617623,24,1
36,70.83,-99.4155513331997,25,1
11,70.83,-99.4155513331997,24,1
0,70.83,-89.90086908138888,8,1
18,49.50474709551129,-94.43883595673891,19,1
11,70.83,-99.4155513331997,24,1
18,70.83,-99.4155513331997,25,1
11,20.691181751252454,-98.37806781681887,25,1
11,26.130806066456298,-99.4155513331997,1,1
18,70.83,-86.1915362074909,6,1
11,70.83,-99.4155513331997,24,1
11,70.83,-99.4155513331997,24,1
0,70.83,-135.1767496302014,25,1
0,41.7208687789549,-99.4155513331997,24,1
11,70.83,-99.4155513331997,2,1
0,70.83,-99.4155513331997,24,1
11,70.83,-99.4155513331997,25,1
11,70.83,-99.4155513331997,25,1
11,70.83,-99.4155513331997,24,1
18,70.83,-99.4155513331997,24,1
11,70.83,-99.4155513331997,25,1
11,70.83,-99.4155513331997,25,1
