Field name,Reservoir unit,Country,Region,Basin name,Tectonic regime,Latitude,Longitude,Operator company,Onshore/offshore,Hydrocarbon type,Reservoir status,Structural setting,Depth,Period,Lithology,Gross,Netpay,Porosity,Permeability,Oil density,Oil recovery factor,Condensate recovery factor,Gas recovery factor
0.0,150.70803818769156,0.6847106896645345,1.0,63.542516137908414,5.0,70.34234109519765,-99.13976145800606,0.6220640281203547,0.0,2.0,0.0,10.0,5456.028823586401,27.0,11.0,3.365660718994166,144.76139056455628,34.97522230166318,7500.0,836.2502083065684,0.050500041285264,0.6872907418399409,0.5924398851886902
0.0,1.651057938650908,48.0,6.0,0.0,9.0,70.3458,-151.6153,0.0,1.0,3.0,1.0,1.0,5611.264712786823,1.0,9.0,3.3241338998107253,0.0266687844965891,1.3,0.0,830.6378420580896,0.0500170390588758,0.7,0.93
439.0,364.7423615648412,50.0,4.0,119.76612340919276,0.0,23.624328352382232,-104.36210706664858,197.0,0.0,5.0,0.0,11.0,5966.210809280196,27.0,11.0,33.42133278253454,892.8,34.94444209877881,32.71357549576567,698.7654320987654,0.3516301295424875,0.7,0.37
439.0,0.0,49.998974438760825,3.0,119.99938780375922,0.0,70.3458,108.27364457687948,197.0,1.0,2.0,0.0,10.0,5962.574370695871,1.0,10.0,470.7082369562497,870.0456281328184,19.69819656359473,1.6677577476293246,698.7654320987654,0.05,0.6999977564464165,0.93
63.00338320685726,0.0,0.0,6.0,0.0001770739122009,5.0,70.34563066954766,-151.6153,0.0,0.0,2.0,0.0,11.0,5963.443064178804,27.0,11.0,241.65605221293723,892.4889627069706,35.0,7500.0,986.055949144226,0.0506865945991043,0.6989251450081878,0.37
438.1429550103321,402.3865860124646,48.187956085525805,6.0,2.18190819813824,9.0,70.3309474927189,-151.46553626218676,197.0,1.0,5.0,2.0,11.0,5966.4,1.7530829316292322,9.0,3748.930578938947,558.1537123421753,1.3,0.0,1017.9754710345104,0.86,0.7,0.37
40.35141700301792,206.3470472872363,50.0,4.0,119.99635936959548,9.0,-38.5221,-151.6153,0.693338761616385,0.0,5.0,0.0,11.0,5966.4,1.0,6.0,3750.0,892.8,1.3,7281.478890718868,1017.985611510791,0.0500143237191802,0.7,0.9291098824226108
39.52573004989138,305.9048294657502,46.04127263984473,3.0,2.996399764550195,2.0,28.694511495305758,-98.67698025378614,179.6112573040067,0.0,3.0,0.0,0.0,5959.368942508641,26.95129403766407,11.0,3689.225296549678,852.7643148809893,19.53633217655244,1.6577247675591225,839.1506853042819,0.8079576417264953,0.24,0.8528686606400268
411.86708493425584,406.0,0.0,6.0,120.0,9.0,70.34576245913631,-151.6153,0.0,1.0,3.0,12.0,0.0,108.59870449843191,1.0,9.0,3.3,8.30931085139641e-05,1.3,0.0008285193108392,719.0412917594261,0.050480881022803,0.2639532622813438,0.93
0.0,395.5732960349311,0.0003496023278382,0.0,51.183981462117735,5.0,29.68890143798593,-142.85857916284434,2.9990412389496923e-05,1.0,2.0,0.0,11.0,5966.4,27.0,11.0,3.3135196718278603,879.8452990297199,35.0,7500.0,698.8945495229121,0.0515026104831075,0.2400030764057248,0.9276348703219384
