duration,age,purpose,property_magnitude,foreign_worker,existing_credits,residence_since,own_telephone,other_payment_plans,checking_status,housing,employment,job,target,personal_status,credit_history,num_dependents,savings_status,other_parties,installment_commitment,credit_amount
12,31,6,0,1,1,2,0,1,3,1,0,1,1,3,3,1,1,2,3,1924
24,26,9,1,1,1,4,1,1,3,2,4,0,1,0,3,1,4,2,2,5433
12,33,4,3,1,1,1,0,1,1,1,1,3,0,3,3,2,1,2,4,2576
24,22,3,2,1,1,4,0,1,1,0,2,3,1,3,3,1,1,2,4,3149
12,31,3,1,1,1,4,0,1,3,1,0,1,1,3,3,2,1,2,2,3527
6,22,7,3,1,1,4,0,1,3,2,3,3,1,2,3,1,3,2,2,660
12,29,6,3,0,1,2,0,1,2,1,2,3,1,3,3,1,1,1,4,1103
12,24,6,0,1,1,1,0,1,0,1,2,1,1,2,3,1,1,2,3,3016
12,32,6,2,1,2,1,0,1,3,0,2,3,1,3,1,2,1,2,4,1495
12,23,7,3,1,2,4,0,1,3,1,3,1,1,0,1,1,4,2,4,996
12,25,6,0,1,1,2,0,1,3,1,2,1,1,3,3,1,1,2,3,1262
12,36,3,1,1,1,4,1,1,2,1,0,1,1,3,1,1,1,2,2,4052
18,26,6,3,1,1,1,0,1,3,1,1,1,1,0,3,1,1,2,3,1453
12,26,4,3,1,1,1,0,1,0,1,1,1,1,3,3,1,1,2,4,1330
18,32,6,0,1,1,2,1,1,3,1,1,1,1,3,3,1,1,2,2,4594
12,29,6,0,1,1,2,0,1,3,1,2,1,1,0,1,1,1,2,4,1981
6,36,6,0,1,1,4,0,1,3,1,0,1,1,3,3,1,4,2,4,700
12,26,4,3,1,1,1,0,1,0,1,1,1,1,3,3,1,1,2,4,1330
12,23,6,3,1,1,4,0,1,0,2,2,1,1,2,3,1,1,2,3,1297
24,25,6,0,1,1,2,0,2,1,1,2,1,0,0,3,1,4,2,4,1442
48,26,0,0,1,1,1,1,1,1,1,3,1,0,3,3,2,1,2,1,9960
18,28,4,3,1,1,3,0,1,2,2,3,3,1,3,3,1,1,2,3,6260
18,28,4,3,1,1,3,0,1,2,2,3,3,1,3,3,1,1,2,3,6260
24,25,6,0,1,1,2,0,1,1,1,3,1,0,3,3,1,1,2,4,5152
24,29,6,0,1,1,2,0,0,2,1,1,1,0,0,3,1,4,2,4,1823
12,23,6,3,1,2,4,0,1,2,1,1,1,1,3,2,1,1,1,4,1048
24,25,3,0,1,1,4,0,0,1,2,1,1,0,0,3,1,4,2,2,3555
24,27,4,1,1,2,4,1,1,3,1,3,1,1,0,1,1,2,2,4,2462
24,38,9,2,1,1,4,1,1,1,0,0,1,0,3,3,1,1,2,4,2969
24,31,3,2,1,1,4,1,1,1,0,4,0,1,3,3,2,1,2,3,6459
24,35,9,0,1,2,3,1,1,3,1,3,3,1,3,2,1,1,2,3,4679
24,31,3,2,1,1,4,1,1,1,0,4,0,1,3,3,2,1,2,3,6457
48,33,0,0,1,1,2,1,0,3,2,4,0,0,3,3,1,1,2,3,6758
12,36,4,0,1,2,3,1,1,3,1,0,1,1,3,1,1,1,2,4,1082
12,23,6,3,1,1,1,0,1,2,1,2,3,1,2,3,1,1,2,1,3573
12,25,3,1,1,2,3,0,1,2,2,1,1,0,0,4,1,1,2,4,2969
12,46,4,0,1,2,4,0,1,3,1,0,1,1,3,1,2,1,2,4,802
24,25,6,0,1,2,2,0,1,3,1,0,1,1,3,3,1,4,2,4,3105
12,22,6,0,1,1,1,0,2,2,1,1,1,0,3,3,1,1,2,2,1331
12,25,3,0,1,1,2,0,1,1,1,0,1,1,3,3,1,1,2,4,685
24,25,6,0,1,2,2,0,1,3,1,0,1,1,3,3,1,4,2,4,999
12,23,6,3,1,1,1,0,1,2,2,1,1,0,2,3,1,1,2,1,1534
24,31,6,0,1,1,2,1,1,3,1,0,1,1,3,3,2,3,2,4,1553
12,33,6,2,1,1,1,0,1,1,1,1,3,0,2,3,1,1,2,4,684
12,38,4,3,1,2,4,1,1,3,1,0,1,1,3,1,1,1,2,4,1495
18,33,3,0,1,1,2,0,1,1,1,4,1,0,0,3,1,1,2,4,1131
24,23,4,0,1,1,4,1,1,1,1,2,1,0,0,3,1,1,2,4,2287
6,46,4,2,1,2,4,1,1,1,0,0,0,0,3,1,1,1,2,4,1204
15,26,4,3,1,1,2,0,1,3,1,2,1,0,0,3,1,4,2,2,1778
12,35,6,3,1,1,2,0,1,0,1,0,1,1,3,3,1,1,2,3,1680
12,35,3,1,1,1,2,0,1,3,1,3,1,1,0,3,1,2,2,3,3017
12,38,4,3,1,2,4,1,1,3,1,0,1,1,3,1,1,1,2,4,1343
12,25,6,3,1,1,1,0,1,2,1,2,3,1,0,3,1,1,2,4,343
