duration,age,purpose,property_magnitude,foreign_worker,existing_credits,residence_since,own_telephone,other_payment_plans,checking_status,housing,employment,job,target,personal_status,credit_history,num_dependents,savings_status,other_parties,installment_commitment,credit_amount
15,36,9,0,1,1,4,1,1,3,1,0,0,1,3,3,1,4,2,3,4020
36,35,6,3,1,1,4,0,1,3,1,2,3,1,3,3,1,1,2,4,4455
12,49,4,3,1,2,3,0,0,2,1,1,3,1,3,1,2,1,2,1,3124
18,33,3,0,1,2,4,1,0,2,1,2,1,1,0,4,1,1,2,1,3244
15,27,4,0,1,2,4,0,1,1,2,2,1,0,0,3,1,1,2,2,2326
12,49,4,3,1,2,3,0,0,2,1,1,3,1,3,1,2,1,2,1,3124
36,37,4,0,1,2,4,1,1,3,1,3,1,1,3,1,1,1,2,4,3535
24,54,0,1,1,3,3,1,1,3,1,2,0,0,3,3,1,0,2,2,4591
24,33,6,0,1,1,2,0,1,2,1,1,1,1,3,2,1,1,2,4,1851
18,33,0,3,1,1,1,1,0,2,1,0,0,1,3,3,1,1,0,1,4439
12,35,6,3,1,2,2,0,1,0,1,2,3,1,3,1,1,1,1,4,2578
24,33,3,1,1,1,2,1,1,1,1,2,1,0,1,0,1,1,2,2,2757
15,36,9,0,1,1,4,1,1,3,1,0,0,1,3,3,2,4,2,3,4527
12,22,3,0,1,1,1,0,1,1,2,1,1,1,0,3,1,1,2,4,1858
24,25,6,0,1,2,2,0,1,3,1,0,1,1,3,3,1,4,2,4,999
15,46,9,1,1,2,2,0,1,3,1,1,3,1,0,1,1,1,2,1,3594
12,20,6,3,1,1,2,1,1,1,2,2,0,1,3,3,2,1,2,2,1107
24,20,3,0,1,1,4,0,1,1,1,2,1,0,2,3,1,4,2,2,2996
24,38,9,0,1,1,3,1,1,3,1,3,0,1,3,3,1,1,2,3,7814
12,40,4,0,1,1,4,0,1,1,1,2,3,0,3,3,2,1,2,4,1082
24,24,3,1,0,1,1,0,1,1,1,1,3,1,3,3,1,1,0,4,1747
15,25,4,1,1,1,2,0,1,2,2,2,1,0,2,0,1,2,2,2,1264
12,46,2,3,1,1,1,0,1,3,1,0,1,1,3,3,1,1,2,4,1349
36,24,9,0,1,2,4,1,1,1,1,3,1,0,3,1,1,1,2,4,5848
12,35,8,3,1,1,2,0,1,2,1,2,3,1,3,3,1,1,1,4,3447
6,32,4,2,1,1,1,0,1,2,1,0,1,1,3,3,2,2,2,2,1388
6,22,7,3,1,1,4,0,1,3,2,3,3,1,2,3,1,3,2,2,660
24,27,4,1,1,2,4,1,1,3,1,3,1,1,0,1,1,1,2,4,2462
18,43,3,1,1,1,1,1,1,2,1,1,1,0,2,3,1,1,2,3,2570
48,58,9,2,1,2,4,0,2,1,0,0,3,0,0,1,1,1,2,4,6143
15,26,6,3,1,1,1,0,1,2,1,1,1,1,0,3,1,1,2,4,1059
24,26,9,1,1,1,4,1,1,3,2,4,0,1,0,3,1,4,2,2,5433
24,46,9,1,1,2,4,1,1,3,1,2,0,1,3,1,2,4,2,2,6842
12,23,6,3,1,1,1,0,1,2,2,1,1,0,2,3,1,1,2,1,1534
15,45,6,2,1,1,3,0,0,3,0,2,3,1,3,3,2,1,2,4,1300
12,26,0,3,1,2,2,1,1,3,1,2,1,1,2,1,1,1,2,4,1076
15,26,9,0,1,2,3,0,1,3,1,2,1,1,3,2,1,1,2,4,1835
24,20,6,0,1,1,4,1,1,2,1,0,1,1,0,3,1,1,2,4,1967
36,37,3,1,1,1,4,0,1,1,1,2,1,1,3,3,2,1,1,2,3620
18,38,9,2,1,1,4,1,1,3,1,4,0,1,3,1,1,4,2,2,3229
18,38,9,2,1,1,4,1,1,3,1,4,0,1,3,1,1,4,2,2,3229
12,23,6,3,1,1,4,0,1,0,2,2,1,1,2,3,1,1,2,3,1297
18,25,6,3,1,1,2,0,1,2,1,2,3,1,2,3,1,1,1,4,866
36,34,4,0,1,2,4,1,1,3,1,0,0,1,3,1,1,1,2,4,3535
24,25,3,0,1,1,4,0,0,2,1,1,3,0,0,1,1,1,2,2,4736
24,29,6,0,1,1,2,0,0,1,1,2,3,0,3,3,1,1,2,4,1823
24,38,9,2,1,1,4,1,0,2,0,0,1,1,3,0,2,4,2,4,3878
12,23,6,3,1,1,1,0,1,2,1,2,3,1,2,3,1,1,2,4,625
12,36,3,1,1,1,4,1,1,2,1,0,1,1,3,1,1,1,2,2,3915
48,37,0,3,1,2,1,1,1,0,1,2,1,1,0,1,1,0,2,2,3933
6,32,3,2,1,2,4,0,1,1,0,4,0,1,3,1,2,1,2,3,2576
36,24,9,0,1,1,1,1,1,3,1,2,1,1,3,3,1,1,2,4,5848
36,30,6,2,1,1,1,1,1,2,1,1,0,1,0,3,1,1,2,4,4795
48,24,9,2,1,2,4,0,1,1,0,0,1,0,3,4,2,1,2,3,4605
12,20,6,3,1,1,2,1,1,1,2,2,0,1,3,3,2,1,2,2,1107
24,37,4,0,1,1,4,1,1,3,1,2,1,1,0,1,1,1,2,4,2022
24,26,9,1,1,1,4,1,1,3,2,4,0,1,0,3,1,4,2,2,5433
36,45,6,3,1,1,4,1,1,3,1,0,3,1,0,3,1,4,2,2,3835
24,25,4,3,1,1,4,0,1,1,2,2,1,0,0,3,1,4,2,4,1371
24,20,3,0,1,1,4,0,1,1,1,2,1,0,2,3,1,4,2,2,2996
36,37,4,0,1,2,4,1,1,3,1,3,1,1,3,1,1,1,2,4,3535
48,24,0,1,1,1,4,0,1,1,2,1,1,0,0,3,1,1,2,3,4308
18,33,0,0,1,2,1,0,1,2,1,2,1,1,2,2,1,1,2,2,1924
12,27,0,3,1,2,2,0,1,3,1,2,1,1,0,1,1,1,2,3,1185
36,30,9,1,1,1,2,0,1,3,1,2,1,1,0,3,1,1,2,1,8133
24,43,4,3,1,2,2,0,1,1,0,4,1,0,3,2,2,1,2,4,1335
12,29,6,3,0,1,2,0,1,2,1,2,3,1,2,3,1,1,1,3,1169
24,38,9,0,1,1,3,1,1,3,1,3,0,1,3,3,1,1,2,3,7814
12,23,6,3,1,1,4,0,1,0,2,2,1,1,2,3,1,1,2,3,1297
18,31,4,1,1,2,2,1,0,2,1,3,1,0,3,1,1,1,2,2,3590
18,40,3,3,1,1,3,1,1,2,1,2,3,1,0,3,1,1,2,2,4004
15,23,6,2,1,1,4,0,1,0,2,0,1,1,0,3,1,1,2,1,3643
12,49,6,3,1,1,4,1,1,3,1,0,1,1,3,1,1,4,0,1,2331
24,23,4,3,1,1,2,0,2,2,1,1,3,0,3,3,1,1,2,4,1249
12,46,4,0,1,2,4,0,0,1,1,2,1,0,3,4,2,1,2,4,1082
12,26,4,3,1,1,1,0,1,0,1,1,1,1,3,3,1,1,2,4,1330
12,30,3,0,1,1,2,0,1,1,1,4,0,0,0,3,1,1,2,4,802
12,23,6,3,1,1,4,0,1,0,2,2,1,1,2,3,1,1,2,3,1297
24,25,3,3,1,1,4,0,1,1,1,2,1,1,3,3,1,1,2,4,1905
12,22,3,1,1,1,1,0,1,1,1,4,1,0,3,3,1,1,0,2,1258
12,38,6,0,1,1,4,0,1,3,1,0,1,1,3,3,1,1,2,4,684
