duration,age,purpose,property_magnitude,foreign_worker,existing_credits,residence_since,own_telephone,other_payment_plans,checking_status,housing,employment,job,target,personal_status,credit_history,num_dependents,savings_status,other_parties,installment_commitment,credit_amount
24,32,4,2,1,1,2,0,0,3,0,2,1,1,3,3,1,2,2,4,1374
6,26,6,3,0,1,1,0,1,3,1,2,1,1,0,3,1,1,2,3,590
18,25,6,3,1,1,1,0,1,1,1,3,1,1,0,3,1,1,1,4,3509
12,33,6,0,1,1,2,0,0,3,1,0,1,1,3,1,1,4,2,4,1275
6,33,6,3,1,1,1,0,1,2,2,1,3,1,0,3,1,1,2,1,2107
12,34,3,3,1,1,1,0,1,2,2,1,0,1,0,3,1,1,2,3,3017
12,38,4,3,1,2,4,1,1,3,1,0,1,1,0,1,1,0,2,4,1297
48,25,0,0,1,1,2,1,1,2,1,2,1,0,3,4,1,1,2,2,14421
12,40,3,0,1,1,3,0,1,1,1,0,1,1,3,3,1,1,2,4,1845
12,39,3,1,1,1,4,0,1,3,1,0,1,1,3,3,1,1,2,2,1311
6,26,6,3,0,1,1,0,1,2,1,1,3,1,2,3,1,1,2,3,590
24,27,3,3,1,1,4,0,0,1,1,2,1,1,3,3,1,1,2,4,1925
36,29,2,2,1,1,3,1,1,2,2,3,1,0,3,3,1,2,2,4,6885
18,33,0,0,1,2,1,0,1,2,1,2,1,1,1,2,1,1,2,2,1953
6,26,6,3,0,1,1,0,1,3,1,2,1,1,0,3,1,1,2,4,590
12,25,3,3,1,1,2,0,1,2,2,2,1,0,3,4,2,3,2,1,3573
12,35,6,3,1,1,2,0,1,0,1,0,1,1,2,3,1,1,2,3,1680
18,28,0,3,1,2,4,0,0,2,1,2,1,1,2,1,1,4,2,4,1887
6,23,7,3,1,1,2,0,1,3,2,3,3,1,2,3,1,3,2,2,660
12,20,6,3,1,1,2,1,1,1,2,2,0,1,3,3,2,1,2,2,1107
18,22,3,0,1,1,4,0,1,1,2,1,1,1,0,3,1,1,2,1,3650
12,43,6,1,1,2,4,1,1,3,1,0,1,1,3,1,1,3,2,4,1924
18,22,3,0,1,1,4,0,1,1,2,1,1,1,0,3,1,1,2,1,3650
12,29,3,1,1,1,4,1,1,3,2,3,1,1,0,3,1,1,2,2,1934
12,27,0,3,1,2,2,0,1,3,1,2,1,1,0,1,1,1,2,3,1185
24,27,0,0,1,1,4,1,1,2,2,1,1,0,3,3,1,1,2,4,6578
24,22,6,0,1,1,2,1,1,2,2,1,1,0,2,3,1,2,2,3,3092
48,34,6,3,1,1,1,1,1,3,1,2,0,1,3,1,1,1,2,4,3578
36,25,6,0,1,1,4,0,1,3,1,2,1,1,0,3,1,4,2,4,2394
24,46,9,1,1,2,4,1,1,3,1,2,0,1,3,1,2,4,2,2,6842
15,27,3,0,1,2,3,0,0,3,1,1,1,1,3,3,1,1,2,2,2326
24,25,3,0,1,2,4,0,1,1,2,0,1,0,0,4,1,1,2,4,1393
12,49,4,3,1,2,3,0,0,2,1,1,3,1,3,1,2,1,2,1,3124
6,24,6,0,1,2,2,1,1,3,2,3,1,1,0,1,1,1,2,1,1554
18,25,6,3,1,1,1,0,1,1,1,3,1,1,0,3,1,1,1,4,3509
12,27,3,3,1,2,2,0,1,3,1,2,1,1,0,1,1,1,2,3,2934
12,27,6,3,1,1,1,0,1,2,1,3,1,1,0,3,1,1,2,4,1169
