age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
43,2,119508,9,12,2,11,2,4,1,0,0,39,29,0
31,4,171566,15,10,2,9,0,4,1,0,0,39,37,0
38,1,100604,10,8,2,2,0,4,0,0,0,40,38,0
20,2,280564,11,8,4,6,3,2,1,0,0,39,38,0
39,2,186835,8,12,0,0,4,2,1,1,0,40,38,0
38,1,225782,10,9,0,1,1,4,0,0,0,40,38,0
21,2,174614,11,8,4,7,3,4,0,0,0,16,38,0
30,2,157990,12,14,4,3,1,4,1,2,0,11,38,0
60,4,186093,10,8,0,9,1,4,0,0,0,40,38,0
34,3,173163,14,10,2,0,0,2,1,0,0,40,38,1
37,5,184474,15,10,2,2,0,4,1,0,0,45,38,1
39,5,198084,12,14,4,0,1,1,0,0,0,39,37,0
26,2,37039,8,12,4,9,0,4,1,7515,0,50,38,1
50,2,202533,5,4,2,2,0,4,1,0,0,39,6,0
39,2,198993,5,4,2,4,0,4,0,0,0,39,38,0
37,2,281620,14,9,4,1,1,4,1,1,0,35,37,0
53,2,112493,7,9,4,0,3,4,1,0,0,39,37,0
36,2,225876,14,9,0,3,1,4,0,0,0,50,38,0
33,2,208480,7,11,5,5,1,2,0,0,0,39,38,0
18,2,187713,14,10,4,1,3,4,1,0,0,39,38,0
25,2,90301,14,9,4,8,3,2,0,0,0,25,38,0
26,2,323510,11,8,2,4,0,4,1,0,0,49,37,0
21,2,282928,11,9,4,8,1,1,0,0,0,13,37,0
32,5,282440,10,9,0,0,1,2,0,0,0,14,37,0
20,1,413883,14,9,4,9,1,4,0,3326,0,45,37,0
40,2,179143,8,11,5,0,4,4,1,2,0,39,6,0
25,4,47779,15,10,4,2,1,3,1,2,0,39,20,0
57,4,237609,15,10,4,10,3,4,1,0,0,44,38,0
41,5,105859,9,12,2,12,0,4,1,0,0,56,37,1
40,2,202380,12,13,2,8,0,4,1,0,0,39,38,1
32,2,185248,11,8,4,13,1,4,1,0,0,40,38,0
40,2,178903,14,9,4,3,1,4,1,0,0,40,38,0
42,4,118101,15,12,2,0,5,4,0,0,0,59,38,0
67,2,111144,15,9,0,0,0,4,1,0,0,39,38,0
69,2,114667,15,10,4,10,1,4,1,0,0,45,38,0
18,2,117226,0,7,4,7,1,4,1,0,0,10,38,0
18,2,182431,11,9,4,11,3,4,1,3467,0,39,37,0
26,3,110154,14,10,2,12,0,4,1,0,0,25,38,0
27,2,101779,8,12,2,1,0,4,1,0,0,39,37,0
27,2,118147,11,9,4,4,2,4,1,0,0,40,38,0
35,2,189852,8,11,2,3,0,4,1,3446,0,45,38,1
38,2,107346,15,8,2,2,5,4,0,1,0,25,37,1
