Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0,0.0,0,0.0,482,8614.881074223724,0.06295459107936813,0.02025240121532007,361.7637419,0.2,0,6,4,5,7,0,True,True
1,0.0,0,0.0,480,19899.265253028443,0.11799438439736448,0.02025240121532007,126.55474786133497,0.2,0,6,9,5,7,0,True,True
0,0.0,1,0.0,366,3989.744946352862,0.11799438439736448,0.02025240121532007,144.06597313860965,0.2,0,7,9,5,7,0,True,True
1,0.0,1,0.0,421,19899.265253028443,0.11799438439736448,0.02025240121532007,140.4381719760416,0.2,0,7,9,5,7,0,True,True
0,0.0,0,0.0,479,3989.744946352862,0.11799438439736448,0.02025240121532007,150.94047400834592,0.2,0,5,9,5,7,0,True,True
0,0.0,1,0.0,370,19899.265253028443,0.11799438439736448,0.1713295583131748,117.40910568534918,0.2,0,6,9,5,7,0,True,True
0,0.0,0,0.0,393,3989.744946352862,0.11799438439736448,0.028274707496751032,135.02699997691678,0.2,0,6,13,5,7,0,True,True
0,0.0,0,0.0,341,19899.265253028443,0.11799438439736448,0.02025240121532007,138.88825136206341,0.2,0,5,13,5,7,0,True,True
0,0.0,0,0.0,418,63973.52223,0.11799438439736448,0.02025240121532007,164.6520382205391,0.2,0,6,9,4,7,0,True,True
0,0.0,0,0.0,398,19899.265253028443,0.11799438439736448,0.02025240121532007,123.25394184725079,0.2,0,6,9,5,7,0,True,True
0,0.0,1,0.0,393,8614.881074223724,0.11799438439736448,0.02025240121532007,150.1709651920362,0.2,0,5,9,5,7,0,True,True
1,0.0,0,0.0,431,63973.52223,0.11799438439736448,0.024972275773075578,133.94872934513864,0.2,0,5,13,5,7,0,True,True
1,0.0,0,0.0,356,19899.265253028443,0.11799438439736448,0.030720416924261286,132.224490244766,0.8,0,7,9,5,7,0,True,True
2,0.0,0,0.0,388,19899.265253028443,0.06295459107936813,0.02025240121532007,333.1689106016735,0.2,1,5,9,9,20,0,True,True
2,0.0,0,0.0,347,3989.744946352862,0.06295459107936813,0.026127789233353835,156.28896958003767,0.2,0,4,9,6,7,0,True,True
0,0.0,0,0.0,168,19899.265253028443,0.11799438439736448,0.02200996837978944,10.0684892833727,0.2,0,6,13,7,7,0,True,True
0,0.0,0,0.0,287,3989.744946352862,0.11799438439736448,0.04899269480530767,138.5738040713701,0.2,0,6,9,5,7,1,True,True
0,0.0,0,0.0,388,19899.265253028443,0.2,0.03127809825877348,81.51032121240539,0.2,0,5,9,5,7,0,True,True
