has_pets,has_high_education,tr_per_month,top2_interes,mean_tr,relation,age,top4_interes,sex,top1_interes,median_tr,top3_interes,top5_interes,is_parent
0,0,21.6,4,1552.71,0,49,5,1,11,380.9,10,19,1
0,0,1.068,24,14964.688,0,43,23,2,8,15000,6,19,0
0,0,5.934,8,12087.5,0,43,21,2,6,2350,24,1,0
0,0,14.191,11,4492.991,0,44,2,2,6,1193.21,15,8,0
0,0,6.194,24,1039.144,0,21,23,2,6,400,8,17,0
0,0,23.163,21,1472.731,0,36,24,1,15,328,1,14,1
0,0,16.699,5,3091.271,0,57,16,2,19,883.5,17,13,0
0,0,7.609,8,1059.738,0,38,21,2,6,1025.9,7,24,1
0,0,15.218,10,1452.709,0,36,6,2,16,379.8,24,11,0
0,0,8.037,5,175.104,0,21,19,1,0,71,11,6,1
0,0,2.767,6,559.278,0,22,15,2,3,379.15,18,8,0
0,0,8.759,8,470.736,0,22,6,2,14,200,7,24,0
0,0,5.329,15,1407.386,0,33,16,1,0,632.4,20,3,1
0,0,2.967,14,2785.185,0,33,21,2,6,1739.8,15,1,1
0,0,7.707,8,1789.356,0,34,7,2,23,1206,19,15,1
0,0,4.687,24,122.74,0,34,18,2,6,122.74,7,2,0
0,0,1.857,8,852.895,0,22,14,2,6,500,19,15,0
0,0,4.129,10,11730.88,0,42,15,2,25,3000,3,16,0
0,0,4.597,8,2260.313,0,36,15,1,11,971.5,6,19,1
0,0,1.449,10,716.25,0,33,0,1,11,682.75,6,13,1
0,0,1.739,24,12015.88,0,42,23,2,8,10000,2,12,0
0,0,4.687,15,1186.169,0,34,21,1,14,880.25,6,23,1
0,0,3.204,25,1179.427,0,33,10,1,16,669.61,11,0,1
0,0,2.524,23,1492.122,0,35,16,1,15,1085.9,14,3,1
0,0,21.572,23,741.564,0,38,6,2,10,249,2,24,0
0,0,4.429,19,5948.529,0,37,4,1,11,730,16,20,0
0,0,15.218,14,1258.155,0,40,18,2,10,501.15,8,13,0
0,0,0.999,10,1073.421,0,36,21,1,11,1049.6,16,4,1
0,0,0.99,10,1760,0,32,0,2,3,1600,13,12,0
0,0,2.517,23,1770.792,0,33,8,2,14,1000,15,16,0
0,0,2.871,15,1092.357,0,37,23,2,8,907.5,19,14,1
0,0,0.999,15,1251.313,0,37,23,1,10,1251.315,11,5,0
0,0,14.455,15,1819.663,0,38,4,1,11,500,0,19,0
0,0,13.517,23,1072.114,0,44,21,2,6,308.655,15,8,0
0,0,11.33,15,2051.489,0,48,24,2,21,388.35,23,7,0
0,0,0.999,16,104.748,0,37,5,1,0,104.748,4,15,0
0,0,5.521,5,1409.166,0,33,0,1,16,867.05,19,15,1
0,0,3.204,24,1410.211,0,36,2,2,6,766.325,10,9,1
0,0,2.468,15,12150.781,0,47,24,2,21,10000,23,6,0
0,0,3.902,23,11009.153,0,38,6,2,10,4000,24,16,0
0,0,14.191,4,3798.225,0,46,25,1,11,854.43,5,15,0
0,0,11.791,6,1464.486,0,36,15,2,14,382.35,21,3,0
0,0,4.675,5,1158.877,0,38,15,1,17,669.21,0,19,1
0,0,20.932,2,1470.83,0,33,8,2,24,500,6,18,0
0,0,9.877,19,2258.608,0,32,10,2,23,499.5,17,6,0
0,0,5.248,0,2265.436,0,35,4,1,11,1237.16,19,10,1
0,0,1.272,15,1285.243,0,31,23,1,14,1168.57,16,6,1
0,0,4.208,10,1404.262,0,35,15,1,19,791.75,23,6,1
0,0,12.538,25,2541.414,0,41,17,2,2,1100,6,19,0
0,0,5.636,23,10760.653,0,56,15,2,11,4000,2,9,0
0,0,2.793,5,1340.264,0,41,16,1,19,966.8,17,0,1
0,0,13.601,23,1732.71,0,50,6,1,11,560,19,4,1
0,0,21.6,11,2049.586,0,41,6,2,2,356.5,23,21,1
0,0,9.604,14,1008.773,0,28,21,2,6,587.8,15,1,0
0,0,1.381,15,1047.044,0,39,11,1,22,827.4,13,5,1
0,0,3.652,6,7167.233,0,26,24,2,2,5000,14,3,0
0,0,2.863,14,315.27,0,24,3,2,6,57,15,8,0
0,0,3.253,23,1179.064,0,34,2,2,6,669.96,10,17,1
0,0,0.425,23,1176.815,0,33,15,1,10,1176.815,11,4,1
0,0,3.575,24,1247.35,0,52,10,1,15,623.84,11,6,0
0,0,1.084,10,3168.95,0,34,15,1,11,2000,19,4,0
0,0,2.507,15,1406.127,0,34,4,1,11,830.5,19,5,1
0,0,1.924,11,11103.018,0,44,15,2,6,647.885,8,16,0
0,0,1.739,24,1309.932,0,34,23,2,6,1008.275,16,2,1
0,0,6.212,8,1010.581,0,37,21,1,15,435.085,23,19,0
0,0,3.902,15,14130.91,0,46,14,2,23,1085.54,24,21,0
0,0,1.005,15,12345.123,0,25,16,1,23,1234.985,24,14,0
0,0,21.215,6,756.476,0,33,24,2,8,158.25,7,18,0
0,0,15.218,14,1419.785,0,33,25,2,18,356.5,24,8,0
0,0,5.073,21,481.842,0,24,15,1,6,174,18,1,0
0,0,1.047,15,5096.168,0,32,25,1,14,2900,19,16,0
0,0,5.073,23,1490.634,0,34,6,1,11,770,19,4,1
0,0,6.581,11,2255.714,0,46,15,1,22,1800,13,24,0
0,0,19.666,11,1718.937,0,34,15,1,16,500,4,0,1
0,0,4.731,10,1208.34,0,33,5,1,19,515.5,17,4,1
0,0,3.204,6,353.061,0,22,21,2,14,272,18,1,0
0,0,11.879,23,2255.213,0,38,4,2,10,379.23,16,8,0
0,0,3.762,6,1092.256,0,22,1,2,14,614.5,8,16,1
0,0,9.528,23,1734.666,0,54,22,1,11,609,10,15,1
0,0,2.517,14,19730.091,0,36,8,2,24,19200,15,23,0
0,0,14.029,6,4163.208,0,37,19,2,8,1200,2,7,1
0,0,0.709,8,31666.667,0,36,2,2,14,20000,15,25,0
0,0,10.209,0,2687.061,0,36,4,1,11,906.5,10,19,1
0,0,1.918,8,11526.905,0,33,23,2,14,930.49,6,24,0
0,0,1.066,5,572.625,0,36,19,1,11,447,23,4,1
0,0,13.596,5,1650.062,0,40,4,1,11,500,19,10,0
0,0,1.924,15,3354.167,0,43,10,2,8,1500,23,21,0
0,0,1.902,19,1492.122,0,37,5,1,23,1040.34,0,16,1
0,0,2.863,10,377.838,0,34,19,1,11,274,17,4,0
0,0,2.814,16,11898.441,0,46,15,1,5,10000,4,3,0
0,0,3.2,19,1072.244,0,34,15,1,5,698.555,4,10,1
