has_pets,has_high_education,tr_per_month,top2_interes,mean_tr,relation,age,top4_interes,sex,top1_interes,median_tr,top3_interes,top5_interes,is_parent
0,0,2.507,6,1031.284,0,21,18,2,14,700,19,8,0
0,0,7.609,19,2257.57,0,37,23,1,5,389.35,4,12,0
0,0,11.633,15,2528.433,0,29,6,2,14,347,21,24,0
0,0,0.425,8,1215.43,0,33,10,1,23,960.7,4,19,1
0,0,1.127,25,1102.762,0,32,10,2,14,880.07,15,6,1
0,0,1.084,5,716.625,0,39,0,1,19,634,11,6,1
0,0,4.348,10,14380.83,0,41,15,1,11,10000,19,4,0
0,0,9.045,6,2020.786,0,32,24,2,2,500,23,10,0
0,0,12.841,24,1932.018,0,34,23,2,6,346.64,14,17,0
0,0,14.259,24,1013.604,0,41,18,2,6,400,9,2,0
0,0,0.745,19,1179.169,0,36,15,1,0,1179.169,11,5,1
0,0,2.051,11,2519.289,0,35,4,1,15,1800,21,5,1
0,0,0.749,14,134.75,0,21,21,1,6,169,18,23,0
0,0,5.073,15,1341.301,0,36,23,1,14,789.75,6,16,1
0,0,9.377,10,4264.493,0,41,24,2,2,1200,6,15,0
0,0,1.206,15,852.654,0,34,16,1,19,721.55,5,10,1
0,0,3.064,14,1214.916,0,35,3,2,23,933,6,15,1
0,0,10.129,7,2120.386,0,35,14,2,8,432.5,6,24,0
0,0,12.867,6,1652.047,0,39,24,2,17,500,19,8,0
0,0,9.881,23,1024.397,0,34,15,1,21,660,0,10,1
0,0,1.536,10,852.244,0,35,7,2,17,645.75,24,5,1
0,0,2.701,23,14818.654,0,57,8,2,11,11000,2,24,0
0,0,5.073,21,481.842,0,24,15,1,6,174,18,1,0
0,0,0.343,14,1333.382,0,25,21,2,6,1008,15,3,1
0,0,0.838,6,1091.57,0,37,2,2,14,881.95,10,8,1
0,0,1.924,6,673.926,0,22,18,2,14,500,19,8,0
0,0,6.087,6,1118.926,0,35,23,2,14,694,15,17,1
0,0,2.991,15,1643.503,0,33,16,1,0,1168.28,19,5,1
0,0,1.127,19,965.743,0,34,5,1,0,660,23,11,1
0,0,2.508,15,1203.506,0,31,25,1,23,787.165,14,16,1
0,0,2.291,6,1201.34,0,34,24,2,14,899,18,8,1
0,0,5.073,6,168.152,0,22,18,2,14,119.5,7,25,0
0,0,5.636,6,166.771,0,21,15,1,14,71,18,23,0
0,0,12.867,6,251.596,0,21,5,2,14,99.12,25,24,0
0,0,1.562,19,1106.477,0,36,15,1,23,1129,3,10,1
0,0,12.903,19,1013.154,0,32,10,2,23,300,16,17,0
0,0,3.611,15,1102.73,0,32,11,1,6,896.25,24,19,1
0,0,1.924,19,10100.796,4,69,16,1,20,5000,18,5,0
0,0,1.449,6,17657,0,37,2,2,10,17200,24,9,0
0,0,1.381,15,1656.73,0,38,6,2,8,1233.21,23,16,1
0,0,11.113,10,2055.439,0,47,15,1,11,1299,19,22,0
0,0,1.323,19,1095.244,0,35,23,1,15,1041.5,16,14,1
0,0,9.528,25,1984.082,0,31,0,1,14,497,19,5,0
0,0,0.965,6,615.694,0,22,18,2,14,615.294,1,7,0
0,0,2.278,23,10943.956,0,54,21,2,15,10000,24,3,0
0,0,1.684,21,5535.176,0,38,16,2,15,1700,23,14,0
0,0,1.449,15,1172.5,0,32,16,1,18,1172.5,6,19,1
0,0,11.024,10,2403.549,0,49,7,2,2,1000,24,6,0
0,0,7.954,19,1347.129,0,36,5,1,11,898,15,0,1
0,0,1.739,6,1106.625,0,40,10,2,24,1049,23,2,1
0,0,2.633,6,335.271,0,24,17,2,14,200,8,16,0
0,0,20.932,6,1443.783,0,36,15,2,14,367.75,24,3,0
0,0,1.171,15,705.176,0,35,16,1,23,500,14,21,0
0,0,2.767,15,1672.961,0,36,11,1,19,1018.6,5,23,1
0,0,5.073,11,1645.83,0,32,5,1,19,913,16,0,1
0,0,9.188,15,4065.122,0,38,23,1,11,1000,21,6,0
0,0,5.734,2,164.531,0,24,8,2,6,71,14,3,0
0,0,1.863,15,10720.951,0,37,11,2,8,8200,10,21,0
0,0,1.205,16,839.748,0,34,15,1,0,642.5,19,5,1
0,0,5.218,11,2197.538,0,33,23,1,16,773.5,15,4,1
0,0,1.957,25,1102.29,0,33,15,1,14,880.76,16,19,1
0,0,2.247,16,1533.94,0,26,5,1,19,1289,15,14,1
0,0,2.961,6,2371.904,0,32,24,2,2,1118.2,15,19,1
0,0,12.841,24,2409.497,0,42,23,2,6,550,14,21,0
0,0,12.842,6,1682.71,0,33,24,2,14,695.555,8,15,1
0,0,3.512,25,10475.625,0,43,6,1,11,6500,20,5,0
0,0,5.653,6,353.931,0,22,15,1,11,164.8,22,23,0
0,0,8.759,15,1450.048,0,33,23,1,14,500,21,6,0
0,0,10.198,15,3537.547,0,45,3,2,10,1200,23,24,1
0,0,1.957,18,1545.321,0,22,15,2,6,1200,8,14,0
0,0,2.316,14,10176.815,0,31,6,2,15,5000,21,3,0
0,0,1.298,15,11700,0,44,11,1,6,11000,21,24,0
0,0,5.264,6,1730.854,0,40,1,2,21,750,24,14,1
0,0,0.525,6,12000,0,46,19,1,11,10000,23,24,0
0,0,2.507,15,1406.127,0,34,4,1,11,830.5,19,5,1
0,0,7.707,8,1789.356,0,34,7,2,23,1206,19,15,1
0,0,1.924,8,1672.321,0,22,19,2,6,1000,2,14,0
0,0,12.873,16,3913.181,4,58,5,2,19,600,3,23,0
0,0,1.81,15,11776.116,0,34,0,1,16,6500,14,24,0
0,0,2.528,23,13171.429,0,68,21,1,11,10000,15,4,0
0,0,13.596,6,1027.973,0,25,5,2,14,335,15,19,0
0,0,2.813,10,728.961,0,36,7,2,2,660,17,24,1
0,0,21.215,6,756.476,0,33,24,2,8,158.25,7,18,0
0,0,1.944,8,177.577,0,20,7,2,6,98,18,25,0
0,0,1.127,11,1734.348,0,31,5,1,19,1001.85,0,6,1
0,0,2.701,6,353.061,0,19,15,2,3,100,18,8,0
0,0,2.863,15,1492.277,0,35,4,1,5,880.9,19,3,1
0,0,10.209,0,2687.061,0,36,4,1,11,906.5,10,19,1
0,0,2.961,15,16726.341,0,43,8,2,10,13000,12,25,0
0,0,4.839,11,12008.651,0,38,5,1,19,3007.37,15,4,1
0,0,1.171,19,1413.771,0,34,5,1,23,933.6,16,0,1
0,0,1.536,24,20500,0,47,23,1,11,20250,10,4,0
