RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
0,58,325,5,72,25,0,0,94,33,6,6,27,1,38,0,3,1,84,91,10,1,7,85
0,58,74,5,49,20,1,0,83,17,5,6,22,1,61,0,13,1,56,91,9,4,2,85
0,66,74,11,49,20,0,0,100,-7,7,8,22,0,30,0,14,0,56,46,9,2,3,72
0,66,74,5,27,12,0,0,100,-7,7,8,12,1,49,-7,1,0,84,72,4,2,2,85
1,83,164,5,72,29,0,0,99,-7,6,7,27,2,18,0,0,0,12,-8,4,1,0,35
1,83,193,5,63,25,0,0,84,17,6,6,27,1,30,16,0,0,2,55,0,3,0,50
1,66,193,17,49,15,0,0,74,8,4,6,16,0,49,0,0,0,56,72,3,1,1,50
0,83,253,5,104,25,0,0,100,-7,7,8,22,0,38,0,2,1,12,-8,4,0,0,66
0,72,74,5,27,15,0,0,100,-7,7,8,16,2,18,0,8,2,12,73,2,1,0,85
0,66,253,5,88,15,1,0,93,8,4,4,16,0,49,0,0,0,2,74,0,7,0,72
0,58,142,5,49,20,0,0,94,8,4,6,22,2,49,7,1,0,84,47,9,3,3,85
1,75,142,5,49,25,0,0,99,-7,7,8,31,1,18,0,0,0,27,54,3,1,0,66
0,66,253,11,88,15,0,0,96,-7,6,6,16,0,49,0,2,2,84,16,2,3,2,85
0,72,142,17,122,12,0,0,93,17,6,5,12,0,18,0,2,0,35,-8,3,0,1,50
1,72,164,2,63,15,1,0,94,63,6,6,22,3,30,-7,3,2,27,-8,3,1,0,66
1,72,193,5,88,20,1,0,91,33,6,5,22,1,49,13,0,0,12,45,2,1,0,66
0,83,193,5,72,20,0,0,100,-7,7,8,22,1,38,0,2,1,27,16,1,1,0,85
1,72,325,2,88,29,1,0,94,63,6,5,38,0,30,-6,2,1,2,-8,5,-6,0,35
0,72,325,17,88,20,0,0,96,17,6,5,22,0,18,0,2,1,35,-8,5,0,1,66
0,66,193,5,63,25,1,0,85,2,0,4,31,1,49,0,2,1,56,92,4,4,2,75
0,66,142,2,49,29,1,0,94,33,6,4,38,3,49,0,6,2,27,92,5,4,0,75
0,75,164,11,63,20,0,0,94,-7,6,6,22,0,30,0,0,0,12,74,1,1,0,50
0,72,164,11,72,12,0,0,100,-7,7,8,12,0,38,0,2,1,56,46,1,1,1,72
0,66,164,2,72,29,1,0,99,-7,6,8,31,3,30,-6,3,2,56,91,9,1,6,72
0,72,193,2,49,20,0,0,99,-7,7,8,22,3,30,0,4,2,12,91,4,1,0,50
0,58,193,2,63,12,1,0,96,2,3,4,22,2,18,0,8,3,35,91,3,2,1,85
1,72,193,5,88,29,0,0,100,-7,7,8,22,0,38,8,1,0,84,73,7,2,3,99
0,66,253,5,72,5,1,0,99,-7,6,8,12,1,8,-1,0,0,35,-8,2,0,-6,72
