proline,color_intensity,ash,alcalinity_of_ash,hue,alcohol,od280/od315_of_diluted_wines,nonflavanoid_phenols,proanthocyanins,magnesium,total_phenols,flavanoids,target,malic_acid
680,5.88,2.56,22.5,0.89,13.4,1.42,0.24,1.07,98,1.39,1.25,2,2.58
1095,4.8,2.65,19.5,1.05,13.17,3.2,0.21,1.74,101,2.6,2.9,0,1.8
580,5.7,2.19,19.5,0.73,12.69,1.29,0.17,0.94,92,1.39,1.26,2,1.63
660,3.4,2.1,18.5,1.25,12.33,3.17,0.22,1.56,88,2.2,1.75,1,0.94
1065,5.64,2.61,16.8,1.07,13.68,3.19,0.26,1.95,101,2.5,2.52,0,1.72
345,2.06,2.20,25,1.16,11.62,2.46,0.34,1.04,96,1.92,1.85,1,2.06
1280,6.2,2.72,20,1.07,14.13,2.65,0.33,1.97,103,2.8,3.14,0,1.93
830,7.7,2.26,20.5,0.6,13.71,1.36,0.27,1.11,98,1.38,0.63,2,4.36
830,5.1,2.26,19.5,0.89,13.27,3.37,0.8,1.68,96,2.8,3.06,0,1.81
1260,5.6,2.32,18.5,1.07,14.1,3.58,0.3,2.38,113,2.85,3.1,0,1.73
630,4.1,2.32,18,0.89,12.86,2.15,0.53,1.35,88,2.95,3.15,1,1.36
428,2.9,2.23,21,1.24,12.08,2.27,0.52,1.64,86,1.6,1.5,2,1.99
1065,4.2,2.17,16,1.04,13.52,2.93,0.28,1.66,95,2.8,2.79,0,1.73
630,3.8,2.32,20,0.6,12.25,1.27,0.53,0.83,88,1.38,0.47,2,4.3
562,5.58,2.74,25,0.82,13.49,1.82,0.52,0.96,94,1.98,0.96,2,3.27
680,5.88,2.54,19,0.88,12.85,1.82,0.5,0.88,88,1.62,0.48,2,2.39
695,5.64,2.3,20,0.82,12.96,1.75,0.52,0.97,92,1.78,0.66,2,3.17
450,3.4,2.42,18,1.25,12.67,2.42,0.48,1.63,88,1.65,2.03,1,1.67
1285,3.95,2.14,17.2,1.02,13.58,2.88,0.22,1.75,95,2.38,2.01,0,1.72
495,2.45,2.31,19,1.33,12.3,2.77,0.25,1.35,85,2.4,2.19,1,1.61
520,2.45,2.32,19,1.33,12.6,2.77,0.24,1.95,84,2.2,2.21,1,1.25
495,2.45,2.31,24,1.33,12.17,2.23,0.45,1.56,85,1.8,1.5,1,1.63
560,3.4,2.3,18,1.18,11.66,2.31,0.35,1.35,80,1.9,1.69,1,1.33
1060,5.85,2.25,17.5,1.03,13.74,2.87,0.19,1.66,102,2.9,3.19,0,1.73
550,4.5,2.35,19,0.6,12.62,1.33,0.34,0.83,88,1.33,0.49,2,3.17
1285,4.6,2.2,17.2,1.12,13.17,2.93,0.39,1.68,94,2.8,3.14,0,1.81
630,4.1,2.32,19.5,0.89,12.86,2.07,0.5,1.62,88,2.43,2.65,1,1.36
1285,5.7,2.5,18.5,1.19,14.06,3.58,0.3,2.35,94,2.5,2.52,0,1.5
1285,3.95,2.14,16.7,1.02,13.39,2.78,0.34,1.25,94,2.6,2.68,0,1.72
450,4.45,2.03,18,1.12,13.05,3.55,0.22,1.85,96,3,3,1,1.51
680,3.27,2.28,19.5,1.25,12.42,2.96,0.17,1.35,89,2,2.09,1,1.72
1285,4.68,2.5,16.1,1.12,13.05,3.7,0.24,1.25,94,2.6,2.9,0,1.72
680,2.65,2.7,24,1.25,12.36,3.22,0.43,1.35,85,2.6,2.65,1,1.63
1280,5.2,2.72,20.5,1.07,14.13,2.65,0.33,1.97,115,2.8,3.14,0,1.95
345,2.06,2.19,21,0.89,12.25,3.12,0.37,1.63,98,2.5,2.27,1,1.72
510,2.12,2.3,22.5,1.16,11.64,3.12,0.3,1.62,85,2.5,2.27,1,1.63
1035,4.28,2.12,16.7,1.04,13.17,3.17,0.37,1.48,98,2.68,2.98,0,1.53
560,4.6,2.7,21.5,0.73,12.53,1.75,0.52,0.62,88,1.38,0.63,2,3.17
1280,4.6,2.72,18.1,1.09,13.68,2.87,0.52,1.97,95,2.4,2.64,0,1.66
680,2.65,2.1,16.7,1.33,12.21,3.07,0.14,2.5,86,2.5,2.52,1,1.72
830,5.4,2.26,20,0.7,13.45,2.05,0.52,0.55,112,2.2,0.6,2,3.24
600,5.6,2.7,21,0.74,12.93,1.75,0.52,0.94,98,1.39,0.51,2,4.36
520,2.9,2.23,21,0.8,12.79,2.11,0.6,0.8,88,1.7,0.6,2,3.27
1285,5.65,2.67,18.5,1.03,14.13,2.87,0.29,1.85,112,3.5,3.1,0,1.95
495,2.45,2.31,24,1.33,12.17,2.23,0.45,1.56,87,1.89,1.5,1,1.53
625,7.65,2.48,21,0.56,12.36,1.58,0.5,1.04,86,1.62,0.55,2,3.27
630,5.5,2.86,20,0.75,13.27,1.56,0.43,1.41,115,1.8,1.1,2,2.76
1290,4.3,2.1,16.4,1.07,13.17,2.83,0.29,1.54,101,2.8,2.98,0,1.72
1195,4.8,2.62,17.6,1.13,13.94,2.82,0.34,1.57,101,2.2,2.43,0,1.77
