proline,color_intensity,ash,alcalinity_of_ash,hue,alcohol,od280/od315_of_diluted_wines,nonflavanoid_phenols,proanthocyanins,magnesium,total_phenols,flavanoids,target,malic_acid
560,2.45,2.19,19,1.33,12.3,2.77,0.24,2.1,80,2.6,2.26,1,1.63
1290,5.25,2.62,16.1,1.07,13.94,2.82,0.32,1.57,98,2.2,2.43,0,1.87
1095,4.2,2.65,18.6,1.13,13.16,2.93,0.39,1.54,96,2.7,2.69,0,1.68
750,4.6,2.69,21.5,0.88,13.64,2.06,0.5,0.55,88,1.74,0.63,2,5.19
550,5.17,2.68,20,0.82,13.11,1.33,0.34,0.86,112,1.31,1.09,2,2.81
520,9.2,2.24,21,0.56,12.77,1.63,0.48,2.29,88,2.6,0.69,2,4.36
1285,4.7,2.5,16.7,1.04,13.17,2.31,0.37,1.35,96,2.45,2.26,0,1.5
600,5.6,2.7,21,0.74,12.93,1.75,0.52,0.97,96,1.78,0.66,2,3.43
830,3.58,2.32,21,1.11,13.05,2.87,0.29,1.98,102,2.42,2.69,0,1.81
1195,5.93,2.61,18.8,1.03,13.67,2.87,0.29,1.54,96,2.4,2.19,0,1.76
750,4.6,2.29,18,1.19,13.17,3.2,0.22,2.08,94,2.5,2.27,0,1.72
1095,5.05,2.26,17.6,0.89,13.39,3.22,0.34,1.62,97,2.5,2.52,0,1.89
500,3.4,2.12,18.5,1.25,12.16,2.35,0.53,1.42,85,1.45,1.25,1,1.61
510,5.5,2.32,18.5,0.75,12.25,1.83,0.4,0.94,96,1.39,0.7,2,3.84
1285,4.8,2.14,16.8,1.12,13.05,2.78,0.34,1.25,92,2.6,2.68,0,1.35
450,5.75,2.02,18,0.58,12.64,1.27,0.53,0.42,94,1.38,1.46,2,1.63
560,9.2,2.74,24.5,0.61,13.4,1.56,0.43,1.35,98,1.59,0.68,2,3.83
520,2.45,2.32,20,1.33,12.6,2.77,0.24,1.35,88,2.4,2.19,1,1.63
