proline,color_intensity,ash,alcalinity_of_ash,hue,alcohol,od280/od315_of_diluted_wines,nonflavanoid_phenols,proanthocyanins,magnesium,total_phenols,flavanoids,target,malic_acid
1275,5.5,2.7,22.5,0.8,14.2,3.4,0.32,1.35,112,3,2.53,0,3.2
1195,4.8,2.62,16.1,1.04,13.17,2.93,0.39,1.95,94,2.86,2.94,0,1.77
750,5.4,2.69,24.5,0.88,13.48,2.78,0.35,1.56,103,2.2,2.27,0,2.36
680,5.88,2.56,22.5,0.96,13.45,1.82,0.58,0.97,88,1.62,0.48,2,3.17
630,8.6,2.86,25,0.59,13.24,1.56,0.43,1.46,118,1.8,0.75,2,4.68
1260,5.6,2.2,16.8,1.17,14.1,3.17,0.22,2.38,106,2.8,3.24,0,1.73
550,2.45,2.28,19,1.33,12.17,2.23,0.42,1.04,89,1.79,1.69,1,1.33
630,10.6,2.86,25,0.59,13.69,1.82,0.58,1.1,118,1.83,0.75,2,3.99
1515,5.6,2.36,16,1.19,13.58,2.88,0.22,1.95,96,2.86,3.19,0,1.73
550,5.4,2.35,18,0.7,12.86,1.29,0.21,1.07,90,1.51,1.25,2,1.24
520,4.5,2.72,22.5,0.75,12.79,1.47,0.24,0.6,88,1.38,0.49,2,3.37
1285,5.6,2.7,21.5,1.19,13.73,2.71,0.29,1.95,92,3,3.25,0,1.48
680,3.8,2.56,19,1.23,12.37,2.4,0.37,1.66,88,2.4,2.9,1,1.1
1285,4.8,2.5,17.2,1.17,13.76,3,0.32,1.45,95,2.42,2.69,0,1.61
600,5.7,2.7,21,0.6,12.78,1.29,0.17,0.95,94,1.48,0.66,2,3.45
1285,3.95,2.14,16.8,1.01,13.48,3.47,0.26,1.95,94,2.4,2.64,0,1.72
695,5.68,2.6,22.5,0.82,13.39,2.12,0.47,1.35,88,1.79,1.69,1,2.69
660,3.4,2.1,18.5,1.25,12.07,2.48,0.37,1.35,96,1.45,1.25,1,1.53
1295,5.05,2.61,16.1,1.07,14.06,2.87,0.29,1.25,120,2.7,3.1,0,1.7
520,2.9,2.62,21,0.96,12.84,2.11,0.5,0.73,86,1.65,0.6,2,3.27
1290,5.25,2.45,15.2,1.07,13.83,2.85,0.29,1.98,94,2.8,3.17,0,1.87
680,3.27,2.28,18.5,0.89,12.42,2.06,0.5,0.52,90,1.38,1.46,1,1.72
450,4.45,2.01,19,0.86,12.37,2.3,0.42,1.63,88,1.65,1.75,1,1.72
1060,5.85,2.25,16.4,1.03,13.74,3.2,0.21,1.62,103,2.6,2.9,0,1.57
495,3.05,2.26,22,0.89,12.69,2.03,0.5,1.62,86,1.38,1.46,1,1.61
625,2.45,2.51,22,1.33,12.08,2.78,0.4,1.35,78,1.45,1.36,1,1.61
550,7.1,2.35,21.5,0.61,12.6,1.58,0.63,1.4,85,1.51,0.6,2,3.91
660,4.5,2.1,18.5,1.04,12.37,2.77,0.24,1.95,88,3,2.76,1,1.07
660,2.6,2.2,20,0.96,12.48,3.21,0.4,1.34,92,2.5,2.27,1,1.63
695,9.58,2.6,24,0.73,13.45,1.56,0.43,0.97,128,1.6,0.73,2,3.17
520,2.45,1.36,16,1.04,12.06,2.23,0.35,1.35,80,1.45,1.36,1,1.13
630,5.3,2.86,25.5,0.78,12.84,1.29,0.17,0.94,112,1.7,1.2,2,2.67
1095,4.2,2.65,19.5,1.05,13.51,3.47,0.26,1.95,101,2.5,2.52,0,1.8
650,9.4,2.36,21,0.56,12.82,1.47,0.24,1.11,90,1.48,0.63,2,2.58
1060,5.85,2.25,16,1.04,14.2,3.58,0.32,1.62,102,2.6,2.9,0,1.57
500,3.4,2.12,19,1.25,12.07,3.58,0.32,2.08,88,2.53,2.61,1,0.74
450,5.75,2.02,19,0.59,12.51,1.51,0.6,1.35,88,1.55,0.83,2,2.05
1045,4.2,2.17,16,1.11,13.64,2.75,0.32,1.63,92,2.6,2.68,0,1.8
1195,4.8,2.62,16.1,1.12,13.39,3.22,0.34,1.87,92,2.6,2.9,0,1.77
345,2.06,2.28,19,1.04,12.42,2.96,0.34,1.61,101,2.5,2.27,1,1.63
630,5.5,2.86,25.5,0.79,13.49,2.78,0.42,1.02,108,2.7,2.98,0,1.93
560,5.7,2.4,21,0.7,12.78,1.68,0.63,0.64,88,1.6,0.66,2,3.55
500,8.66,2.69,25,0.61,13.58,1.8,0.39,1.46,120,2.1,1.28,2,1.67
520,5.5,2.64,21.5,0.75,12.51,1.51,0.6,0.92,86,1.51,0.66,2,3.12
1195,5.06,2.7,22,0.83,13.17,2.69,0.32,1.25,113,2.6,2.68,0,1.9
650,4.8,2.26,21,0.7,12.77,1.63,0.48,0.83,88,1.38,0.47,2,2.39
680,3.28,2.35,16.5,0.94,12.37,2.31,0.37,1.35,96,2.4,2.19,1,1.81
520,4.35,2.72,22.5,0.88,12.96,1.75,0.52,0.94,103,1.39,0.52,2,3.17
680,3.27,2.5,20,0.8,12.22,1.66,0.43,0.41,88,1.39,1.4,1,1.63
650,5.45,2.25,16,0.78,13.17,1.62,0.53,0.8,98,1.83,0.57,2,2.81
1065,5.64,2.61,16.8,1.09,14.1,3.2,0.22,1.54,110,2.6,2.9,0,2.16
1045,5.43,2.17,15.6,1.06,13.11,3.2,0.21,2.29,94,2.45,2.99,0,1.61
510,3.4,2.12,18,1.16,12.29,2.74,0.29,1.30,78,1.92,1.85,1,1.21
510,3.4,2.12,18,0.8,12.29,2.26,0.42,1.42,88,1.92,1.49,1,1.63
580,5.9,2.6,21.5,0.89,13.08,1.33,0.34,0.83,89,1.9,0.96,2,3.27
450,5.75,2.02,16,0.73,12.64,1.59,0.53,0.49,89,1.68,0.47,2,2.05
520,3.05,2.58,25,0.89,12.29,2.03,0.5,1.03,92,2.36,1.64,1,1.61
345,2.06,2.19,21.5,1.04,12.42,2.96,0.34,1.61,89,2.16,2.29,1,1.88
550,4.6,2.36,21,0.7,12.1,1.33,0.34,0.83,88,1.19,0.6,2,4.95
1295,4.2,2.62,16,1.05,13.76,2.93,0.39,1.87,92,2.8,2.79,0,1.65
1095,5.05,2.35,16,1.02,13.05,2.91,0.17,1.54,97,2.65,2.88,0,1.35
1280,5.65,2.3,16.8,1.09,13.94,2.82,0.29,1.66,95,2.6,2.9,0,1.57
520,4.5,2.32,18,0.7,12.77,1.63,0.48,0.64,88,1.39,0.51,2,3.27
1285,4.6,2.7,21,1.04,13.72,2.87,0.19,1.85,94,2.74,2.88,0,1.8
675,3.8,2.28,18.5,1.23,12.37,2.77,0.24,1.95,88,2.6,2.68,1,1.63
845,5.1,2.56,18,0.89,13.64,2.87,0.19,1.87,112,3,3.1,0,1.67
1065,5.64,2.43,14.8,1.06,13.88,2.75,0.32,1.64,118,2.6,2.9,0,1.63
1065,5.64,2.61,16.8,1.09,13.58,3.36,0.17,1.66,118,2.2,2.53,0,1.72
750,4.6,2.29,17.5,1.19,13.08,3.21,0.42,1.98,102,2.5,2.52,0,1.83
660,9.4,2.1,19.5,0.58,13.08,1.33,0.34,1.48,98,1.65,0.66,2,3.55
1515,6.9,2.36,18.6,1.12,13.58,2.88,0.22,1.95,113,3.4,3.67,0,1.66
660,5.58,2.51,19,0.86,13.64,2.04,0.5,0.73,96,2.2,2.53,1,1.67
1285,4.6,2.5,16.7,1.17,13.2,2.85,0.29,1.98,94,2.8,2.98,0,1.5
520,5.6,2.72,24,0.78,12.85,1.29,0.17,0.84,96,1.8,0.58,2,4.95
510,2.45,2.32,19,1.33,12.16,2.26,0.43,1.56,80,1.8,1.69,1,1.33
560,5.7,2.2,20,0.7,12.81,1.73,0.48,0.64,88,1.38,0.47,2,4.3
562,2.45,2.28,19,1.33,12.6,2.77,0.24,1.35,86,2.4,2.19,1,1.72
750,5.4,2.69,21,0.7,12.81,1.36,0.27,0.83,98,1.15,0.49,2,3.55
680,3.27,2.28,18.5,0.89,12.33,2.31,0.42,1.35,96,1.45,1.36,1,1.21
1195,4.7,2.6,16,1.04,13.72,2.82,0.29,1.54,92,2.2,2.43,0,1.57
550,3.05,2.42,22,0.73,12.03,1.5,0.61,1.25,86,1.28,0.47,2,3.24
1065,4.2,2.17,16.8,1.04,13.58,2.75,0.32,1.45,92,2.62,2.65,0,1.73
1285,4.6,2.5,16.7,1.05,13.72,2.93,0.39,1.55,92,2.8,2.69,0,1.57
780,5.65,2.28,17.5,0.89,13.39,2.82,0.27,1.35,103,2.6,2.68,0,2.06
550,5.4,2.35,18.5,0.59,12.77,1.63,0.48,0.64,96,1.39,1.25,2,1.25
680,2.65,2.1,18.5,1.25,12.17,3.1,0.3,2.76,85,2.2,2.21,1,1.13
1095,5.68,2.59,16.1,1.03,13.2,2.71,0.29,1.54,98,2.7,2.68,0,1.65
510,3.4,2.12,19,0.7,12.22,2.42,0.32,1.63,80,1.38,1.76,1,1.25
680,5.88,2.54,25,0.89,13.49,1.82,0.5,0.8,96,1.83,0.56,2,4.6
520,3.06,2.58,20,0.89,12.53,1.51,0.61,0.83,104,1.51,0.51,2,3.99
1095,4.2,2.65,19,1.1,13.51,3.47,0.26,1.5,96,2.45,2.18,0,1.75
750,5.4,2.69,22,0.7,13.28,1.68,0.63,1.1,103,1.8,0.75,2,3.91
625,2.45,2.51,21,1.33,12.08,2.77,0.4,2.76,88,2.7,2.98,1,1.07
1195,4.8,2.62,17.1,1.04,13.39,3.22,0.34,1.87,90,2.6,2.68,0,1.57
630,5.6,2.32,18.5,0.74,12.85,1.29,0.21,0.94,103,1.51,1.25,2,1.25
520,7.65,2.38,21,0.58,12.36,1.58,0.5,1.04,86,1.38,0.68,2,3.3
1035,4.28,2.14,15.2,1.06,13.16,3.17,0.3,1.48,118,2.7,2.98,0,1.83
750,4.6,2.29,18,1.19,13.17,2.42,0.32,1.44,102,2.5,2.53,0,1.83
450,5.75,2.02,20,0.56,12.25,1.43,0.24,0.83,96,1.38,1.46,2,1.25
675,9.4,2.3,22.5,0.57,13.08,1.33,0.34,0.83,98,1.4,1.22,2,3.7
