proline,color_intensity,ash,alcalinity_of_ash,hue,alcohol,od280/od315_of_diluted_wines,nonflavanoid_phenols,proanthocyanins,magnesium,total_phenols,flavanoids,target,malic_acid
510,2.45,2.31,19.5,1.33,12.16,2.26,0.43,1.62,78,1.8,1.5,1,1.61
650,5.45,2.25,16.5,0.74,13.32,1.62,0.45,0.94,96,1.90,0.70,2,3.05
675,5.28,2.35,16.5,0.89,12.71,1.75,0.4,0.94,88,1.39,0.7,2,4.6
680,2.65,2.7,25.5,1.25,11.61,2.44,0.32,1.35,92,2.4,2.19,1,1.53
1270,5.6,2.62,19.5,1.15,13.93,3.47,0.26,2.03,108,2.75,3.24,0,1.97
510,2.45,2.32,22,0.96,12.16,2.26,0.43,1.02,84,1.68,1.65,1,3.27
660,4.6,2.1,18.5,0.73,12.37,1.83,0.4,0.97,106,1.62,0.66,2,3.43
750,5.6,2.69,21.5,0.82,13.48,1.75,0.52,0.94,106,1.79,0.56,2,3.17
750,4.6,2.69,21.5,0.73,12.84,1.75,0.52,0.62,89,1.38,0.49,2,3.59
550,7.1,2.35,21,0.57,12.86,1.29,0.17,1.35,94,1.51,1.25,2,2.56
1035,4.28,2.12,16.4,1.12,13.16,3.18,0.26,1.62,92,2.6,2.51,0,1.72
495,2.45,2.31,20,1.33,12.17,2.23,0.45,1.56,87,1.38,1.46,1,1.53
1035,4.28,2.17,16.8,1.12,13.41,3.47,0.26,1.48,96,2.7,2.98,0,1.81
1035,4.28,2.14,16,1.12,13.16,3.17,0.3,1.48,92,2.5,2.52,0,1.72
1285,4.6,2.7,20,1.04,13.2,2.45,0.35,1.35,94,2.6,2.49,0,1.5
520,2.9,2.23,21,0.8,12.29,2.74,0.29,1.36,85,2.6,2.69,1,1.72
510,3.4,2.12,18,0.6,12.72,2.42,0.32,1.63,80,1.38,1.76,1,2.31
1045,4.28,2.14,16.8,1.04,13.17,2.93,0.30,1.72,98,2.8,2.27,0,1.65
580,2.45,2.38,20,1.33,12.36,3.19,0.43,1.92,88,2.69,2.76,1,1.81
520,4.45,2.32,19,0.78,12.36,1.58,0.5,1.04,85,1.62,0.66,2,1.61
520,4.6,2.24,21.5,0.74,12.37,1.27,0.53,0.83,88,1.38,0.63,2,4.95
675,8.42,2.28,19.5,0.57,12.96,1.75,0.4,0.94,88,1.39,0.51,2,3.24
680,3.27,2.28,18.5,0.89,12.96,2.15,0.53,1.35,98,1.45,1.25,1,1.51
630,9.4,2.86,24,0.6,13.69,1.75,0.52,1.03,108,1.38,0.63,2,3.83
625,4.2,2.92,24,0.94,13.17,2.45,0.5,1.63,92,2.5,2.52,1,1.81
1260,5.6,2.3,16.8,1.12,14.1,2.75,0.32,1.62,98,2.5,2.52,0,1.7
675,9.4,2.28,19,0.6,12.96,1.55,0.53,0.8,88,1.48,0.58,2,2.76
550,7.65,2.38,21.5,0.56,12.87,1.75,0.52,1.15,88,1.28,0.51,2,3.55
630,8.6,2.86,25,0.64,13.17,1.62,0.53,1.1,124,1.8,0.75,2,3.9
1060,5.85,2.25,16.4,1.09,13.64,2.75,0.32,1.62,100,2.25,2.53,0,1.77
550,5.5,2.35,18,0.59,12.77,1.63,0.48,0.64,98,1.39,0.6,2,1.81
1285,5.68,2.7,20.5,1.12,13.77,2.93,0.39,1.68,101,3.27,3.56,0,1.5
520,3.95,2.72,24,0.86,12.51,2.05,0.47,0.83,88,1.75,0.56,2,3.43
1045,4.2,2.17,16,1.12,13.51,2.93,0.39,1.72,97,2.8,2.98,0,1.81
780,5.65,2.48,21.5,0.78,13.16,1.68,0.43,1.1,96,1.28,0.47,2,3.27
630,5.6,2.32,21.5,0.66,12.77,1.63,0.48,0.55,88,1.39,0.6,2,3.27
680,2.65,2.3,19,1.45,11.61,3.26,0.32,1.35,94,2.5,1.64,1,2.16
1285,5.6,2.7,20.5,0.96,14.13,3.45,0.24,2.29,108,3,3,0,2.46
1285,5.7,2.7,22.5,1.19,14.06,3.58,0.3,2.01,94,3.8,3.56,0,1.9
1065,5.64,2.7,20,1.09,14.06,3.58,0.32,1.62,112,2.6,2.9,0,1.8
1285,4.6,2.2,16.7,1.12,13.17,3.2,0.3,1.25,94,2.6,2.9,0,1.63
1285,4.68,2.14,15.2,1.07,13.17,2.93,0.39,1.95,101,2.8,2.98,0,1.35
660,7.1,2.1,19,0.72,12.86,1.29,0.17,0.84,94,1.7,1.2,2,1.25
830,5.6,2.1,18.5,0.89,14.22,2.48,0.37,1.56,102,2.5,2.27,0,3.13
695,5.1,2.6,21.5,0.89,13.17,1.62,0.53,0.75,92,1.62,0.48,2,3.17
428,2.9,2.23,21,0.8,12.04,2.56,0.42,1.03,89,1.75,1.69,1,2.06
630,5.6,2.32,19,0.74,12.86,1.29,0.21,0.83,98,1.7,1.2,2,1.25
660,2.1,2.35,18,1.42,12.08,2.27,0.52,1.64,88,2.5,1.92,1,1.17
695,9.58,2.6,25.5,0.73,13.45,1.56,0.43,0.97,103,1.48,0.66,2,3.24
562,2.45,1.9,16,1.33,11.76,2.31,0.43,1.15,80,1.39,1.4,1,1.39
480,2.4,2.42,20,1.08,12.08,2.27,0.52,1.64,86,1.6,1.5,1,1.83
680,5.88,2.54,25,0.87,13.69,2.04,0.5,0.88,98,1.62,1.59,1,3.24
560,5.7,2.7,21,0.7,12.96,1.75,0.52,0.45,88,1.48,0.66,2,4.6
550,2.45,2.42,18,1.33,11.84,2.22,0.5,1.42,86,1.75,1.92,1,1.67
1035,4.28,2.12,15,1.02,13.16,2.93,0.39,1.62,88,2.5,2.52,0,1.72
520,3.05,2.58,24.5,0.89,12.42,2.96,0.17,1.35,88,2,0.92,2,3.17
1270,5.6,2.62,19,1.13,13.94,3.1,0.32,2.03,94,2.8,3.06,0,1.77
520,5.4,2.72,22.5,0.78,13.05,1.29,0.17,1.25,98,1.39,1.3,2,3.03
580,2.45,2.13,19,1.33,11.84,3.12,0.3,2.76,88,2.2,2.21,1,0.92
1275,5.6,2.7,22.5,1.25,13.73,2.71,0.29,1.98,108,3,2.79,0,1.5
630,2.2,2.51,22.8,1.31,11.76,2.78,0.4,1.9,85,2.42,2.21,1,1.67
1285,3.95,2.14,16,1.02,13.2,2.75,0.32,1.35,94,2.02,2.03,0,1.72
660,7.8,2.1,19.5,0.73,12.69,1.75,0.4,0.94,88,1.39,0.6,2,3.7
1285,3.95,2.14,16.8,1.02,13.48,2.76,0.27,1.35,94,2.6,2.68,0,1.72
830,7.2,2.26,20,0.6,13.32,1.62,0.53,1.46,101,2.1,1.28,2,2.05
1060,5.85,2.25,16,1.04,13.74,2.87,0.29,1.62,98,2.2,2.53,0,1.57
520,3.05,2.58,23,0.73,12.04,1.29,0.17,0.86,94,1.51,1.25,2,1.72
630,5.6,2.36,21.5,0.78,12.29,1.27,0.53,0.84,101,1.38,1.09,2,1.29
1195,4.8,2.62,17.1,1.05,13.67,2.93,0.39,1.95,92,2.86,2.89,0,1.77
