,state_code,lat,lon,bird,lat_zone,real_identifier
0,1.0,56.32,-135.14,27.0,2.0,0
1,45.0,41.2,-112.78,7.0,2.0,0
2,6.0,38.67,-105.23,16.0,2.0,0
3,0.0,59.12,-155.22,29.0,2.0,0
4,5.0,36.89,-103.45,18.0,2.0,0
5,50.0,36.98,-80.76,20.0,2.0,0
6,33.0,35.12,-105.02,15.0,2.0,0
7,44.0,41.05,-110.15,5.0,2.0,0
8,9.0,39.21,-74.98,10.0,2.0,0
9,31.0,45.23,-72.87,13.0,2.0,0
10,6.0,36.92,-105.67,18.0,2.0,0
11,9.0,39.12,-76.45,12.0,2.0,0
12,50.0,39.01,-83.22,20.0,2.0,0
13,18.0,37.89,-85.61,20.0,2.0,0
14,1.0,67.89,-160.35,29.0,0.0,0
15,33.0,35.13,-108.24,15.0,2.0,0
16,50.0,40.15,-79.92,20.0,2.0,0
17,18.0,38.22,-84.32,20.0,2.0,0
18,18.0,39.03,-82.97,20.0,2.0,0
19,33.0,33.54,-107.54,15.0,2.0,0
20,6.0,33.92,-117.92,20.0,1.0,0
21,18.0,39.16,-86.53,18.0,2.0,0
22,21.0,37.54,-85.76,22.0,2.0,0
23,2.0,61.58,-149.44,30.0,0.0,0
24,9.0,41.76,-72.68,13.0,2.0,0
25,27.0,46.72,-94.29,16.0,1.0,0
26,30.0,47.04,-110.72,21.0,1.0,0
27,19.0,42.03,-93.63,14.0,2.0,0
28,12.0,27.77,-82.64,25.0,1.0,0
29,22.0,30.45,-91.19,24.0,1.0,0
30,49.0,37.85,-81.25,19.0,2.0,0
31,8.0,39.5,-75.8,11.0,2.0,0
32,11.0,21.0,-156.7,15.0,1.0,0
33,17.0,36.5,-88.2,19.0,2.0,0
34,32.0,42.9,-77.8,12.0,2.0,0
35,32.0,43.3,-74.3,12.0,2.0,0
36,49.0,38.4,-80.5,19.0,2.0,0
37,32.0,33.6,-103.5,14.0,2.0,0
38,32.0,44.9,-73.8,12.0,2.0,0
39,49.0,38.7,-81.1,19.0,2.0,0
40,43.0,38.7,-112.45,6.0,2.0,0
41,12.0,21.25,-157.15,14.0,1.0,0
42,33.0,42.58,-74.8,11.0,2.0,0
43,17.0,37.35,-101.95,27.0,2.0,0
44,50.0,39.75,-78.25,18.0,2.0,0
45,15.0,39.6,-100.55,25.0,2.0,0
46,6.0,38.1,-105.7,16.0,2.0,0
47,17.0,38.0,-100.95,27.0,2.0,0
48,48.0,39.05,-82.3,18.0,2.0,0
49,43.0,39.1,-113.35,7.0,2.0,0
50,12.0,19.25,-155.45,16.0,1.0,0
51,9.0,38.7,-75.56,12.0,2.0,0
52,9.0,39.46,-75.63,12.0,2.0,0
53,50.0,38.98,-81.9,20.0,2.0,0
54,9.0,39.03,-75.74,12.0,2.0,0
55,9.0,38.57,-75.43,12.0,2.0,0
56,1.0,67.45,-154.86,29.0,0.0,0
57,6.0,39.28,-103.97,18.0,2.0,0
58,1.0,64.28,-157.45,29.0,0.0,0
59,17.0,38.55,-96.36,27.0,2.0,0
60,49.0,39.12,-78.75,20.0,2.0,0
61,8.0,38.65,-75.25,12.0,2.0,0
62,16.0,38.9,-98.5,27.0,2.0,0
63,49.0,37.7,-81.1,20.0,2.0,0
64,44.0,40.1,-112.25,7.0,2.0,0
65,5.0,40.35,-105.9,18.0,2.0,0
66,0.0,62.4,-162.8,29.0,0.0,0
67,0.0,57.4,-153.45,29.0,2.0,0
68,17.0,37.6,-87.6,20.0,2.0,0
69,0.0,64.5,-145.8,29.0,0.0,0
70,16.0,38.45,-98.87,26.0,2.0,0
71,16.0,37.3,-97.65,26.0,2.0,0
72,0.0,63.12,-145.0,28.0,0.0,0
73,49.0,38.8,-79.6,19.0,2.0,0
74,16.0,37.35,-96.2,26.0,2.0,0
75,32.0,42.5,-78.9,12.0,2.0,0
76,17.0,37.1,-85.6,19.0,2.0,0
77,32.0,42.45,-77.8,12.0,2.0,0
78,5.0,37.7,-108.0,17.0,2.0,0
79,5.0,38.2,-105.8,17.0,2.0,0
80,50.0,39.0,-81.0,18.0,2.0,0
81,33.0,42.5,-75.0,13.0,2.0,0
82,45.0,37.0,-110.0,7.0,2.0,0
83,18.0,36.5,-84.0,18.0,2.0,0
84,45.0,39.0,-110.0,7.0,2.0,0
85,50.0,38.0,-83.0,18.0,2.0,0
86,12.0,20.0,-156.0,14.0,1.0,0
87,50.0,38.5,-81.0,18.0,2.0,0
88,9.0,38.0,-76.0,10.0,2.0,0
89,9.0,39.0,-76.5,10.0,2.0,0
90,5.0,38.79,-104.12,17.0,2.0,0
91,5.0,38.92,-107.85,17.0,2.0,0
92,11.0,20.11,-155.65,15.0,1.0,0
93,49.0,39.45,-78.22,19.0,2.0,0
94,32.0,42.6,-77.12,12.0,2.0,0
95,11.0,19.45,-155.7,15.0,1.0,0
96,17.0,37.72,-84.92,19.0,2.0,0
97,8.0,39.12,-75.6,11.0,2.0,0
98,32.0,42.08,-73.7,12.0,2.0,0
99,8.0,39.7,-75.8,11.0,2.0,0
100,16.0,38.12,-100.58,26.0,2.0,0
101,32.0,36.45,-104.73,14.0,2.0,0
102,49.0,39.75,-79.85,19.0,2.0,0
103,11.0,19.75,-155.35,15.0,1.0,0
104,16.0,39.15,-101.89,26.0,2.0,0
105,49.0,39.55,-80.15,19.0,2.0,0
106,8.0,39.95,-75.75,11.0,2.0,0
107,16.0,37.92,-100.12,26.0,2.0,0
108,32.0,33.45,-105.25,14.0,2.0,0
109,5.0,38.75,-103.45,17.0,2.0,0
110,5.0,36.8,-106.0,18.0,2.0,0
111,17.0,37.9,-84.0,20.0,2.0,0
112,49.0,39.0,-79.2,18.0,2.0,0
113,32.0,41.9,-73.8,13.0,2.0,0
114,44.0,39.5,-113.9,7.0,2.0,0
115,44.0,41.0,-112.0,5.0,2.0,0
116,44.0,38.5,-109.8,7.0,2.0,0
117,49.0,39.6,-78.6,20.0,2.0,0
118,17.0,38.1,-82.5,18.0,2.0,0
119,11.0,19.5,-156.0,16.0,1.0,0
120,32.0,34.12,-104.67,14.0,2.0,0
121,49.0,40.02,-78.12,19.0,2.0,0
122,17.0,37.45,-83.25,19.0,2.0,0
123,32.0,33.78,-104.89,14.0,2.0,0
124,32.0,32.67,-105.11,14.0,2.0,0
125,32.0,33.05,-103.89,14.0,2.0,0
126,11.0,19.45,-155.67,15.0,1.0,0
127,0.0,58.12,-133.89,28.0,2.0,0
128,17.0,36.75,-86.12,19.0,2.0,0
129,17.0,38.89,-84.45,19.0,2.0,0
130,5.0,40.12,-105.23,17.0,2.0,0
131,17.0,36.95,-84.01,19.0,2.0,0
132,44.0,37.25,-112.85,6.0,2.0,0
133,32.0,37.1,-107.0,14.0,2.0,0
134,8.0,39.5,-76.0,11.0,2.0,0
135,5.0,40.2,-108.15,17.0,2.0,0
136,49.0,38.1,-81.25,19.0,2.0,0
137,32.0,42.25,-77.5,12.0,2.0,0
138,32.0,32.9,-105.0,14.0,2.0,0
139,32.0,43.8,-75.0,12.0,2.0,0
140,1.0,69.12,-145.02,27.0,0.0,0
141,16.0,36.92,-100.89,25.0,2.0,0
142,17.0,38.15,-84.56,18.0,2.0,0
143,16.0,37.45,-97.12,25.0,2.0,0
144,11.0,20.98,-157.45,16.0,1.0,0
145,44.0,40.12,-109.89,7.0,2.0,0
146,44.0,39.78,-111.12,7.0,2.0,0
147,32.0,33.01,-108.23,13.0,2.0,0
148,44.0,39.45,-112.89,5.0,2.0,0
149,0.0,59.02,-157.12,29.0,2.0,0
150,25.0,43.12,-74.02,13.0,2.0,0
151,14.0,22.15,-158.45,16.0,1.0,0
152,6.0,41.35,-101.75,18.0,2.0,0
153,18.0,38.45,-97.1,25.0,2.0,0
154,30.0,35.2,-104.87,13.0,2.0,0
155,33.0,44.02,-79.3,12.0,2.0,0
156,9.0,39.55,-76.1,10.0,2.0,0
157,1.0,57.5,-133.2,29.0,2.0,0
158,10.0,39.05,-76.3,12.0,2.0,0
159,7.0,40.1,-76.0,11.0,2.0,0
160,8.0,39.15,-75.65,11.0,2.0,0
161,5.0,39.12,-108.42,17.0,2.0,0
162,32.0,43.5,-75.3,12.0,2.0,0
