target,Dcl,Ao,Iy,Aa,Sh
0,0.45,0.906,0.927,2.585,-0.235
0,0.48,1.608,0.366,1.406,-0.259
0,-0.45,2.327,-0.204,0.577,-0.138
0,1.435,1.23,0.671,0.198,-0.398
0,-0.51,2.92,0.285,0.635,0.201
1,1.256,0.563,0.0,0.0,0.0
0,1.485,0.45,1.108,0.144,0.66
0,0.643,0.362,-0.194,3.56,-0.089
0,0.892,0.436,2.137,0.128,-0.767
1,1.703,0.599,1.117,0.599,1.117
1,0.782,0.847,2.231,0.18,0
0,1.335,2.079,0.651,0.434,0
0,1.354,0.589,1.902,-0.079,-0.853
0,-0.393,1.782,-0.147,1.304,-0.11
0,0.648,1.795,0.266,0.341,0.161
1,0.749,0.548,1.829,0.231,0
0,1.576,1.483,0.625,0.414,-0.482
0,0.629,0.364,-0.77,0.236,1.786
0,0.488,0.332,-0.74,0.154,1.807
1,0.6,0.327,1.811,0.126,0
0,1.928,0.807,-0.564,0.27,-0.351
0,0.468,0.406,0.984,0.187,1.854
0,0.82,2.975,-0.338,0.65,0
0,0.468,1.521,0.245,1.618,0.465
0,1.764,0.849,0.866,0.195,0
0,0.342,0.89,0.297,1.92,1.208
0,-0.111,0.362,0.11,3.052,-0.054
0,1.02,1.504,0.43,0.308,-0.17
0,1.037,1.716,0.593,0.289,0
0,-0.347,2.28,-0.152,0.864,0.116
0,-0.281,1.797,-0.138,0.677,-0.089
0,-0.46,2.688,0.272,0.545,-0.166
0,-0.521,2.762,0.342,0.305,-0.15
0,-0.467,2.762,0.332,0.265,-0.11
0,-0.486,2.5,-0.212,0.82,-0.12
0,-0.414,1.809,-0.169,0.636,-0.103
1,1.131,0.604,1.327,0.202,-0.712
0,-0.321,1.91,-0.127,0.915,0.12
0,-0.485,2.528,-0.192,0.837,-0.123
0,0.476,0.309,1.697,0.095,1.29
0,-0.347,2.26,-0.176,0.475,-0.097
1,1.131,0.721,1.369,0.179,0
0,-0.381,2.555,0.22,0.308,-0.115
0,0.64,1.839,0.366,0.492,0.171
0,-0.387,2.494,-0.179,0.64,-0.116
0,0.194,0.211,0.194,2.327,-0.065
0,1.935,1.058,-0.524,0.21,0
0,0.174,0.326,0.149,2.744,-0.051
0,0.64,0.632,1.584,0.236,0
0,0.643,2.188,0.307,0.308,-0.135
0,0.829,1.794,0.3,0.326,0.174
1,1.936,0.471,1.191,0.432,1.369
1,1.761,0.966,-0.54,0.567,0.458
0,1.058,1.705,-0.353,0.749,-0.153
0,-0.13,0.782,0.102,2.973,0.063
0,-0.601,2.559,-0.263,0.405,-0.138
0,0.149,0.482,0.084,2.51,-0.06
0,0.279,0.685,0.308,3.04,-0.088
0,0.153,0.282,0.27,2.718,-0.088
0,1.436,0.587,2.472,0.437,-0.736
0,-0.355,1.978,-0.138,1.592,-0.103
0,1.043,2.428,0.453,0.647,-0.17
1,1.461,1.521,0.851,0.961,0.719
0,0.279,0.591,0.194,1.873,-0.127
0,0.158,0.282,0.172,2.51,-0.064
0,1.313,0.551,2.305,0.135,0
0,-0.381,2.574,-0.163,1.064,-0.101
0,-0.379,2.62,-0.163,1.042,-0.101
0,1.03,1.044,0.573,2.531,-0.175
0,1.866,1.204,-0.563,0.25,-0.228
0,-0.356,2.257,-0.159,1.432,-0.112
0,-0.443,3.01,-0.21,0.47,-0.141
0,-0.363,1.87,-0.152,0.721,-0.103
0,-0.1,0.729,0.073,1.214,0.056
0,1.235,1.741,0.453,0.347,-0.214
0,1.313,0.584,2.21,0.125,0
0,0.174,0.648,0.153,2.071,-0.13
1,1.064,2.493,0.573,1.305,-0.174
0,-0.43,2.89,-0.168,0.873,-0.12
1,1.461,1.402,1.809,0.564,-0.49
0,-0.521,2.639,0.286,0.304,-0.126
0,-0.52,2.82,-0.289,0.639,-0.166
0,0.643,1.795,0.255,0.308,-0.126
0,0.64,0.333,1.192,0.239,0.986
0,0.15,-0.304,-0.083,3.555,0.082
1,0.895,0.895,1.264,0.318,0.987
0,0.181,-0.273,0.148,3.056,-0.081
0,-0.42,2.773,0.337,0.816,0.987
1,1.601,0.872,-0.496,0.872,0.816
0,0.127,0.402,0.089,2.496,0.071
1,1.336,1.024,0.792,0.352,-0.354
0,-0.347,1.981,0.247,0.511,-0.125
0,-0.111,0.651,0.12,2.141,-0.051
0,0.32,0.274,1.198,0.108,1.245
0,1.314,0.495,1.369,0.118,0.682
0,-0.143,0.482,-0.084,2.911,0.091
0,-0.107,0.466,0.095,2.405,-0.057
0,-0.281,1.797,-0.148,1.386,-0.119
0,-0.107,0.639,0.081,1.02,0.081
0,0.443,1.071,0.448,2.556,-0.161
