target,Dcl,Ao,Iy,Aa,Sh
0,1.179,0.469,1.972,0.134,-0.758
1,0.732,0.537,2.168,0.172,0
0,0.516,1.709,-0.175,0.921,-0.102
1,0.508,0.617,1.144,0.215,0
0,-0.337,1.89,-0.126,1.797,-0.075
0,-0.381,2.24,-0.179,1.039,-0.124
0,0.515,0.309,1.794,0.095,-0.782
0,0.643,1.789,0.245,0.303,0.129
0,0.933,0.501,1.798,0.145,0.791
0,0.664,0.483,1.556,0.151,0.891
0,-0.363,2.313,0.222,1.839,0.161
0,0.443,0.309,0.48,0.155,-0.544
0,0.495,0.344,1.692,0.115,1.782
0,0.779,2.947,0.371,0.567,-0.14
0,1.666,0.927,0.933,0.279,0
0,1.964,1.131,-0.563,0.159,-0.228
0,0.779,0.561,1.892,0.236,0
0,-0.147,0.882,0.093,2.221,0.077
0,1.02,1.526,0.486,0.352,-0.194
0,0.433,0.332,-0.534,0.106,0
0,-0.424,2.778,0.252,1.265,0.564
0,-0.484,3.016,-0.194,0.635,-0.158
0,1.235,0.753,2.189,0.143,-0.734
0,0.327,1.235,0.17,2.052,-0.075
0,1.313,0.585,1.203,0.141,0
0,-0.122,0.419,-0.075,3.071,-0.049
0,0.643,1.809,0.402,1.526,0.742
0,1.353,1.677,0.674,0.487,0.621
0,-0.415,2.6,-0.17,1.01,-0.102
0,1.131,0.508,1.881,0.128,-0.671
0,1.576,1.066,-0.349,0.675,0.219
0,0.356,0.272,-0.621,0.069,0
0,1.764,1.103,-0.517,0.269,-0.266
0,-0.351,1.91,-0.128,1.508,-0.074
1,0.845,0.808,1.266,0.182,-0.706
0,1.576,1.108,-0.523,0.249,0
1,0.9,0.729,1.134,0.151,0.87
0,0.468,0.855,0.312,1.823,0.327
0,0.468,0.394,-0.584,0.134,1.827
0,0.43,0.338,1.254,0.106,1.189
0,-0.143,0.875,0.128,1.947,0.106
0,-0.321,1.866,-0.151,0.837,-0.109
0,1.584,1.043,-0.594,0.16,-0.211
0,0.179,0.584,0.149,1.871,-0.075
0,0.153,-0.292,0.112,3.063,-0.091
0,0.443,0.335,1.488,0.104,0.996
0,1.064,2.473,-0.317,0.598,0
0,-0.281,1.86,-0.151,1.181,-0.11
0,0.279,0.871,0.114,1.688,0.095
0,0.134,-0.317,0.094,3.066,-0.053
0,0.158,-0.221,0.099,3.168,0.089
0,1.436,1.763,0.671,0.217,0
0,0.45,1.516,0.284,1.608,-0.169
0,0.174,-0.311,0.102,3.304,0.104
0,0.181,0.495,0.181,1.872,-0.139
0,0.45,1.312,0.182,1.496,-0.115
1,0.936,0.741,0.862,0.171,0
0,-0.43,2.761,-0.174,1.039,-0.124
0,0.179,-0.263,0.102,2.954,0.104
0,0.158,0.732,0.094,1.504,0.063
0,1.477,1.037,-0.48,0.155,0
0,1.364,0.56,1.852,0.135,0
0,0.535,2.045,0.25,0.705,-0.14
0,-0.387,2.511,-0.187,0.769,-0.121
0,0.643,1.773,0.347,0.275,-0.114
0,1.058,2.059,-0.462,0.356,0
0,1.035,2.052,-0.32,0.662,-0.157
1,1.25,0.807,0.813,0.883,1.018
0,0.467,0.355,-0.782,0.135,0
0,-0.421,2.688,0.332,0.629,0.385
0,-0.475,2.305,0.233,1.305,-0.313
1,1.935,0.458,1.191,0.716,1.636
0,1.264,0.546,2.032,0.121,-0.639
1,0.915,0.731,0.884,0.181,0
1,1.892,0.816,-0.626,0.816,0.314
0,0.613,2.238,1.854,0.985,-0.528
1,0.626,0.629,1.312,0.234,0
0,0.643,0.362,2.168,0.135,-0.833
1,1.935,0.458,0.916,0.451,0.626
0,0.157,0.47,0.108,2.866,-0.149
1,1.206,1.952,0.618,0.487,0.615
0,0.443,0.342,1.042,0.134,1.102
0,0.828,1.763,0.3,0.401,0.176
0,0.245,0.705,0.194,1.934,-0.066
0,0.315,1.26,0.194,1.532,0.162
0,0.174,-0.312,0.11,3.044,-0.082
0,0.871,1.493,0.383,0.356,0.188
0,0.195,0.87,0.124,1.043,0.088
0,-0.104,-0.244,-0.066,2.803,-0.039
0,1.085,1.402,0.458,0.36,0.214
0,0.158,-0.275,0.104,3.559,0.092
0,0.158,0.295,0.147,2.956,-0.063
0,0.443,0.311,1.737,0.162,1.098
0,0.828,2.89,-0.336,0.637,0
1,0.753,0.609,1.256,0.2,0
0,0.159,0.29,0.159,2.435,-0.063
0,0.181,0.276,0.16,2.404,-0.068
0,-0.421,2.972,0.283,1.029,0.371
0,0.648,1.215,0.366,0.279,0.19
1,0.68,0.881,1.28,0.226,0
