target,Dcl,Ao,Iy,Aa,Sh
0,1.477,0.567,2.139,0.15,-0.689
0,-0.47,2.555,0.254,0.383,-0.258
0,1.436,1.274,-0.459,0.198,-0.211
0,-0.381,2.494,-0.187,1.289,-0.124
0,-0.122,0.466,-0.085,3.617,-0.056
0,0.468,0.355,1.798,0.245,1.608
0,1.895,1.205,-0.557,0.272,-0.218
0,0.476,1.555,0.848,1.639,-0.199
0,0.508,0.335,1.911,0.119,0
0,1.114,2.064,0.564,0.305,0
0,-0.47,2.561,-0.19,1.192,0.157
0,-0.467,2.68,-0.186,1.012,-0.122
0,0.513,0.368,1.072,0.215,2.039
0,0.643,2.078,0.532,0.245,-0.223
0,0.179,0.82,0.153,1.809,-0.061
0,0.179,-0.211,-0.078,2.743,0.071
0,0.181,0.482,0.16,2.439,-0.065
0,-0.122,0.729,0.103,1.797,0.063
0,-0.264,1.554,-0.122,1.762,-0.067
1,1.173,0.51,1.78,0.648,-0.51
1,0.947,0.67,1.211,0.674,0.785
0,1.464,2.203,0.671,0.541,-0.242
0,-0.428,2.211,0.25,1.022,0.174
1,2.206,0.847,-0.668,0.596,-0.434
0,0.387,0.359,0.959,0.141,1.336
1,0.877,0.534,0.927,0.146,0.666
0,-0.414,2.87,-0.184,0.922,-0.122
0,0.195,0.875,0.137,1.78,0.106
0,-0.509,2.75,-0.226,0.402,-0.128
0,0.133,-0.244,0.091,2.648,-0.093
1,1.298,1.631,0.499,0.421,-0.166
0,-0.467,2.253,0.285,1.404,0.184
0,0.524,0.346,1.892,0.118,1.316
0,0.468,0.406,0.982,0.158,0.792
0,0.43,0.329,-0.607,0.072,1.926
0,0.327,1.211,0.195,1.194,-0.137
0,0.172,0.722,0.153,2.607,-0.171
0,-0.413,2.89,0.257,1.191,0.23
0,0.433,0.331,1.763,0.127,1.179
0,0.508,0.332,1.792,0.171,-0.614
0,0.643,0.342,1.02,0.151,0
0,-0.364,1.892,-0.142,0.924,0.118
0,1.314,0.675,2.152,0.114,0
0,-0.477,2.854,0.243,0.701,-0.133
0,0.795,2.131,-0.197,1.062,0.22
1,1.436,0.585,1.6,0.223,1.399
0,-0.363,1.967,-0.126,1.988,-0.075
0,0.459,0.335,1.611,0.091,0
1,1.335,1.056,1.037,0.472,-0.496
0,-0.111,0.651,0.13,2.327,-0.053
0,-0.28,1.46,-0.115,0.81,0
1,0.75,0.732,1.375,0.243,-0.79
0,0.443,0.289,-0.594,0.059,0
0,0.657,2.238,0.285,0.598,-0.148
0,-0.387,2.531,-0.169,0.769,-0.106
0,1.78,1.163,-0.618,0.229,0
0,0.181,0.77,0.114,1.925,0.104
0,-0.415,2.737,0.214,1.017,0.23
0,0.648,0.336,1.762,0.16,0
0,0.179,0.651,0.109,2.304,-0.149
1,0.978,0.67,1.935,0.236,0
0,0.43,0.356,1.005,0.215,2.039
1,1.173,0.671,0.623,0.195,1.399
0,0.513,1.795,0.266,1.307,0.438
0,0.852,1.895,-0.257,0.497,-0.127
1,2.431,0.671,-0.668,0.4,0.627
1,0.892,0.745,1.829,0.266,-0.699
0,0.828,1.839,0.305,0.636,0.194
0,0.629,1.972,0.27,0.805,0.161
0,1.168,1.402,0.487,0.215,0
0,2.289,1.272,-0.668,0.385,-0.272
0,0.172,0.732,0.163,1.839,-0.163
1,0.892,0.501,1.902,-0.175,-1.137
0,-0.101,0.636,0.072,2.052,-0.045
0,1.354,1.285,-0.39,0.308,-0.194
0,-0.111,0.606,0.102,2.313,-0.046
0,1.68,1.234,-0.376,0.644,0.391
0,0.852,2.606,0.602,0.827,-0.201
0,1.044,0.476,1.876,0.104,-0.623
1,1.895,0.563,1.432,0.564,0.679
0,-0.363,2.311,0.222,1.778,0.161
0,1.935,1.203,-0.547,0.203,0
0,1.964,1.056,-0.546,0.198,-0.266
0,1.883,0.789,1.203,0.245,-0.478
0,1.436,1.403,0.551,0.195,-0.205
1,1.522,1.092,0.776,0.885,0.826
0,0.194,0.825,0.133,1.973,0.102
1,0.743,0.582,1.935,0.215,-0.935
0,1.353,0.508,1.881,0.182,-0.668
0,0.648,2.063,0.288,0.301,-0.129
0,-0.513,3.189,0.338,0.532,-0.158
0,0.172,0.562,0.153,1.935,-0.075
1,1.022,2.494,0.804,1.056,-0.249
0,0.828,2.464,0.469,0.624,-0.184
0,-0.481,2.497,-0.222,0.598,-0.141
0,1.504,1.044,1.109,0.967,0.562
1,1.72,0.75,1.037,0.201,0
0,0.513,0.552,1.416,0.135,0
0,-0.601,2.952,0.313,0.301,-0.135
0,1.314,0.593,1.809,0.135,-0.478
