target,Dcl,Ao,Iy,Aa,Sh
0,-0.363,2.253,-0.165,0.678,-0.101
0,1.043,2.589,0.553,0.404,-0.456
0,0.947,0.468,2.161,0.162,-0.834
0,1.044,0.496,1.783,0.131,0
0,0.342,0.977,0.226,1.935,0.161
1,1.066,0.851,2.311,0.23,-0.707
0,0.797,0.584,1.861,0.211,1.155
0,0.134,0.732,0.172,2.327,-0.065
0,0.342,0.977,0.226,2.221,0.161
0,1.811,1.122,-0.493,0.269,0
0,1.607,2.23,0.73,0.484,-0.322
0,0.443,0.331,0.996,3.131,-0.286
0,0.852,0.569,2.313,0.25,-0.919
0,-0.128,0.767,0.12,1.185,0.102
1,1.029,0.635,1.802,0.129,0
0,0.43,0.364,1.504,0.11,0
0,0.158,-0.213,0.11,2.518,-0.065
0,0.43,0.331,1.608,0.091,0
0,-0.414,2.866,-0.183,0.883,-0.125
0,0.825,2.803,0.398,0.598,-0.195
0,2.955,1.299,-0.798,0.27,-0.379
0,0.5,1.966,-0.175,1.526,0.18
0,-0.127,0.786,0.103,2.956,0.074
0,1.185,2.471,0.683,0.434,-0.39
0,0.468,0.332,1.798,0.121,1.45
0,0.194,0.843,0.148,1.871,0.11
0,0.356,0.911,0.407,2.921,0.607
0,-0.349,2.327,-0.177,0.401,-0.099
0,0.513,0.394,1.762,0.106,-0.617
0,-0.111,0.457,0.091,2.503,0.062
0,-0.363,2.328,-0.161,1.302,-0.106
0,1.354,1.673,-0.406,0.273,0.271
0,0.444,1.008,0.378,2.238,-0.135
0,0.181,-0.26,0.16,3.024,-0.084
0,0.327,0.333,-0.078,2.745,0.107
0,1.866,2.192,0.653,0.373,-0.242
0,1.895,0.859,-0.85,0.147,-0.407
1,0.768,0.741,2.31,0.234,-0.9
0,-0.424,2.556,-0.189,0.922,0.187
0,-0.424,2.556,-0.191,1.001,-0.129
0,1.173,0.459,2.221,0.14,0
0,-0.27,1.786,0.173,0.722,-0.12
0,-0.51,3.348,0.301,0.639,0.619
0,0.829,2.024,-0.195,1.126,0.172
0,-0.351,2.35,0.189,1.722,-0.12
0,0.468,0.309,0.478,0.076,0
0,0.643,2.221,0.305,0.354,0.19
0,-0.347,2.496,-0.148,1.017,-0.106
0,0.643,2.221,0.305,1.072,0.19
0,0.343,1.266,0.171,1.116,-0.234
0,0.168,0.79,0.145,1.185,0.112
0,1.964,1.259,-0.599,0.219,-0.243
0,2.302,1.064,0.956,0.286,-0.406
0,0.384,0.308,1.421,0.138,1.421
0,0.797,2.903,-0.251,1.102,0.156
0,0.892,2.902,-0.338,0.651,0.2
0,-0.281,1.855,-0.144,1.192,-0.089
1,1.256,0.892,1.369,0.411,0
0,0.468,0.412,0.981,0.111,0
1,1.521,0.813,1.496,0.223,-0.764
1,0.936,0.563,1.985,0.21,-0.919
0,0.508,0.309,0.508,0.073,0.508
1,2.057,0.813,-0.568,0.472,0.515
0,0.468,0.332,0.468,0.106,0
0,1.004,2.935,-0.35,0.629,0
1,0.877,0.534,0.964,0.122,-0.547
0,1.164,0.575,1.928,0.143,-0.783
0,1.313,1.762,0.448,0.588,-0.179
0,1.504,0.561,1.347,0.223,-0.441
0,0.359,1.02,0.217,2.547,-0.088
1,1.461,0.602,1.163,0.223,0.698
0,0.356,0.274,-0.728,0.074,1.903
0,1.895,1.028,-0.636,0.187,-0.261
0,-0.143,0.476,0.094,3.051,-0.073
0,1.935,1.123,-0.454,0.271,0
0,-0.107,0.639,0.13,2.131,-0.065
0,0.149,0.406,0.078,1.838,0.047
1,1.601,0.698,1.203,0.409,1.208
0,0.433,0.336,1.553,0.095,0
0,-0.111,0.435,0.09,2.327,-0.052
0,-0.436,2.302,0.252,1.203,-0.276
0,0.828,0.427,0.874,0.086,0.874
0,1.496,1.064,-0.431,0.175,-0.231
0,1.78,0.965,-0.564,0.15,-0.263
0,-0.43,2.75,-0.182,0.903,-0.122
0,-0.1,0.651,0.075,2.066,-0.049
0,0.403,0.344,1.266,0.236,1.633
0,-0.264,1.697,-0.115,1.305,0.109
0,1.195,1.807,0.597,0.326,-0.291
0,0.153,-0.317,0.094,3.414,-0.053
0,0.828,1.044,0.627,0.996,0.325
0,0.387,0.327,-0.665,0.104,0
0,1.866,1.203,-0.56,0.279,-0.277
0,0.339,0.329,0.831,0.106,1.248
0,-0.1,0.638,-0.06,2.02,0.046
0,1.185,1.589,0.496,0.228,-0.246
0,1.355,1.591,-0.356,1.606,-0.162
1,0.73,0.961,1.883,0.316,-0.735
0,1.666,0.89,0.866,0.327,-0.338
1,0.76,0.721,1.261,0.365,0.786
