fork,freemem,lread,freeswap,swrite,runqsz,sread,lwrite,target,scall,wchar,exec,rchar
1.6,387,8,1072661,208,2.5,411,2,85,2306,126960,2,1166192
0.4,178,3,1518803,111,3,147,1,93,2669,208804,0.4,416802
0.4,130,1,1030576,214,2,433,1,83,3956,96722,0.4,218586
0.2,7261,1,1875328,28,1,15,1,98,210,13536,0.2,26812
0.2,129,1,1016087,31,1,29,0,96,760,15330,0.2,2795
0.2,6870,1,1853226,31,1,14,1,98,310,127742,0.2,6266
0.6,189,12,1300462,108,8,209,5,89,1861,16932,0.8,467179
0.6,302,8,1006745,143,3,661,8,85,5656,68405,0.8,1450782
0.2,132,1,993843,183,1.5,286,0,87,2361,94948,0.2,154222
0.4,139,1,1720707,375,3,507,0,88,1763,59961,0.4,56452
0.2,7380,2,1868882,22,1,52,1,98,310,6656,0.2,261896
0.4,159,1,1023106,59,1,146,1,92,1075,64385,0.4,441386
0.2,7547,0,1870227,21,1.6,19,0,98,234,9040,0.2,704
0.4,137,6,1753517,62,1,72,5,97,367,13606,0.4,2927
0.2,7292,11,1875112,34,1,15,15,98,217,19480,0.2,5339
1.8,131,20,1054350,167,1.2,291,0,86,3711,32595,1.8,428180
0.2,132,1,993843,183,1.5,286,0,87,2361,94948,0.2,154222
0.4,188,2,1064462,156,1.7,207,0,93,1975,71396,1.6,7621
0.2,135,0,1002566,245,1.5,405,0,88,3918,101855,0.2,73824
0.6,1109,3,1060136,77,2,86,1,87,1013,30659,2.2,235054
0.6,238,1,997613,201,1,353,0,87,4611,207873,0.8,37316
0.2,6938,18,1879152,45,1,92,24,96,1477,10043,0.2,22837
0.4,139,5,972893,46,1,74,0,94,850,16669,1.8,141756
0.2,7292,11,1875112,34,1,15,15,98,217,19480,0.2,5339
0.2,95,11,5,49,330,74,8,0,1153,31350,0.2,94959
0.4,133,1,1008315,157,2.3,227,1,87,3793,328206,1.8,220018
0.6,1172,3,974162,52,2.5,64,1,96,856,23700,0.6,11415
