fork,freemem,lread,freeswap,swrite,runqsz,sread,lwrite,target,scall,wchar,exec,rchar
0.2,140,1,1034957,62,1.5,114,0,93,1333,21894,0.2,141952
0.4,167,22,1044270,418,2.8,430,1,89,2421,29489,0.4,49677
0.2,266,0,1709136,148,2.4,140,0,93,2879,34852,0.2,5634
1.8,156,9,973889,75,2,109,1,92,1224,23476,3.39,58668
1.8,7985,3,1868448,20,1.2,36,1,90,366,24462,1.8,77008
0.6,139,6,1024010,51,1,75,5,95,689,21332,0.4,110658
0.2,129,23,1089048,71,2,76,34,95,839,54700,0.2,22834
0.2,140,79,1005056,103,1.7,143,101,93,1076,52017,0.2,49908
0.4,377,6,1059522,85,2,63,1,96,1052,29507,0.4,29462
1.2,3294,6,1543616,143,3.6,177,2,92,3078,47053,0.6,36264
0.2,129,23,1089048,71,2,76,34,95,839,54700,0.2,22834
0.2,7306,0,1863872,20,1,17,0,98,173,4817,0.2,456
0.2,148,5,1724532,91,1.2,116,5,93,2307,70594,0.2,67285
0.6,152,2,1035016,179,3.5,229,0,88,1977,145101,0.6,401623
0.2,136,84,1752424,95,2,100,95,86,617,94110,0.2,22235
0.2,1191,13,1458336,86,2,176,13,95,2065,46073,0.2,11158
0.2,219,1,1017912,107,2.6,167,1,95,2913,23225,0.2,9863
0.2,132,1,1752387,67,2,40,0,88,335,148559,0.2,15260
0.6,302,10,1000642,236,1,197,2,90,2826,166871,0.6,57037
0.2,297,1,1752533,64,1.4,84,1,97,938,27656,0.2,4789
0.2,147,0,1739408,38,1,33,0,97,290,14889,0.2,4367
0.2,613,3,1016112,58,1.5,73,2,94,712,64419,0.2,18641
0.2,7292,11,1875112,34,1,15,15,98,217,19480,0.2,5339
0.2,7546,2,1878304,16,1,9,1,98,209,12841,0.2,7026
0.4,139,4,1008875,107,1.5,150,3,92,1357,61464,0.6,44343
0.2,148,5,1724532,91,1.2,116,5,93,2307,70594,0.2,67285
1.8,770,4,1758770,134,3,175,0,86,1898,366260,4.6,467918
0.4,377,2,1533190,63,2,70,1,95,1185,32553,1.8,23241
0.2,722,0,1769267,104,2.6,150,0,86,2061,87253,0.2,48089
0.4,158,2,1093189,289,2,269,1,91,2066,110966,0.4,111975
0.2,1363,0,1761824,24,1,25,0,97,194,9071,0.2,616
0.2,8312,1,1835272,26,1.2,44,1,97,246,9714,0.2,23591
0.4,143,55,1069084,405,1,694,73,88,3374,63171,0.6,45287
1.2,201,2,1068720,72,1,92,0,91,2137,16092,1.4,19846
0.2,7227,0,1847184,39,1,46,0,98,266,5218,0.2,17961
0.2,119,23,1016200,120,1,91,33,92,4590,53278,0.2,79232
0.2,7360,0,1861421,22,1,21,0,98,186,4390,0.2,481
0.2,148,5,1724532,91,1.2,116,5,93,2307,70594,0.2,67285
0.2,219,1,1017912,107,2.6,167,1,95,2913,23225,0.2,9863
0.2,7205,1,1874080,37,1,12,1,99,209,15749,0.2,10272
0.2,579,0,1734802,50,1,114,0,96,1506,18382,0.2,4736
0.2,7360,0,1861421,22,1,21,0,98,186,4390,0.2,481
0.6,187,45,1085952,100,2,124,59,90,1734,25273,1.4,19784
