proline,color_intensity,ash,alcalinity_of_ash,hue,alcohol,od280/od315_of_diluted_wines,nonflavanoid_phenols,proanthocyanins,magnesium,total_phenols,flavanoids,target,malic_acid
480,3.8,2.32,16.5,0.7,13.68,1.56,0.42,1.28,99,1.75,0.57,2,2.83
520,3.3,2.42,16.3,0.68,13.4,1.48,0.38,1.38,101,1.6,0.68,1,2.64
550,2.8,2.16,15.8,0.64,13.4,1.5,0.34,1.32,95,1.38,0.63,1,1.96
570,2.6,2.28,14.8,0.52,13.3,1.52,0.29,1.2,94,1.45,0.57,1,2.1
620,3.6,2.24,14.2,0.62,13.2,1.5,0.28,1.18,100,1.35,0.62,1,2.56
520,3.5,2.42,16.5,0.72,13.5,1.46,0.38,1.28,98,1.6,0.68,1,2.56
580,3.1,2.28,15.6,0.56,13.2,1.48,0.32,1.32,96,1.45,0.6,1,2.
520,5.5,1.9,18,1.3,11,2.85,0.28,1.3,101,2.5,0.8,1,1.9
580,5.2,2.6,18,1.35,11,2.5,0.3,1.6,100,2.2,0.5,0,2.45
860,7.2,2.5,16.5,1.4,12,2.7,0.28,1.5,100,2.8,0.4,1,2.8
580,5.8,2.2,18,1.5,11,2.6,0.3,1.3,99,2.7,0.55,0,2.5
560,5.7,1.6,16,1.35,10.5,2.7,0.28,1.45,93,2.5,0.4,1,1.9
680,5.3,2.2,16,1.25,12,2.7,0.3,1.4,98,2.7,0.35,1,2.65
1010,7.8,2.2,17.5,1.3,12,2.6,0.28,1.6,99,2.6,0.42,1,3.5
650,3.5,2.2,22,1.7,13.5,1.95,0.48,2.75,95,1.7,1.2,2,2.7
580,4,2.6,19,1.6,12.8,1.6,0.5,2.2,87,1.8,1.2,1,2.5
720,5.5,2.4,20,1.9,13.5,1.65,0.39,2.7,96,2.2,1.5,1,2.5
640,2.3,2.3,19.5,1.63,13.3,1.6,0.38,2.5,96,1.65,1.4,1,2.5
530,2.4,2.2,17,1.65,12.5,1.65,0.38,2.8,84,2.2,1.6,1,2.5
510,5,2.5,16,2.3,12.8,1.55,0.5,2.9,88,1.8,1.5,0,2.3
580,3.5,2.8,22,2.1,12.6,1.4,0.39,2.6,94,2.2,1.3,1,3.3
770,3.85,2.3,18,0.68,13.65,2.96,0.24,1.52,105,2.65,1.32,1,2.35
520,5.2,2.12,19.5,0.64,12.55,2.66,0.2,1.64,93,2.8,1.26,1,1.6
550,3.5,2.38,17.5,0.69,12.4,3.2,0.26,1.2,105,2.55,1.28,1,1.8
880,2.9,2.35,19,0.63,13.6,2.96,0.24,1.55,107,2.7,1.36,1,1.6
510,4.4,2.2,18.5,0.52,12.4,2.68,0.24,1.64,97,2.6,1.37,1,2.2
540,5.5,2.28,21,0.62,12.7,2.8,0.26,1.3,103,2.65,1.38,1,1.6
880,3.6,2.5,18,0.61,13.65,3.2,0.28,1.25,105,2.5,1.35,1,1.3
770,5.1,3.5,0.26,3.43,3.07,1.7,0.52,4.98,87,2.96,1.48,0,1.85
550,2.8,3.38,0.27,2.93,2.9,1.4,0.42,2.75,61,1.65,1.25,0,2.68
660,5.5,3.64,0.32,2.75,3.15,1.5,0.3,3.2,77,2.57,1.5,1,2.65
750,3.5,3.05,0.2,2.8,2.9,1.7,0.34,2.85,84,2.42,1.45,1,2.6
640,6.1,3.5,0.24,2.92,2.94,1.5,0.3,3.25,72,2.65,1.3,1,2.62
630,5.4,3.05,0.23,2.8,3.13,1.4,0.32,2.7,86,2.6,1.55,1,1.6
580,3.2,2.62,0.25,2.85,2.63,1.3,0.37,2.65,78,1.5,1.25,0,1.
520,2.65,1.72,20,0.63,13.95,2.55,0.32,1.53,96,1.5,1.9,1,1.5
590,3.5,2.17,22,0.54,12.45,2.5,0.29,1.23,103,1.7,1.7,1,0.9
620,2.3,1.62,18,0.68,12.5,2.7,0.3,1.06,101,1.9,1.4,1,1.4
630,1.75,1.64,17,0.61,12.1,2.6,0.28,1.17,90,2.2,1.7,1,1.4
660,3.25,1.64,22,0.52,12.4,2.55,0.28,1.04,97,2.3,1.7,1,1.5
680,2.1,1.92,17,0.58,12.2,2.55,0.3,0.98,102,2.3,1.4,1,2.2
720,2.8,2.06,22,0.52,13.4,2.7,0.29,1.08,92,2.3,1.6,1,1.4
1020,4.9,2.8,18,0.78,14.8,1.74,0.72,1.05,98,2.96,1.86,0,2.65
1020,5.1,2.7,17.5,0.63,15.05,2.06,0.4,1.64,87,3.4,1.63,0,1.6
1010,3.4,2.6,19.5,0.61,13.2,1.93,0.43,1.3,94,2.8,1.3,0,1.05
1045,5.8,2.8,18.5,1.04,15.5,2.37,0.42,1.4,102,3.45,2.2,1,2.85
1080,3.5,2.8,19,0.67,13.5,2.13,0.4,1.6,91,3.3,1.4,0,0.65
1125,3.5,2.5,19.5,0.77,13.8,2.13,0.3,1.55,97,3.1,1.7,1,2.5
700,3.45,2.1,16,0.74,12.62,1.74,0.42,1.32,98,2.05,1.86,1,1.86
570,3.1,2.28,16.5,0.62,12.32,1.74,0.48,1.2,104,1.85,1.68,0,2.92
580,3.7,2.3,16,0.58,12.28,1.68,0.48,1.5,102,1.75,1.58,1,2.28
720,3.3,2.28,16,0.7,12.4,1.7,0.48,1.55,100,1.4,1.52,1,2.82
560,3.5,2.16,16.5,0.6,12.38,1.58,0.48,1.6,105,2.1,1.68,0,2.56
680,3.6,2.28,16,0.68,12.4,1.7,0.48,1.48,95,1.65,1.58,1,2.28
720,3.2,2.28,16,0.7,12.4,1.7,0.48,1.5,100,1.4,1.52,1,2.82
1020,5.2,2.8,20,0.78,13.5,1.96,0.53,1.72,103,3.05,1.3,1,1.75
1030,7.65,3.6,19,1.07,14.4,2.6,0.47,2.32,96,2.8,1.25,0,2.75
880,5.5,2.7,18.5,1.12,13.2,2.5,0.36,1.83,104,2.8,1.5,1,2.8
1020,4.6,2.7,19.5,0.85,13.4,2.3,0.4,1.68,92,2.9,1.5,1,1.6
1080,4.8,2.9,17.5,1.05,13.6,2.7,0.38,2.24,108,3.4,1.2,0,2.2
880,5.5,2.5,18,1.05,13.4,2.9,0.4,2.06,98,2.8,1.5,1,1.7
920,3.7,2.5,18,0.86,13.6,2.7,0.38,1.58,94,2.7,1.45,1,1.42
780,3.1,2.3,19,1.52,12.6,2.8,0.64,1.28,104,3.5,1.42,1,1.6
740,2.7,2.1,16.5,1.32,12,3.6,0.52,0.98,96,3.7,1.45,1,1.4
880,2.5,1.9,18.5,1.22,11.4,3.3,0.53,1.05,96,3.6,1.4,1,1.5
1030,3.4,2.5,18.2,1.3,12.6,3.3,0.42,1.35,113,3.8,1.45,1,2.6
680,2.6,2.25,18,1.26,11.6,3.5,0.52,1.2,103,3.5,1.3,1,1.4
710,3.4,2.5,16.5,1.2,12,3.1,0.52,1.06,93,3.8,1.5,1,1.4
670,2.5,2.3,17.5,1.32,12.4,2.75,0.45,0.96,98,2.8,1.6,0,1.2
680,3.3,2.3,17,0.88,13.3,2.64,0.23,1.08,89,2.52,1.65,1,1.6
420,2.75,1.58,15,0.28,12.2,1.63,0.38,1.62,94,2.6,1.28,1,1.9
1265,3.6,2.38,16.3,1.08,12.3,2.5,0.35,1.32,89,2.8,2.65,1,0.96
1285,3.4,2.67,18.6,1.11,12.3,2.4,0.32,1.45,93,3.1,2.52,1,1.21
560,2.65,2.45,20,1.16,12.2,2.5,0.25,1.16,87,1.78,1.25,0,1.4
570,2.5,2.7,17,0.96,12.5,2.63,0.29,0.95,80,2.6,1.65,1,1.2
780,4.95,2.3,17,0.89,12.5,2.6,0.29,1.58,102,2.1,1.7,0,1.88
620,3.6,2.26,13.6,0.88,13.2,1.62,0.38,0.88,103,2.5,0.92,1,0.
680,3.5,2.25,20,1.06,13.2,2.6,0.28,0.98,90,2.5,1.75,1,2.5
570,4.3,1.5,19,0.4,12.6,2.5,0.3,1.05,86,2.4,1.5,1,1.64
500,3.7,2.38,13.8,0.9,13.2,1.62,0.38,0.88,103,2.6,0.88,1,0.5
580,6.65,2.02,18,0.4,13.2,2.29,0.25,1.5,102,1.6,1.32,2,2.8
1030,2.95,2.48,13.2,0.96,11.2,2.4,0.38,1.27,86,2.5,2.58,1,1.06
590,3.4,2.44,13.3,0.88,13.2,1.62,0.38,0.88,103,2.5,0.92,1,0.45
640,5.3,1.62,19,0.35,12.8,2.42,0.3,1.1,98,2.1,1.3,1,2.5
670,4.6,1.74,17,0.3,12.4,2.42,0.27,1.25,91,2.1,1.52,1,2.9
580,5.05,1.5,19,0.38,12.5,2.35,0.42,0.92,84,2.2,1.5,1,1.6
580,6.6,1.5,19,0.38,13.2,2.3,0.42,0.82,84,2.4,1.5,1,1.42
670,5.8,1.6,17,0.28,12.2,2.55,0.3,1.2,88,2.7,1.43,1,2.4
570,2.6,2.75,19,1.1,12.8,2.65,0.22,0.95,86,2.5,1.6,0,2.8
1025,3.3,2.38,15.6,0.9,12.6,2.5,0.35,1.28,85,2.5,2.25,1,1.36
820,3.3,2.3,20,1.02,13.2,2.62,0.28,1.06,100,2.5,1.8,1,2.4
