proline,color_intensity,ash,alcalinity_of_ash,hue,alcohol,od280/od315_of_diluted_wines,nonflavanoid_phenols,proanthocyanins,magnesium,total_phenols,flavanoids,target,malic_acid
770,3.3,2.98,18,0.76,13.6,2.78,0.5,1.32,92,2.7,1.42,1,1.76
1060,3.6,3.21,19,1.05,13.1,2.65,0.39,1.64,94,2.4,1.65,1,1.88
840,2.1,3.04,18,1.03,12.2,2.4,0.42,1.62,88,2.3,1.7,1,1.58
980,2.2,3.06,20,1.05,13.5,2.55,0.37,1.53,87,2.6,1.6,1,1.4
1065,2.2,3.31,19,0.95,13.5,2.4,0.3,1.36,94,2.7,1.95,1,1.6
560,2.45,2.61,18,0.9,12.6,2.7,0.5,1.28,86,2.7,1.65,1,1.7
640,3.8,2.89,18,0.78,13.2,2.48,0.45,1.38,88,2.8,1.75,1,1.5
620,3.5,1.4,17,0.78,13.8,2.1,0.53,1.62,88,2.1,1.45,1,1.65
660,3.5,2.6,19,0.63,12.8,2.4,0.5,1.27,103,2.2,1.8,1,1.15
680,3.6,2.65,19.5,0.63,12.4,2.5,0.48,1.12,93,2.3,1.72,1,1.3
760,2.5,2.3,20,0.64,12,2.6,0.4,1.18,98,2.4,1.5,1,1.4
810,2.8,2.4,20,0.62,11.7,2.7,0.39,1.08,97,2.5,1.52,1,1.25
860,4.3,1.7,19,0.78,13.6,2.1,0.52,1.6,87,2.4,1.45,1,1.7
910,2.7,2.2,18,0.64,11.6,2.6,0.4,1.05,96,2.5,1.48,1,1.7
580,2.95,2.56,17,0.75,13.5,2.35,0.45,1.45,97,1.8,1.4,1,1.6
520,2.9,2.38,16.5,0.72,13,2.68,0.38,1.7,86,2.2,1.6,1,1.4
670,2.6,2.65,17.5,0.63,13.5,2.2,0.48,1.4,88,2.5,1.9,1,1.1
560,2.6,2.3,16,0.63,12.5,2.3,0.45,1.7,86,2.2,1.6,1,0.8
530,3.25,2.37,17.5,0.64,13,2.55,0.4,1.7,81,2.5,2,0,1.6
610,3.3,2.52,17.5,0.7,13,2.6,0.37,1.5,83,2.65,1.85,1,1.7
680,2.9,2.7,18,0.62,13,2.5,0.45,1.45,92,2.2,2,1,1.3
450,4.25,1.65,16,0.92,12.7,2.6,0.56,1.6,105,2.5,1.95,1,3.5
650,5.3,1.8,17,0.82,13.3,2.5,0.47,1.7,105,2.5,1.9,1,3.6
680,4.6,1.7,19,0.68,13.2,2.8,0.44,1.5,95,2.3,1.85,1,2.5
530,2.3,1.6,14,0.86,12.1,2.6,0.46,1.7,103,2.5,1.7,1,2.8
510,5.2,1.65,16,1.08,12.5,2.5,0.52,1.4,103,2.8,2.05,1,3.3
510,3.8,1.5,16,0.88,12.7,2.7,0.48,1.4,110,2.8,2.4,1,2.5
550,3.8,1.45,17,0.92,12.4,2.6,0.42,1.6,90,2.3,1.8,1,2.5
590,4.8,2.38,19,0.5,13.65,2.7,0.47,1.3,89,1.6,1.6,0,2.6
650,2.2,2.4,16,0.4,13.1,2.8,0.4,1.1,100,1.6,1.8,0,2.6
680,5.2,2.25,21,0.62,13.6,2.8,0.4,1.1,93,1.8,1.8,1,2.6
680,2.8,2.65,21,0.4,13.2,3,0.38,1.1,96,2.2,1.8,1,2.8
680,5.4,2.15,21,0.6,13.7,2.8,0.3,1.2,92,1.8,1.8,1,2.6
710,5.2,2.4,22,0.48,13.3,2.7,0.34,1.4,92,2.5,1.7,1,2.9
770,3.7,2.25,22,0.48,13.5,2.7,0.32,1.3,106,2.5,1.7,1,2.9
