proline,color_intensity,ash,alcalinity_of_ash,hue,alcohol,od280/od315_of_diluted_wines,nonflavanoid_phenols,proanthocyanins,magnesium,total_phenols,flavanoids,target,malic_acid
450,2.85,2.06,15.8,0.59,13.61,2.52,0.24,1.56,97,2.5,1.48,1,2.86
550,3.75,2.25,19,0.55,13.45,2.8,0.22,1.52,89,2.6,1.68,1,2.4
700,4.6,2.05,21,0.5,13.64,2.68,0.22,1.48,88,3.6,2.16,1,2.35
620,3.2,2.15,16.5,0.55,13.6,2.6,0.23,1.38,94,2.6,1.63,1,2.68
510,4.8,2.2,19.5,0.53,13.48,2.75,0.24,1.47,88,2.95,2.3,1,2.45
670,3.4,2.1,18,0.48,13.4,2.66,0.23,1.5,91,3.6,2.28,1,2.55
650,4.2,2.1,17.5,0.48,13.5,2.65,0.22,1.5,93,3.1,2.6,1,2.55
450,3.4,1.68,18,0.64,11.6,3.3,0.22,1.62,95,2.68,1.58,2,2.95
500,2.8,1.48,17.5,0.64,10.6,2.4,0.28,1.4,100,2.1,1.6,2,1.8
500,2.8,1.5,20,0.64,10.1,2.5,0.3,1.2,95,1.65,1.3,2,1.55
650,2.2,1.55,17.5,0.6,10.5,2.9,0.28,1.25,110,2.6,1.7,2,1.4
650,3.2,1.5,20,0.64,10.6,2.6,0.28,1.3,105,2.5,1.6,2,1.5
520,2.7,1.65,19,0.6,10.1,2.7,0.26,1.5,90,2.8,1.6,2,1.9
750,3.1,1.48,17,0.58,10.7,2.9,0.28,1.4,105,2.6,1.7,2,2.1
450,3.65,1.42,22,0.7,12.05,1.76,0.28,1.5,104,2.6,0.47,1,1.6
570,2.2,1.63,21.5,0.74,11.8,2.05,0.28,1.5,92,2.2,0.37,1,2.5
720,2.85,1.6,19,0.69,12.1,2.45,0.28,1.1,96,2.9,0.36,1,2.8
510,2.45,1.4,19,0.72,11.6,2.35,0.28,0.86,85,2.4,0.42,0,1.7
720,3.1,1.42,21,0.67,12.15,2.3,0.24,1.2,98,2.6,0.32,1,2.3
750,3.4,1.64,19.5,0.7,12.25,2.25,0.28,1.1,88,2.8,0.38,1,2.2
730,3.5,1.52,20,0.66,12.2,2.4,0.28,1.18,95,2.7,0.35,1,2.7
650,2.7,2.13,20,0.63,14.25,2.35,0.52,1.37,95,1.9,0.59,1,1.7
560,4.4,2.62,22,0.67,13.45,2.25,0.4,1.65,103,2.8,0.49,1,0.93
650,4.4,2.58,21,0.52,13.5,2.3,0.35,1.5,93,2.6,0.43,1,1.16
590,2.7,2.5,21,0.6,13.2,2.5,0.28,1.55,88,2.6,0.38,1,1.36
560,5.2,2.3,22,0.63,13.3,2.6,0.38,1.7,100,2.8,0.4,1,1.02
660,5.4,2.35,19,0.63,14.6,2.6,0.4,1.48,102,3.2,0.38,1,0.87
720,3.4,2.6,21,0.68,14.4,2.6,0.33,1.6,106,2.5,0.4,1,0.94
700,5.5,3.2,0.23,1.45,14.5,0.51,0.48,1.28,97,2.65,1.4,1,3.7
850,4.5,2.5,0.25,1.38,14.5,0.51,0.46,1.34,105,2.75,1.7,0,2.7
680,6.5,2.6,0.23,1.42,14,0.5,0.43,1.34,94,3.3,2.2,0,2.5
750,4.5,3.5,0.2,1.58,13,0.45,0.37,1.48,92,3.5,2.45,1,2.3
590,6.3,2.5,0.21,1.52,13,0.42,0.37,1.38,98,3.5,2.7,1,2.3
650,4.5,2.7,0.26,1.3,13,0.45,0.39,1.28,91,2.9,2.8,0,2.3
770,4.5,3.5,0.26,1.5,13,0.42,0.37,1.36,97,2.95,2.55,1,2.85
580,5.6,2.6,18,0.8,12.5,2.5,0.45,1.1,92,1.65,1.75,1,1.78
450,5.6,2.2,17.5,1.05,12.7,2.5,0.48,0.97,85,2.1,2.4,1,1.8
580,3.3,2.1,16.5,1.2,12.6,2.6,0.44,1.07,100,2.1,2.2,1,2.7
660,4.5,2.3,17.5,1.15,12.2,2.65,0.38,1.27,96,2.5,2.6,1,2.5
550,5.8,2.2,19,0.9,12.5,2.65,0.38,1.02,82,2.1,2.4,1,1.6
590,4.7,2.25,18,1.05,12.5,2.5,0.45,1.06,88,2.1,2.3,1,2.7
630,5.8,2.3,19.5,1.1,12.2,2.6,0.38,1.24,99,2.5,2.5,1,2.5
460,2.9,2.06,21,0.85,13.8,2.42,0.42,1.65,98,2.1,1.4,1,1.3
410,2.8,2.15,20,0.7,13.4,2.3,0.43,1.45,98,2.8,1.6,1,1.9
620,2.9,2.5,21,0.95,13.4,2.6,0.3,1.6,92,3.3,1.6,1,1.65
460,3.6,2.38,20,0.65,13.1,2.3,0.45,1.3,94,2.8,1.5,1,1.4
430,3.6,2.48,18.5,0.62,13.3,2.45,0.39,1.5,97,3.2,1.8,1,1.65
750,3.8,2.6,21,0.84,13.2,2.7,0.3,1.65,96,3.4,2,1,2.2
430,2.9,2.35,17,0.63,13.3,2.45,0.4,1.5,97,3.1,1.6,1,1.7
650,3.1,1.7,21,0.72,12.8,2.9,0.47,1.35,86,1.6,3.25,1,1.8
1035,3.2,1.38,19.5,0.7,12.4,2.7,0.38,1.43,87,1.85,2.7,1,2.05
850,3.5,2.3,20.5,0.75,12.6,2.5,0.35,1.28,91,2.3,3.1,0,1.9
620,2.5,1.75,19,0.7,12.5,2.6,0.38,1.16,84,2.4,2.7,1,1.75
550,4,2.2,21,0.68,12.5,2.5,0.3,1.12,84,2.6,2.5,0,1.55
670,3.5,1.8,20,0.7,12.6,2.7,0.35,1.5,85,2.7,3.3,1,2.4
1085,2.8,1.48,21.5,0.69,12.3,2.8,0.32,1.36,98,2.4,2.6,1,2.35
750,2.5,3.1,0.52,13,1.78,1.7,0.41,1.62,98,2.75,1.2,1,1.65
680,3.2,2.6,0.52,13,1.78,1.3,0.42,1.52,94,2.65,1.3,1,1.58
580,2.5,2.7,0.55,13,1.66,1.4,0.43,1.25,85,2.8,1.6,0,0.76
1020,4.3,2.2,0.52,14,1.5,1.2,0.3,1.29,102,3.1,1.5,1,2.24
650,4,3.2,0.48,13,1.68,1.3,0.42,1.36,95,3.4,1.7,1,1.8
880,3.4,2.7,0.5,13,1.78,1.3,0.36,1.25,90,3.3,1.4,1,2.6
520,2.2,2.3,0.5,12,1.52,1.2,0.3,1.1,80,2.6,1.6,0,1.32
630,4.65,1.5,19,1.15,12.6,2.7,0.42,1.5,96,1.7,2.35,1,2.9
640,2.9,1.25,21,1.2,13.2,2.9,0.48,1.4,90,2.6,1.8,1,3.65
640,4.8,1.1,19,1.25,12.6,2.9,0.42,1.6,88,2.6,1.75,1,3.2
670,2.5,1.5,19,1.4,13.3,3.2,0.42,1.1,92,2.9,1.7,1,3.65
620,3.5,1.1,16.5,1.25,12.1,2.8,0.4,1.3,95,2.7,1.7,1,2.6
680,2.2,1.3,19,1.35,13,2.8,0.38,1.25,92,2.75,1.85,1,3.7
780,3.6,1.6,21,1.3,12.6,3,0.38,1.6,105,3.2,2.5,1,3.6
520,2.7,2.28,18,1.05,13,2.3,0.35,2.05,106,3,1.5,1,0.86
810,2.1,2.34,15.6,0.7,13.6,2.95,0.36,1.47,103,2.2,2.1,1,2.3
650,3.2,2.42,18.5,0.71,13.2,3.1,0.38,1.3,85,2.5,2.6,1,2.65
1020,3.9,2.62,18,0.85,12.62,1.48,0.38,1.48,94,2.6,1.46,1,2.8
570,2.05,1.65,17.5,0.48,13.68,2.5,0.3,1.38,94,2.6,1.42,0,2.2
560,3.2,2.12,15.2,1.24,13.05,2.7,0.3,0.38,98,2.38,1.29,1,2.75
780,2.5,2.28,18,0.65,12.62,1.58,0.39,1.68,96,2.65,1.42,1,2.25
680,2.8,2.64,17.8,0.67,13.5,2.96,0.4,1.46,86,2.1,2.15,1,1.75
1060,2.2,2.42,13.2,0.53,13.29,2.37,0.2,1.28,86,2.28,2.21,0,2.5
590,2.2,2.58,16.2,0.72,13.5,2.62,0.38,1.63,89,1.75,1.37,1,2.4
680,3.6,2.25,18,0.87,13.4,2.65,0.38,2.05,106,2.6,1.5,1,1.5
880,3.6,2.14,16.8,1.2,13.45,2.84,0.29,0.45,112,2.38,1.33,1,2.7
830,3.8,2.25,17,0.96,14.2,2.3,0.43,2.3,119,2.7,1.7,1,1.6
700,3.9,2.4,17,1.05,14.4,2.25,0.47,2.95,106,3.6,1.75,1,1.1
710,1.4,1.85,13.5,0.52,13.34,2.2,0.26,1.5,95,1.7,1.5,0,1.7
510,3.6,2.05,16.4,1.3,13.6,2.76,0.26,0.42,101,2.72,1.32,1,2.5
680,2.45,2.46,16,0.71,13.5,3.1,0.42,1.3,87,2.3,2.42,1,2.25
580,3.2,2.04,15.5,1.28,13.3,2.76,0.3,0.5,102,2.63,1.47,1,2.4
590,3.6,2.16,16.8,1.18,13.85,2.83,0.32,0.5,102,2.57,1.53,1,2.75
1080,4.8,2.48,19,1.1,13.46,1.6,0.3,1.48,104,3.7,1.56,0,1.5
1010,1.25,2.02,13.5,0.49,13.32,2.03,0.24,1.2,98,1.55,1.43,0,2.2
480,3.2,2.26,18,0.88,13,2.65,0.35,2.3,88,2.7,1.55,1,1.1
700,2.4,2.24,16.5,1.17,13.95,2.68,0.29,0.51,102,2.5,1.31,1,2.
560,1.7,1.7,17,0.46,13.67,2.02,0.24,1.32,105,1.7,1.2,0,2.4
520,2.45,1.86,15.5,0.58,13.67,1.69,0.28,1.48,94,2.65,1.27,1,2.2
750,4.95,2.38,18,0.7,12.42,1.62,0.37,1.56,106,2.88,1.64,1,2.65
670,2.6,2.56,19,0.95,13.2,2.45,0.35,2.2,112,2.8,1.5,1,0.88
730,2.5,2.38,16.8,0.76,13.5,3.15,0.38,1.39,87,2.8,2.65,1,2.3
720,5.4,2.72,17.5,0.7,13.06,1.6,0.42,2.3,115,2.9,1.55,1,2.4
1280,5.2,3.22,18.5,1.1,13.68,1.5,0.34,1.68,96,3.75,1.6,0,2.1
