age,sex,relation,has_high_education,top1_interes,top2_interes,top3_interes,top4_interes,top5_interes,is_parent,has_pets,mean_tr,median_tr,tr_per_month
42.816977443395245,2,0,0,6,24,17,14,2,0,0,1992.2581511158469,2191.0837102267456,1.3400722603763275
60.9003194355692,1,0,0,11,23,13,10,19,0,0,2477.5494109896194,545.3589339401192,34.317239810753286
40.48733601673006,1,4,1,0,5,19,11,10,1,0,1265.5371932775356,880.6266885057057,7.91456332395944
58.47665909547468,2,4,0,5,10,15,9,18,0,0,7507.319084566465,6705.112035630662,1.4438774846796614
26.824291021562946,1,0,0,22,15,18,1,24,0,0,838.6926704612437,287.8352606422516,2.398065712402135
39.70886372294786,2,4,0,6,11,8,17,12,0,1,919.819758238688,245.238175211665,1.5385991221468267
40.85485020430109,1,0,0,19,5,15,16,21,1,0,6252.084654259124,5590.614600800638,1.1638956757304204
38.54341679972786,1,0,0,18,4,7,0,22,1,0,3332.5469052073117,678.0124379284606,73.7092747038817
22.519389724936083,2,7,0,5,13,23,7,6,0,0,206.9553517756024,188.9287365548069,2.776724324155779
35.531662962132486,2,0,0,2,14,24,10,6,0,0,3565.812978988661,879.6928105534961,56.78815498247674
44.0325527770395,2,0,0,23,22,10,7,14,0,0,932.5974535950364,174.142589202814,19.66698934207738
37.47220483156704,2,0,0,2,6,19,24,10,0,0,24434.79220225492,20690.03232014839,2.845416140654179
31.528773140323903,1,0,0,0,10,4,14,9,1,0,1181.255281191155,377.3927568331511,0.6496059565071042
51.74244075392525,1,4,0,11,23,22,0,20,0,0,1682.553317389835,780.1619370205876,32.535832335060206
49.97643400290777,2,0,0,24,10,14,2,3,0,0,8050.613259514041,11146.664788930477,3.9415335032300383
49.47784491224479,1,4,0,2,15,17,22,21,0,0,8891.896842048873,8188.241694008282,4.0443888324756045
53.97173025683198,1,0,0,11,4,9,6,15,1,0,13327.425781335953,5232.464577016217,2.7709738253525056
33.946712855772944,2,0,0,15,8,1,23,21,0,0,328.16138412449914,222.85266277624487,1.434924633665648
41.493536860667,1,0,0,15,0,4,11,19,1,0,2931.7772628686757,1644.5045388594094,7.090041344547168
43.96380036960071,2,0,0,18,6,12,1,8,0,0,1525.1024429735617,538.1133953990858,37.11299492562561
44.10103489181029,2,0,0,6,24,25,21,7,0,0,1590.0747211534533,585.244903213552,41.77369789915947
49.83283805931269,2,0,0,14,22,20,7,5,0,0,11111.500475445708,3420.928287656925,2.9416578466344374
32.33617936924666,2,0,0,23,8,6,15,2,0,0,1436.5372732326398,431.0671254098124,82.28081790227594
22.593276646622662,2,0,0,13,5,20,0,7,0,0,276.4182956048021,126.31469178115104,6.237840009801
29.71004966649808,1,0,0,14,5,15,20,0,0,0,1109.346283566791,44.71764565090223,30.88176113496589
39.64199730592468,2,0,0,9,16,18,1,2,1,0,958.6378869140468,251.3961218731972,23.71410695415608
47.393254424417,2,0,0,24,9,8,17,1,0,0,6421.029872107683,235.4958973593517,7.83978046876811
43.83661696177475,1,0,0,10,8,14,3,23,0,0,4030.699065955483,945.323749844334,7.749264598288376
25.380924011810507,2,0,0,6,24,21,18,14,1,1,724.3572278461959,435.029417021733,35.415538635395066
34.60962015041086,1,0,0,14,22,23,0,20,1,0,2685.8202187029665,398.2216344343697,17.631998775962817
24.057722300207725,2,0,1,15,9,1,6,16,1,0,3942.2670086074777,568.7393138286892,9.255109654987471
24.62084559122596,2,0,1,19,13,15,14,5,0,0,2594.74542734819,17.916178646265962,9.20331924945771
43.2641027023708,2,0,0,22,9,14,16,24,0,0,44774.23104297453,34881.25838058556,168.0728416544134
71.37790708952444,2,0,1,24,2,6,23,19,0,0,17817.78476547497,18223.75253673361,0.9019295487859804
43.17239408817582,2,0,0,2,19,10,5,23,1,0,5491.019823580506,1349.168912193414,29.597394867437917
36.37258134002034,2,4,0,14,8,15,21,6,1,0,1436.0528075173927,521.1635407152095,58.373387322664726
23.78138502706258,1,0,0,20,22,14,23,5,0,0,531.4055251231181,1.5758075781261596,25.99501683681837
31.68330369126597,1,0,0,10,16,0,4,18,1,0,1105.0293135727934,306.210107586866,18.902590934795462
30.51579310776299,1,0,0,10,18,16,5,14,1,0,1296.6915649825128,462.4478670279053,10.235465241791127
27.538534926523884,2,4,1,23,8,15,6,18,0,0,1300.365108690043,308.56536406876194,88.7540786765459
38.25881006789077,2,0,0,10,17,23,5,14,1,0,2429.672748960148,535.1370903234198,17.754029899811268
49.53775591686034,1,0,0,18,24,1,15,3,1,0,1439.7382590653897,1023.958952370106,6.0159986476170415
