alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280/od315_of_diluted_wines,proline,target
14.83,1.6881180991911844,2.210518092487029,14.400796110364801,97.97312008495324,2.8582968259115833,3.0544096578496265,0.3485157283371241,2.040396780968453,5.384056425508737,1.0989807448901574,2.899635610881324,1075.4617927581062,0
12.434935860576683,1.256330757431499,2.8790130521811528,21.38590858078205,111.5584544676889,2.4761313964129057,0.560380259768376,0.3816166712434644,1.5181533488589134,4.777219668841705,1.2082757071072365,2.827791901308691,695.4905798818216,2
13.432626098615827,1.282951160073165,2.5673721193224,17.942225154834208,123.68987537295091,2.650691352007688,2.3579645505516815,0.5180565888923251,1.0399097236928052,4.455014076463271,1.1525487065183224,2.745159923325951,1078.602496992223,0
13.265059273700036,4.196952380662,2.2062040648436123,17.768948303402382,86.58307812779906,1.7879288299877198,0.47,0.40284058614600887,0.6837982825580451,3.3754406547827998,0.8043427293959305,1.8123266642454472,448.8817822067208,2
13.683069718396014,4.081377366699436,2.42744868924521,15.470723422755945,129.0932903509091,2.739377418688586,3.0302610597713,0.20575206960114373,1.700795863144326,5.224323525616545,0.9028208136013192,3.3935270780351225,772.2700294510096,0
13.313493715717561,1.8656466892701575,2.2121192344541294,11.9133876961497,102.88094719222298,2.75376407668241,2.8924437363833615,0.2751573721958734,1.3875018427467418,4.707606945176478,1.0837843345237808,3.488347748837636,1104.219758112212,0
13.25650653437209,2.6250205132614655,2.880489026770155,21.103755159064708,118.41900517180126,2.815091454954287,2.709262626773277,0.5331232515489174,1.8356350759259474,4.3676471782327395,1.0449135961011509,2.942849303097224,739.70250724691,0
12.466380847266864,2.0361253523198934,1.9156907168847557,15.768195381830614,100.8331568743316,2.799921362396856,3.1284406843774817,0.33894048063799986,2.18026631639753,5.276167383034705,0.9311362018555174,1.4800821321974507,1431.5795322541308,0
13.053780831082381,1.5228531594269186,2.202402517545026,21.52376517817165,86.05770108941495,2.6234567063372185,2.6544121156137925,0.3205049395339913,2.0135812230298415,2.61091361326304,0.7911067045645047,2.572943140179628,563.0771119584193,1
12.19266329670971,1.1776305236017355,1.7395842188875816,16.696969370964222,150.2291422896083,1.8402064904726145,1.2638795599396302,0.13781090478529573,2.48005563582599,2.8026855455733304,1.2751207159075957,3.0572404245464777,713.3303307125934,1
12.667718812038316,4.204241023274066,2.3025195193396972,19.797859218743792,83.08124078819769,1.5857312887956536,0.7319099282443716,0.4338129988819767,0.8588469608832007,6.794597800216643,0.48401831620263136,1.7319362666658653,465.515232335214,2
14.402602071144038,1.912891255018439,2.532079491380083,16.473496279990414,117.1428915188003,3.455233311935281,3.626430494249579,0.367058017975438,2.1619057443364733,7.656176328350974,1.1103097370058344,3.007713022102146,1546.789810968919,0
