,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,real_identifier
0,38,4,181918,10,8,4,9,1,4,0,0,0,45,39,0,0
1,46,0,236817,12,11,2,7,4,2,1,0,0,50,39,1,0
2,29,4,195342,9,14,4,6,1,4,0,0,0,40,39,0,0
3,58,7,143825,14,10,5,10,0,4,1,0,0,45,39,1,0
4,42,4,251412,11,9,4,8,4,2,0,0,0,40,39,0,0
5,35,0,206129,8,12,4,5,3,4,1,0,0,40,39,0,0
6,50,4,189022,13,8,0,4,4,4,0,0,0,50,39,0,0
7,44,2,148549,11,9,5,8,4,2,0,0,0,40,39,0,0
8,61,4,221368,11,9,4,3,1,4,1,0,0,40,39,0,0
9,39,4,124782,6,7,2,3,0,4,1,0,0,45,26,0,0
10,38,4,123456,12,10,3,5,2,4,1,0,0,42,39,0,0
11,29,4,98765,9,12,1,8,3,2,0,0,0,38,39,0,0
12,45,4,156789,14,11,2,6,1,4,1,0,0,46,39,1,0
13,32,4,43210,10,9,4,11,2,4,1,0,0,40,39,0,0
14,48,4,65432,13,10,0,9,3,1,0,0,0,44,39,0,0
15,39,4,219876,11,12,3,7,1,4,1,0,0,42,39,1,0
16,25,4,76543,8,10,2,10,2,4,1,0,0,36,39,0,0
17,52,4,321098,15,11,1,4,3,2,0,0,0,48,39,1,0
18,35,4,54321,12,9,4,12,1,4,1,0,0,40,39,0,0
19,49,4,98765,10,12,2,6,2,4,1,0,0,44,39,1,0
20,32,2,123456,12,8,1,3,2,3,1,1500,0,38,20,1,0
21,50,5,98765,10,12,3,9,1,2,0,0,500,42,40,0,0
22,29,1,65432,14,11,2,6,3,1,1,2000,0,36,30,1,0
23,41,3,276543,13,10,0,8,4,4,0,0,1000,44,50,0,0
24,35,6,143256,16,9,1,2,0,3,1,3000,0,40,10,1,0
25,48,4,198765,11,13,2,5,2,2,0,0,2000,46,60,0,0
26,25,0,87654,15,8,4,1,3,1,1,2500,0,34,20,1,0
27,39,2,145678,12,11,3,9,1,4,0,0,1500,40,40,0,0
28,52,5,234567,10,14,0,6,4,3,1,3500,0,38,30,1,0
29,31,1,109876,13,10,2,3,2,2,0,0,2500,42,50,0,0
30,38,5,201911,10,12,3,9,2,3,1,0,0,45,38,0,0
31,29,3,141492,12,11,1,11,0,4,0,0,0,55,39,0,0
32,44,6,186419,9,14,2,8,1,4,1,0,0,42,39,0,0
33,51,4,172813,11,9,0,12,1,4,1,0,0,58,39,0,0
34,25,6,213492,11,9,4,13,3,4,1,0,0,22,39,0,0
35,62,2,115419,9,13,6,1,4,1,0,0,0,36,30,0,0
36,40,4,256419,11,9,2,7,0,4,1,4500,0,49,39,1,0
37,24,0,35116,15,10,4,0,3,4,0,0,0,21,39,0,0
38,20,4,446419,1,7,4,12,3,4,0,0,0,9,26,0,0
39,39,5,203419,10,12,3,9,2,3,1,0,0,46,38,0,0
40,38,4,201911,12,8,2,9,0,4,1,0,0,50,39,0,0
41,59,4,292191,10,6,4,11,1,2,1,0,0,45,39,0,0
