,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,real_identifier
0,38,4,145201,10,14,5,9,1,4,0,0,0,42,39,0,0
1,29,6,192321,12,11,4,7,4,2,1,0,0,38,39,0,0
2,44,0,251723,8,13,2,1,0,4,0,0,0,48,39,0,0
3,35,4,118351,9,10,5,6,1,4,1,0,0,40,39,0,0
4,58,7,173421,14,12,4,10,4,4,0,0,0,42,39,1,0
5,25,4,140917,11,9,4,5,1,4,1,0,0,40,39,0,0
6,52,4,129201,10,14,0,4,4,4,0,0,0,50,39,0,0
7,46,2,181421,11,9,5,8,4,2,0,0,0,40,39,0,0
8,62,4,204201,11,9,4,3,1,4,1,0,0,40,39,0,0
9,42,4,114351,1,7,2,3,0,4,1,0,0,45,26,0,0
10,38,4,178421,12,8,3,5,2,4,1,0,0,42,39,0,0
11,29,4,62392,9,13,1,9,3,4,0,0,0,38,39,0,0
12,51,4,208829,14,12,5,11,1,4,1,0,0,50,39,1,0
13,25,4,341032,10,15,4,6,2,4,1,0,0,44,39,0,0
14,46,4,126539,13,10,2,8,0,4,0,0,0,48,39,1,0
15,32,4,450854,8,11,3,10,4,4,1,0,0,40,39,0,0
16,42,4,293421,11,9,0,4,1,4,1,0,0,45,39,0,0
17,58,4,181947,15,10,5,13,3,4,0,0,0,52,39,1,0
18,35,4,416523,12,8,1,7,0,4,1,0,0,42,39,0,0
19,49,4,249832,9,13,2,9,4,4,0,0,0,46,39,1,0
20,32,6,419141,12,8,1,9,2,3,1,0,0,38,39,0,0
21,41,4,291854,10,14,2,10,5,4,0,0,0,42,39,1,0
22,25,0,473541,14,11,4,2,1,4,0,0,0,36,39,0,0
23,63,4,229301,12,8,2,11,0,4,1,0,0,26,39,0,0
24,39,6,261899,11,9,4,12,4,2,0,0,0,45,39,0,0
25,48,4,313511,10,14,0,5,4,4,0,0,0,40,39,0,0
26,51,4,397189,15,10,2,4,0,4,1,7341,0,40,39,1,0
27,20,0,235987,12,8,4,0,3,4,0,0,0,32,39,0,0
28,50,4,284351,15,10,2,13,0,4,1,0,0,60,39,0,0
29,46,4,221899,12,8,3,7,4,4,0,0,0,40,39,0,0
30,38,5,234511,12,10,2,9,0,4,1,0,0,45,39,0,0
31,29,3,183421,10,12,4,11,3,4,0,0,0,30,39,0,0
32,55,4,201943,11,9,0,8,1,4,1,0,0,55,39,0,0
33,46,6,249832,14,16,2,10,0,4,1,12000,0,50,39,1,0
34,25,0,123456,16,11,4,0,3,4,0,0,0,25,39,0,0
35,51,4,193428,11,9,2,12,0,4,1,0,0,60,39,0,0
36,62,2,134567,9,13,6,1,4,1,0,0,0,35,30,0,0
37,44,4,278912,11,9,2,7,0,4,1,6000,0,48,39,1,0
38,27,0,456789,15,10,4,0,3,4,0,0,0,20,39,0,0
39,20,4,567890,1,7,4,12,3,4,0,0,0,10,26,0,0
40,38,4,219483,12,8,4,11,1,4,1,0,0,45,39,0,0
41,29,4,284921,10,7,2,9,0,4,1,0,0,50,39,1,0
42,62,0,41256,5,4,2,0,0,4,1,0,0,35,39,0,0
43,19,4,351790,13,9,4,5,1,2,1,0,0,40,39,0,0
44,51,4,262191,14,10,2,12,0,4,1,0,1234,20,39,1,0
45,34,6,245602,8,12,0,3,4,1,1,0,0,42,20,0,0
46,43,4,189219,6,11,2,12,0,4,1,0,0,70,39,1,0
47,28,4,143782,11,9,4,11,3,2,1,0,0,40,39,0,0
48,29,5,164302,7,6,4,3,3,4,1,0,0,40,39,0,0
49,72,4,205081,15,10,2,13,0,4,1,0,0,18,39,0,0
50,41,4,221910,10,12,4,11,1,4,0,0,0,42,39,0,0
51,26,4,135792,14,11,2,9,1,4,1,0,0,38,39,0,0
52,45,2,261818,13,15,4,10,1,4,1,0,0,42,39,0,0
53,39,4,492817,9,14,2,5,0,4,1,0,0,48,39,1,0
54,36,4,213421,8,12,2,3,5,4,0,0,0,43,39,0,0
55,49,6,163191,11,9,2,3,0,4,1,0,0,36,39,0,0
56,51,4,201238,1,7,2,14,0,4,1,0,0,40,39,0,0
57,57,4,459219,1,7,0,12,1,4,0,0,0,41,39,0,0
58,54,4,319092,13,1,4,8,1,4,0,0,0,16,8,0,0
