state_code,bird,lon,lat,lat_zone
23,10,-94.27,46.13,2
45,19,-79.83,37.4,2
27,19,-77.64,35.39,2
42,20,-85.37,36.13,2
4,7,-118.02,34.96,2
44,6,-114.03,39.76,2
2,20,-91.75,35.68,2
38,19,-75.4,41.2,2
17,19,-88.03,36.89,2
36,25,-98.49,36.13,2
40,8,-81.7,35.12,2
23,10,-90.9,47.57,2
25,20,-90.44,31.81,2
5,17,-107.27,39.64,2
50,26,-110.56,41.65,2
29,26,-100.63,42.22,2
41,24,-97.79,45.33,2
35,19,-84.53,41.45,2
9,20,-82.05,29.81,1
4,7,-120.26,39.76,2
38,19,-77.49,40.15,2
49,19,-80.1,39.72,2
12,13,-91.74,41.42,2
37,26,-118.1,44.07,2
28,26,-102.69,46.64,2
26,26,-111.97,45.63,2
46,16,-72.18,44.89,2
44,6,-109.69,39.75,2
2,20,-92.56,34.8,2
3,5,-110.89,35.59,2
47,27,-121.06,46.73,2
17,19,-88.44,36.99,2
48,0,-89.25,44.38,2
14,19,-88.05,40.23,2
23,10,-94.96,43.84,2
24,12,-95.12,40.38,2
46,16,-72.75,43.28,2
30,22,-71.76,43.31,2
44,6,-113.98,38.48,2
50,26,-108.26,44.28,2
19,2,-72.65,42.47,2
3,5,-110.19,36.87,2
16,26,-99.57,37.43,2
48,0,-90.4,45.2,2
13,18,-115.68,44.08,2
8,11,-75.72,39.66,2
46,16,-72.65,44.7,2
42,20,-84.67,35.77,2
5,17,-105.93,40.02,2
33,18,-114.19,41.93,2
38,19,-75.94,39.99,2
50,26,-106.2,44.37,2
44,6,-113.11,39.05,2
45,19,-79.14,37.06,2
48,0,-92.25,45.81,2
38,19,-77.47,41.47,2
36,25,-95.55,34.8,2
37,26,-123.12,46.11,2
0,28,-164.26,65.74,0
27,19,-75.87,35.64,2
31,13,-74.3,39.74,2
37,26,-119.88,44.98,2
23,10,-95.24,48.72,2
11,15,-159.43,22,1
39,23,-71.7,41.55,2
26,26,-110.31,48.96,2
37,26,-120.82,43.9,2
39,23,-71.69,41.43,2
21,9,-69.14,47.05,2
38,19,-78.63,40.06,2
27,19,-78.64,36.21,2
47,27,-122.18,47.58,2
5,17,-102.71,40.92,2
7,21,-77.05,38.98,2
41,24,-100.83,45.3,2
42,20,-86.17,35.71,2
10,4,-83.1,33.06,2
26,26,-106.25,47.98,2
44,6,-111.93,41.42,2
50,26,-109.61,44.91,2
16,26,-100.65,39.16,2
42,20,-90.14,35.29,2
35,19,-83.96,41.62,2
22,0,-86.9,46.42,2
7,21,-76.98,38.86,2
26,26,-106.49,46.93,2
25,20,-89.45,30.77,2
17,19,-84.12,37.46,2
35,19,-83.03,39.26,2
15,19,-85.92,41.68,2
26,26,-108.1,46.31,2
39,23,-71.69,41.74,2
9,20,-80.76,25.7,1
25,20,-88.79,30.43,2
21,9,-70.79,43.77,2
12,13,-95.79,41.05,2
7,21,-77.03,38.89,2
46,16,-72.48,44.53,2
42,20,-86.72,36.13,2
45,19,-78.25,38.58,2
21,9,-68.21,44.6,2
37,26,-121.94,45.35,2
17,19,-82.93,38.67,2
15,19,-87.23,38.74,2
29,26,-99.78,41.1,2
13,18,-112.79,43.62,2
5,17,-105.53,39.3,2
27,19,-82.28,36.05,2
12,13,-91.04,40.91,2
42,20,-86.25,36.58,2
1,29,-87.66,32.25,2
4,7,-118.15,37.22,2
3,5,-113.8,34.62,2
34,12,-74.2,43.4,2
32,14,-103.1,35.7,2
7,21,-77.1,38.93,2
14,19,-90.69,40.5,2
42,20,-86.66,36.01,2
10,4,-84.1,30.99,2
21,9,-67.62,45.23,2
18,3,-93.32,32.12,2
5,17,-104.06,39.42,2
44,6,-113.98,39.03,2
6,0,-73.45,41.95,2
21,9,-67.84,46.91,2
50,26,-107.34,44.14,2
46,16,-72.62,43.32,2
31,13,-74.91,40.33,2
46,16,-73.17,43.96,2
28,26,-103.12,48.53,2
1,29,-87.26,33.49,2
20,1,-76.09,38.4,2
32,14,-108.42,35.98,2
17,19,-85.66,38.14,2
8,11,-75.76,39.38,2
43,20,-103.38,29.87,1
4,7,-119.91,37.7,2
10,4,-83.97,32.6,2
31,13,-74.1,41.05,2
24,12,-94.15,39.48,2
50,26,-106.37,44.61,2
45,19,-79.26,37.51,2
30,22,-71.27,43.84,2
41,24,-99.82,45.84,2
25,20,-90.24,31.11,2
29,26,-100.36,42.39,2
12,13,-92.92,41.69,2
29,26,-103.69,42.73,2
15,19,-86.39,38.36,2
28,26,-100.73,48.15,2
23,10,-93.81,45.65,2
4,7,-117.02,33.78,2
21,9,-68.78,46.97,2
23,10,-93.62,47.87,2
2,20,-92.77,34.77,2
6,0,-72.39,41.7,2
2,20,-91.44,34.17,2
25,20,-88.88,34.9,2
45,19,-77.34,36.89,2
26,26,-108.97,48.86,2
46,16,-72.96,42.98,2
26,26,-104.32,48.64,2
43,20,-103.96,29.59,1
5,17,-102.09,37.04,2
44,6,-109.27,38.39,2
12,13,-91.18,42.67,2
23,10,-95.62,45.4,2
25,20,-89.14,31.02,2
50,26,-105.66,41.74,2
17,19,-84.45,36.62,2
19,2,-71.44,42.1,2
25,20,-88.83,33.12,2
11,15,-155.57,19.47,1
8,11,-75.32,38.46,2
30,22,-71.86,43.9,2
9,20,-82.27,27.77,1
46,16,-71.77,44.55,2
29,26,-98.35,42.6,2
39,23,-71.67,41.71,2
6,0,-72.15,41.69,2
16,26,-99.36,37.29,2
42,20,-82.04,36.26,2
15,19,-86.6,39.39,2
3,5,-109.17,31.85,2
31,13,-74.98,40.73,2
24,12,-91.32,39.24,2
9,20,-81.38,29.65,1
23,10,-96.17,47.82,2
18,3,-92.75,30.64,2
48,0,-91.78,46.48,2
38,19,-77.49,40.15,2
49,19,-80.1,39.72,2
12,13,-91.74,41.42,2
37,26,-118.1,44.07,2
28,26,-102.69,46.64,2
26,26,-111.97,45.63,2
46,16,-72.18,44.89,2
44,6,-109.69,39.75,2
2,20,-92.56,34.8,2
3,5,-110.89,35.59,2
14,19,-88.79,39.24,2
50,26,-108.17,43.28,2
15,19,-85.74,40.48,2
21,9,-70.97,45.22,2
31,13,-74.29,39.88,2
17,19,-89.13,36.73,2
0,28,-152.85,63.76,0
4,7,-115.09,35.2,2
2,20,-92.78,34.47,2
44,6,-112.57,40.37,2
27,19,-77.46,36.09,2
22,0,-84.89,46.27,2
7,21,-76.97,38.92,2
34,12,-74.35,42.34,2
7,21,-76.98,38.89,2
17,19,-84.56,38.34,2
46,16,-72.82,43.75,2
40,8,-81.34,35.08,2
29,26,-101.18,42.8,2
33,18,-119.99,41.84,2
8,11,-75.64,39.29,2
6,0,-73.64,41.05,2
49,19,-81.23,37.85,2
44,6,-111.81,37.33,2
8,11,-75.4,38.92,2
20,1,-77.47,39.33,2
25,20,-90.24,33.66,2
41,24,-103.04,44.9,2
2,20,-91.49,34.08,2
44,6,-109.46,39.97,2
35,19,-83.58,39.62,2
6,0,-72.73,41.42,2
0,28,-151.39,59.5,2
35,19,-81.95,40.25,2
16,26,-97.46,37.32,2
7,21,-77,38.91,2
48,0,-88.93,43.76,2
34,12,-74.59,41.33,2
16,26,-101.33,37.34,2
0,28,-158.06,56.73,2
2,20,-91.61,35.11,2
22,0,-82.99,42.63,2
36,25,-99.04,34.6,2
5,17,-102.5,40.18,2
49,19,-80.71,38.75,2
6,0,-72.72,41.75,2
32,14,-108.67,31.57,2
50,26,-105.23,44.01,2
20,1,-77.67,39.53,2
33,18,-114.11,41.26,2
31,13,-74.54,40.56,2
8,11,-75.68,38.96,2
42,20,-82.57,36.34,2
14,19,-88.69,42.36,2
38,19,-79.92,40.21,2
7,21,-77.01,38.84,2
25,20,-89.84,33.68,2
49,19,-80.38,39.57,2
48,0,-90.16,45.89,2
34,12,-74.79,41.81,2
9,20,-80.82,25.53,1
40,8,-79.08,34.27,2
36,25,-97.02,34.71,2
16,26,-99.35,38.33,2
38,19,-75.41,40.67,2
35,19,-83.71,39.67,2
