state_code,bird,lon,lat,lat_zone
38,19,-76.77,40.69,2
20,1,-78.6,39.54,2
48,0,-89.29,45.23,2
47,27,-120.99,47.1,2
4,7,-120.19,40.95,2
43,20,-97.28,29.52,1
4,7,-119.47,36.09,2
30,22,-71.92,43.04,2
36,25,-95.19,36.69,2
29,26,-98.12,42.59,2
49,19,-80.6,38.67,2
40,8,-81.2,33.5,2
19,2,-70.59,41.62,2
3,5,-113.07,34.75,2
50,26,-105.4,43.93,2
25,20,-91.04,31.63,2
36,25,-97.63,36.7,2
5,17,-107.33,37.68,2
44,6,-110.21,38.97,2
8,11,-75.48,39.24,2
48,0,-91.38,44.87,2
31,13,-74.86,41.1,2
41,24,-103.25,43.12,2
30,22,-72.17,43.84,2
37,26,-119.02,45.27,2
39,23,-71.54,41.76,2
15,19,-87.31,38.68,2
19,2,-71.62,42.07,2
22,0,-85.77,46.54,2
48,0,-89.13,45.8,2
34,12,-74.67,42.65,2
35,19,-82,40.84,2
7,21,-76.97,38.92,2
36,25,-102.95,36.61,2
6,0,-73.25,41.22,2
27,19,-77.26,35.04,2
6,0,-72.51,41.79,2
46,16,-73.12,44.21,2
25,20,-88.98,32.47,2
34,12,-75.03,44.79,2
23,10,-94.62,48.64,2
2,20,-93.37,34.22,2
27,19,-77.37,35.48,2
22,0,-84.86,44.29,2
19,2,-73.03,42.32,2
47,27,-123.16,46.99,2
20,1,-77.01,38.75,2
46,16,-72.92,44.46,2
34,12,-74.57,44.82,2
43,20,-96.46,30.19,2
35,19,-81.73,39.86,2
7,21,-76.99,38.94,2
1,29,-87.79,32.98,2
17,19,-84.05,38.17,2
27,19,-79.26,35.46,2
47,27,-119.49,46.68,2
21,9,-68.7,44.85,2
10,4,-81.81,31.75,2
6,0,-72.26,41.86,2
33,18,-119.32,41.34,2
20,1,-76.51,38.3,2
10,4,-81.5,32.81,2
29,26,-103.6,41.36,2
9,20,-84.19,30.5,2
10,4,-82.06,30.43,2
14,19,-89.87,38.25,2
33,18,-117.98,40.42,2
17,19,-83.9,38.33,2
23,10,-95.54,46.93,2
12,13,-92.49,41.71,2
37,26,-123.82,43.27,2
1,29,-85.32,33.01,2
41,24,-101.26,45.41,2
45,19,-77.85,38.43,2
44,6,-112.25,39.29,2
37,26,-122.23,45.35,2
11,15,-159.37,22.06,1
36,25,-99.11,34.37,2
26,26,-104.18,48.76,2
22,0,-84.32,42.12,2
9,20,-81.37,26.4,1
45,19,-77.97,36.81,2
14,19,-89.2,41.77,2
33,18,-116.68,41.44,2
28,26,-100.46,47.39,2
13,18,-114.99,44.83,2
5,17,-105.72,37.24,2
19,2,-70.9,42.49,2
0,28,-155.39,69.39,0
29,26,-99.85,42.11,2
41,24,-99.35,45.11,2
5,17,-105.7,39.75,2
5,17,-107.63,40.8,2
30,22,-71.68,42.88,2
2,20,-93.66,33.67,2
1,29,-87.31,32.9,2
42,20,-87.93,35.47,2
10,4,-83.66,34.83,2
10,4,-84.2,32.26,2
36,25,-97.96,34.18,2
8,11,-75.65,38.79,2
5,17,-104.2,40.59,2
9,20,-86.32,30.54,2
50,26,-110.86,42.54,2
36,25,-94.86,35.25,2
30,22,-71.35,43.26,2
13,18,-111.81,44.23,2
1,29,-88.16,31.55,2
23,10,-94.88,45.38,2
50,26,-110.93,44.28,2
41,24,-101.44,45.85,2
14,19,-89.27,37.59,2
45,19,-76.79,37.44,2
46,16,-72.72,43.84,2
17,19,-84.97,37.91,2
11,15,-157.88,21.5,1
45,19,-78.06,36.91,2
49,19,-82.13,37.56,2
48,0,-88.2,44.26,2
11,15,-155.62,19.27,1
30,22,-71.08,44.62,2
3,5,-110.82,36.8,2
2,20,-93.52,35.85,2
11,15,-157.92,21.54,1
9,20,-81.42,29.03,1
50,26,-106.84,42.91,2
26,26,-111.59,48.53,2
29,26,-103.21,41.38,2
40,8,-79.88,33.74,2
18,3,-89.8,29.87,1
13,18,-113.36,44.55,2
44,6,-111.06,41.82,2
2,20,-91.01,35.28,2
9,20,-81.26,29.24,1
19,2,-70.94,41.78,2
48,0,-90.11,42.77,2
50,26,-106.17,44.59,2
28,26,-102.8,46.28,2
20,1,-76.59,38.93,2
17,19,-86.64,37.23,2
50,26,-110.83,42.87,2
7,21,-76.99,38.91,2
9,20,-85.53,30.04,2
21,9,-68.95,45.98,2
6,0,-73.14,41.22,2
41,24,-99.45,44.84,2
27,19,-76.03,36.27,2
45,19,-77.75,37.47,2
13,18,-113.74,43.98,2
40,8,-81.38,35.07,2
5,17,-103.97,38.42,2
22,0,-87.82,46.69,2
1,29,-86.54,32.68,2
45,19,-78.68,38.47,2
33,18,-117.64,38.12,2
0,28,-147.78,64.46,0
30,22,-71.07,44.54,2
1,29,-86.29,34.4,2
47,27,-123.27,46.71,2
32,14,-108.4,36.65,2
48,0,-91.18,44.51,2
45,19,-80.65,37.25,2
38,19,-79.54,41.83,2
6,0,-73.16,41.5,2
47,27,-122.3,48.66,2
12,13,-91.77,42.25,2
2,20,-92.59,36.07,2
14,19,-88.91,40.64,2
30,22,-71.74,43.92,2
36,25,-99.49,36.93,2
31,13,-74.54,40.35,2
31,13,-74.62,39.46,2
0,28,-143.46,60.21,0
16,26,-96.76,39.56,2
31,13,-74.91,39.24,2
39,23,-71.68,41.38,2
37,26,-119.27,42,2
20,1,-78.74,39.72,2
12,13,-94.39,41.57,2
10,4,-85.08,34.29,2
27,19,-78.23,35.59,2
11,15,-156.43,20.73,1
42,20,-86.22,36.07,2
35,19,-82.7,39.57,2
48,0,-90.56,45.17,2
30,22,-71.5,43.58,2
45,19,-80.24,36.66,2
33,18,-117.92,40.93,2
6,0,-72.9,41.68,2
36,25,-99.37,36.07,2
39,23,-71.82,41.4,2
28,26,-98.03,48.04,2
12,13,-95.46,42.46,2
17,19,-84.31,37.02,2
22,0,-87.57,45.32,2
13,18,-114.78,46.33,2
34,12,-75.01,43.8,2
28,26,-98.8,48.73,2
37,26,-121.39,44.48,2
10,4,-82.27,32.65,2
14,19,-89.78,40.47,2
5,17,-103.14,38.84,2
10,4,-84.82,32.09,2
0,28,-153.71,65.23,0
5,17,-104.84,38.87,2
17,19,-83.04,38.63,2
18,3,-90.6,30.62,2
35,19,-84.77,40.97,2
28,26,-98.26,47.51,2
15,19,-86.14,39.75,2
9,20,-82.08,29.89,1
0,28,-142.46,65.5,0
12,13,-92.9,42.94,2
50,26,-110.91,42.78,2
28,26,-103.67,48.81,2
2,20,-92.98,33.27,2
38,19,-79.4,41.83,2
43,20,-100.71,29.48,1
20,1,-76.87,39.26,2
35,19,-82.4,39.7,2
16,26,-96.38,39.48,2
6,0,-72.18,41.88,2
10,4,-82.92,33.97,2
41,24,-103.58,43.64,2
22,0,-83.6,44.85,2
12,13,-91.22,42.06,2
34,12,-73.85,41.99,2
11,15,-155.2,19.43,1
31,13,-74.44,40.54,2
20,1,-75.93,38.36,2
2,20,-91.61,35.11,2
22,0,-82.99,42.63,2
36,25,-99.04,34.6,2
5,17,-102.5,40.18,2
49,19,-80.71,38.75,2
6,0,-72.72,41.75,2
32,14,-108.67,31.57,2
50,26,-105.23,44.01,2
20,1,-77.67,39.53,2
33,18,-114.11,41.26,2
31,13,-74.39,41.01,2
48,0,-91.72,45.28,2
10,4,-84.31,31.15,2
44,6,-110.63,38.18,2
31,13,-74.54,41.07,2
45,19,-78.15,38.72,2
39,23,-71.71,41.36,2
33,18,-115.9,41.25,2
24,12,-91.73,38.78,2
3,5,-113.45,33.64,2
31,13,-74.39,41.01,2
48,0,-91.72,45.28,2
10,4,-84.31,31.15,2
44,6,-110.63,38.18,2
31,13,-74.54,41.07,2
45,19,-78.15,38.72,2
39,23,-71.71,41.36,2
33,18,-115.9,41.25,2
24,12,-91.73,38.78,2
3,5,-113.45,33.64,2
44,6,-112.81,37.43,2
14,19,-87.95,42.27,2
25,20,-89.63,33.22,2
24,12,-93.67,36.62,2
7,21,-76.94,38.89,2
12,13,-94.55,42.91,2
8,11,-75.05,38.47,2
49,19,-81.49,38.19,2
10,4,-83.24,34.27,2
30,22,-71.4,42.76,2
9,20,-80.82,25.53,1
40,8,-79.08,34.27,2
36,25,-97.02,34.71,2
16,26,-99.35,38.33,2
38,19,-75.41,40.67,2
35,19,-83.71,39.67,2
44,6,-111.81,40.02,2
30,22,-71.36,43.24,2
