state_code,bird,lon,lat,lat_zone
19,2,-71.56,42.66,2
13,18,-116.51,46.29,2
2,20,-93.45,33.04,2
39,23,-71.72,41.67,2
25,20,-90.29,32.09,2
28,26,-103.16,46.14,2
48,0,-88.81,44.94,2
27,19,-79.38,35.06,2
24,12,-92.69,37.97,2
10,4,-83.73,32.46,2
47,27,-119.04,46.21,2
21,9,-68.35,44.3,2
33,18,-117.45,40.96,2
19,2,-72.64,42.63,2
23,10,-90.8,48.16,2
37,26,-120.15,42.58,2
17,19,-86.6,37.1,2
36,25,-96.07,36.17,2
27,19,-78.8,34.94,2
13,18,-114.42,45.06,2
31,13,-74.75,41.27,2
12,13,-94.21,40.95,2
13,18,-113.12,43.45,2
48,0,-90.7,45.85,2
36,25,-99.26,34.51,2
34,12,-74.13,44.22,2
30,22,-72.15,43.42,2
6,0,-72.28,41.69,2
25,20,-89.07,30.63,2
43,20,-101.97,32.59,2
20,1,-76.05,39.12,2
19,2,-70.92,42.64,2
23,10,-94.89,45.18,2
48,0,-91.16,44.52,2
18,3,-93.01,31.59,2
14,19,-90.82,39.95,2
41,24,-102.86,45.02,2
42,20,-85.76,35.34,2
3,5,-111.08,35.97,2
44,6,-111.84,40.98,2
1,29,-87.27,34.2,2
21,9,-70.65,45.04,2
10,4,-83.56,33.19,2
12,13,-91.3,42.86,2
27,19,-79.72,35.58,2
5,17,-105.61,40.12,2
27,19,-81.94,35.43,2
44,6,-110.55,38.42,2
6,0,-72.2,41.34,2
13,18,-116.17,42.54,2
12,13,-93.87,41.17,2
16,26,-99.33,38.89,2
15,19,-86.05,38.06,2
15,19,-85.18,40.48,2
40,8,-80.25,34.29,2
46,16,-72.85,42.94,2
18,3,-92.04,33,2
38,19,-76.9,40.44,2
5,17,-105.5,39.75,2
48,0,-89.57,46.03,2
1,29,-86.36,34.26,2
26,26,-113.69,46.77,2
27,19,-83.29,35.39,2
32,14,-106.02,33.96,2
14,19,-90.21,39.34,2
2,20,-90.51,34.65,2
49,19,-82.15,38.5,2
5,17,-108.96,39.21,2
49,19,-80.66,39.98,2
8,11,-75.24,38.48,2
8,11,-75.5,39.75,2
8,11,-75.7,38.56,2
6,0,-73.09,41.98,2
11,15,-156.19,20.78,1
32,14,-106.55,36.5,2
26,26,-114.97,48.51,2
45,19,-79.37,36.92,2
33,18,-114.16,39.64,2
12,13,-92.52,40.81,2
27,19,-79.36,36.04,2
3,5,-110.38,36.87,2
19,2,-70.96,41.98,2
12,13,-93.3,41.71,2
43,20,-98.37,26.74,1
47,27,-117.56,47.4,2
12,13,-92.75,43.07,2
37,26,-117.47,44.39,2
12,13,-95.4,42.7,2
39,23,-71.45,41.58,2
14,19,-89.65,38.53,2
18,3,-91.63,31.53,2
31,13,-75.2,40.69,2
28,26,-104.04,46.72,2
0,28,-146.47,67.32,0
34,12,-74.4,44.36,2
26,26,-111.91,47.5,2
33,18,-119.05,39.52,2
44,6,-112.83,39.77,2
18,3,-91.66,29.89,1
7,21,-77,38.89,2
46,16,-72.96,43.51,2
30,22,-71.45,43.72,2
28,26,-102.85,48.9,2
29,26,-97.24,41.37,2
8,11,-75.33,38.46,2
9,20,-80.67,26.58,1
12,13,-95.04,43.26,2
23,10,-94.02,47.97,2
37,26,-123.61,42.4,2
17,19,-87.56,37.53,2
18,3,-93.69,32.47,2
46,16,-73,44.79,2
8,11,-75.6,39.53,2
27,19,-76.61,36.08,2
36,25,-98.54,34.52,2
36,25,-97,36.34,2
13,18,-116.86,42.58,2
15,19,-85.45,39.99,2
14,19,-88.9,39.17,2
26,26,-113.71,46.59,2
5,17,-103.8,39.78,2
28,26,-99.84,48.95,2
41,24,-97.14,43.18,2
47,27,-119.02,47.97,2
36,25,-97.1,34.06,2
33,18,-117.06,40.66,2
29,26,-101.55,42.35,2
1,29,-88.31,30.53,2
27,19,-81.7,35.99,2
14,19,-89.37,37.22,2
21,9,-69.97,45,2
31,13,-74.93,39.36,2
19,2,-71.67,42.54,2
39,23,-71.64,41.83,2
38,19,-76.02,41.74,2
10,4,-83.48,30.92,2
37,26,-117.13,43.22,2
35,19,-84.7,40.31,2
49,19,-78.79,39.46,2
30,22,-71.02,43.72,2
21,9,-70.19,43.93,2
42,20,-89.66,35.45,2
31,13,-75.18,40.62,2
6,0,-72.59,41.76,2
30,22,-71.07,45.02,2
5,17,-103.44,40.55,2
4,7,-117.22,34.93,2
40,8,-80.28,33.87,2
26,26,-105.38,48.25,2
33,18,-114.24,40.46,2
36,25,-96.41,35.98,2
19,2,-71.92,42.48,2
42,20,-88.19,36.19,2
37,26,-117.77,45.64,2
23,10,-96.19,44.53,2
5,17,-104.01,39.56,2
46,16,-72.21,44.54,2
3,5,-111.61,35.26,2
