state_code,bird,lon,lat,lat_zone
16,26,-98.05,39.6,2
35,19,-81.89,40.52,2
34,12,-76.19,42.87,2
40,8,-81.7,33.88,2
10,4,-83.65,33.3,2
22,0,-85.17,44.6,2
15,19,-85.68,39.15,2
40,8,-82.83,34.86,2
27,19,-77.74,35.88,2
41,24,-102.84,44.91,2
41,24,-96.8,43.12,2
2,20,-92.47,35.98,2
45,19,-78.07,36.93,2
34,12,-73.96,43.66,2
31,13,-75.26,39.68,2
26,26,-104.55,45.91,2
5,17,-108.55,40.65,2
13,18,-116.45,44.41,2
8,11,-75.48,38.52,2
47,27,-122.12,48.91,2
16,26,-96.42,38.26,2
16,26,-99.65,37.63,2
7,21,-77.06,38.9,2
43,20,-94.07,29.82,1
19,2,-72.11,42.32,2
1,29,-87.75,30.32,2
42,20,-84.24,35.77,2
10,4,-84.46,34.04,2
27,19,-77.03,36.11,2
23,10,-93.42,48.16,2
48,0,-91.38,44.87,2
31,13,-74.86,41.1,2
41,24,-103.25,43.12,2
30,22,-72.17,43.84,2
37,26,-119.02,45.27,2
39,23,-71.54,41.76,2
15,19,-87.31,38.68,2
19,2,-71.62,42.07,2
22,0,-85.77,46.54,2
48,0,-89.13,45.8,2
13,18,-115.76,42.93,2
2,20,-90.68,36.39,2
3,5,-110.96,34.42,2
3,5,-110.03,31.6,2
9,20,-82.25,27.11,1
42,20,-86.7,35.21,2
13,18,-111.1,42.37,2
29,26,-99.72,41.79,2
23,10,-93.35,44.8,2
46,16,-73.21,44.52,2
5,17,-104.56,38.49,2
7,21,-77.01,38.89,2
9,20,-81.93,30.49,2
48,0,-91.39,45.81,2
34,12,-78.83,43.21,2
40,8,-81.73,33.56,2
19,2,-72.46,42.58,2
15,19,-85.62,40.48,2
42,20,-87.56,36.04,2
48,0,-90.05,46.04,2
31,13,-74.68,39.88,2
23,10,-91.12,47.41,2
0,28,-152.7,62.71,0
8,11,-75.62,39.59,2
40,8,-79.64,33.64,2
31,13,-74.67,39.27,2
21,9,-69.13,45.2,2
32,14,-105.93,35.09,2
17,19,-86.13,37.62,2
12,13,-93.08,42.81,2
15,19,-85.39,40.48,2
43,20,-99.98,33.69,2
