sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),target
6.32704625842622,3.0544473700597616,4.9783007175110106,1.4212989900652808,1
6.180296198663866,2.6597115749508458,4.5253208968915715,1.6377117677589315,1
4.9473071014415755,2.8271906353962435,3.226539187238656,0.1,1
6.568913403257816,2.707656701332853,4.30651559088218,1.3452905349843176,1
5.110806953603071,2.9873460735342077,1.5380884404827293,0.23375714750775195,0
6.121365616682604,2.7100830732764107,5.418579225130234,1.850332289022893,1
5.289935083263708,2.5917718090256585,5.103858966218614,1.3815948268630869,1
6.793807153906299,3.1991720398754775,4.3757682982184924,0.2503859949437017,2
5.20094160339462,2.851961565554155,5.202758086598061,1.7469083332119997,1
5.296685252497455,3.1157163141730475,4.783623559954957,0.1,2
6.381177583625971,2.711493625666078,5.199451310564028,1.910997088891499,1
6.817332911127494,2.6841652741272766,4.1487820827759085,1.156987011002101,1
5.105739863937663,3.303561421875289,1.5326848145422853,0.28853477942329864,0
6.178211742359353,2.6904507537369793,4.852927254569514,1.5819843544539594,1
6.614507285274488,2.979820168124803,1.7458349212821178,1.526137907584872,0
6.459676901120887,2.769238798609068,5.256384949792406,1.8240781950168865,2
4.5370217349263395,3.1431754937818885,1.4425487058719584,0.2280224152700911,0
6.685816335583868,2.6906948869081977,4.9924896555777964,1.8183385101067824,1
6.150433277997412,2.8588034110761034,5.23325251606699,1.7108170906191156,2
6.526945154427586,3.160185275003619,5.211434739039276,0.21560320539733485,0
5.9694565953755125,3.0619249008902365,4.84776157001104,1.5721495134012637,1
6.248973992952458,2.5751309538737304,4.81817015577343,1.6607947296561438,2
4.98036723383469,3.0684729920146503,1.4953505189504075,0.3365592173409258,0
6.382764620508728,2.8076055253447274,4.947009629385904,1.3823603545871828,1
5.003471511994816,3.3989343276251396,1.3371521423984338,0.1968238465098902,0
4.8226116392950145,3.5078716424008025,1.896732805678166,0.24576949489711447,0
5.496670668757474,3.1938354686426913,5.146476921003993,1.7120783210110129,1
4.698186232504398,2.6297808528198074,1.1371655057155365,0.14832224666188107,1
6.263890650739276,2.5648052648505595,4.873729731928803,1.4316943402966171,1
6.327970075825495,2.4098728132223597,6.000217310754121,2.058807638014946,2
