age,sex,relation,has_high_education,top1_interes,top2_interes,top3_interes,top4_interes,top5_interes,is_parent,has_pets,mean_tr,median_tr,tr_per_month
27.0,1,0,0,11,6,14,22,5,0,0,2268.645010141988,1306.37,23.59336379716981
29.0,2,4,1,21,14,15,6,25,0,1,306.34272727272725,148.82,4.899594512195122
38.0,2,0,0,14,23,6,19,0,1,0,1127.340172413793,488.375,30.532588443396225
24.0,1,0,0,8,23,15,6,24,1,0,716.9027306273064,300.0,51.79524725274725
45.0,1,0,0,23,15,19,1,18,0,0,6739.61693877551,449.57,2.5494134615384616
27.0,1,0,0,16,5,4,19,0,1,0,934.142209631728,468.0,16.86690247252747
31.0,1,0,0,0,11,6,17,10,0,1,826.0269175991862,190.0,47.34089893196202
34.0,2,0,0,6,24,21,15,18,1,0,26043.875,2162.75,0.6227493606138107
37.0,2,0,0,14,8,6,10,7,1,0,936.356,610.0,1.8788194444444448
48.0,1,0,0,15,23,11,6,24,1,0,1045.1843886462882,409.395,43.90579133858268
45.0,2,0,0,14,19,23,9,6,1,0,4248.784915254238,1326.0,4.500690789473684
29.0,2,0,0,6,2,25,17,18,0,0,414.89433333333335,200.0,10.833463983050848
57.0,2,0,0,11,10,19,5,23,0,0,1577.782929292929,394.0,12.451448863636363
29.0,2,0,1,6,14,3,21,18,0,0,3671.836902173913,1099.5,8.946301916932907
47.0,1,4,0,6,14,11,3,15,0,0,1829.830817843866,500.75,12.813019366197183
37.0,1,0,0,11,19,15,16,25,1,0,3196.8054716981133,500.5,10.612857730263158
31.0,2,0,1,14,6,15,21,3,0,0,1028.0832413793105,316.51,30.507006048387098
49.0,2,0,0,3,15,14,23,8,0,0,1385.4717439293595,308.5,43.087201171875
74.0,1,1,1,10,25,9,4,3,0,0,10915.924857142856,5913.0,1.81171875
32.0,1,0,0,19,0,16,10,23,1,0,2137.3295913461543,545.0350000000001,19.78396875
46.0,1,1,0,11,14,19,20,3,0,0,2630.625,2749.5,9.7398
28.0,2,0,0,2,6,14,9,18,0,0,38407.89473684211,40000.0,26.286392045454544
46.0,1,0,0,23,15,4,11,12,1,0,3222.555923344948,920.0,13.73487912735849
