age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
51,2,368580,10,8,2,3,0,4,1,0,0,68,38,0
24,4,308019,13,9,4,10,1,4,1,0,0,44,37,0
34,2,184879,8,4,2,3,0,4,1,4,0,40,37,1
21,0,190419,10,8,6,0,1,4,1,2,0,40,37,0
35,2,106850,10,8,4,7,4,4,1,0,0,39,38,0
48,2,194325,14,9,0,2,3,4,0,3516,0,44,37,0
36,4,253250,14,7,6,2,1,4,0,0,0,40,38,0
39,2,112015,14,9,2,8,5,4,1,4,0,36,37,1
26,2,187174,15,10,4,2,1,2,1,0,0,39,38,0
34,2,190671,8,12,2,8,0,4,1,6,0,15,37,1
31,2,383824,10,8,4,0,4,2,0,0,0,30,38,0
52,4,165090,13,9,0,2,0,4,1,0,0,48,6,0
35,4,178863,9,9,2,9,0,4,1,0,0,40,38,1
36,2,225397,10,9,4,10,0,2,0,0,0,13,38,0
23,2,195452,15,10,4,0,1,4,0,2,0,39,38,0
32,2,214621,14,9,1,12,0,4,0,0,0,40,38,0
46,1,401793,11,9,0,5,4,4,1,0,0,39,38,0
59,2,104874,15,4,0,3,0,4,0,0,0,40,38,0
51,2,111540,0,9,2,9,0,4,0,0,0,65,38,1
37,2,164655,11,9,2,1,1,4,1,0,0,40,38,0
39,2,293107,10,8,2,2,0,4,1,0,0,39,37,0
26,2,266009,8,12,2,10,0,4,1,7560,0,39,38,1
20,2,224708,15,11,4,6,4,4,1,0,0,20,38,0
46,2,117382,8,8,2,2,0,2,1,0,1793,54,38,1
47,2,248044,11,9,4,2,4,4,1,2,0,40,38,0
23,2,185428,8,9,2,9,0,2,1,0,0,35,38,0
23,2,120352,14,9,4,0,1,4,0,3,0,30,17,0
45,2,169465,10,9,4,12,4,4,1,0,0,39,37,0
75,4,294455,11,14,2,0,0,4,1,1,0,39,37,0
42,2,218226,11,9,0,2,1,4,0,0,0,50,37,0
19,2,194731,11,9,4,7,4,4,0,4,0,35,38,0
24,2,196001,15,10,4,1,1,4,0,0,0,39,38,0
31,1,69215,8,12,2,10,0,4,1,1,0,50,37,1
30,2,165842,11,9,4,6,3,4,0,0,0,40,38,0
54,4,283776,10,8,2,3,0,4,1,0,0,38,38,0
56,2,318700,14,9,4,10,1,4,0,4,2485,11,6,0
45,2,232724,10,8,2,1,0,4,1,0,0,40,38,0
22,2,333731,9,8,4,3,1,4,1,0,0,39,37,0
47,2,127991,15,9,2,1,4,4,1,0,0,40,37,0
37,2,176715,11,7,2,2,2,4,0,2,0,39,37,0
31,2,188332,11,9,2,6,0,4,1,0,0,60,37,1
31,2,295990,9,11,2,0,1,4,1,0,0,34,38,1
25,2,271886,0,9,4,6,1,4,1,5,0,40,37,0
20,2,234474,14,9,5,9,3,4,1,0,0,50,37,0
60,2,294506,9,12,2,2,0,4,1,0,0,49,37,0
33,2,30398,11,9,4,9,1,4,0,4,0,30,37,0
59,2,217152,5,9,2,11,1,4,1,5,0,50,37,0
44,4,68394,10,8,2,4,0,2,1,0,0,29,37,0
50,2,117082,11,9,4,5,3,4,0,0,0,39,37,0
33,2,544969,11,9,2,3,0,4,0,0,0,40,38,0
49,2,358430,14,11,5,2,4,4,0,7531,0,60,37,0
41,1,297824,8,13,2,8,0,4,1,0,0,24,38,0
19,2,183634,0,9,4,7,3,4,0,0,0,34,38,0
44,4,103824,11,7,2,4,0,4,1,10,0,40,37,1
44,2,220072,8,12,2,3,0,4,1,3544,0,39,38,1
43,2,93571,15,10,6,0,0,4,1,1,0,40,37,0
46,0,126117,11,9,4,3,1,0,1,0,1830,45,37,0
35,2,117378,8,12,2,11,0,4,1,0,0,49,6,0
43,2,227990,15,10,4,7,3,2,1,0,0,50,29,0
37,2,81138,10,8,4,10,5,4,1,0,0,40,38,0
40,1,39504,10,8,2,11,0,4,1,0,0,25,38,0
47,2,172357,15,10,2,10,0,4,0,8,0,49,37,0
26,2,190903,15,9,4,10,1,4,0,0,0,39,38,0
33,2,337648,10,8,2,2,0,4,1,99450,0,40,38,0
19,2,177988,15,9,4,2,3,4,1,0,0,39,6,0
33,2,397015,10,8,0,0,4,4,0,4,0,39,38,0
25,2,167437,5,13,2,11,0,4,1,0,0,39,38,0
29,4,158522,8,12,2,10,0,4,1,3,0,24,37,0
46,2,136081,15,12,2,2,0,4,1,0,0,59,38,0
40,2,196777,10,9,2,12,0,4,0,0,0,40,38,0
57,2,82350,15,10,4,7,1,3,0,1,0,19,38,0
35,2,880240,14,10,2,3,0,4,1,0,0,24,6,1
36,2,147812,15,10,5,0,3,4,0,4,0,40,38,0
50,2,383331,9,13,2,10,0,4,1,4,0,44,37,1
25,2,351758,14,10,4,0,1,1,0,1,0,40,6,0
21,2,206533,0,9,6,12,3,4,1,0,0,39,37,0
47,2,50622,10,8,2,4,0,4,1,3,0,13,37,0
36,2,181226,9,9,2,5,0,4,1,0,0,50,38,1
32,2,208291,15,13,2,9,1,4,0,0,0,23,37,0
30,1,254321,9,11,0,10,0,4,1,0,0,40,38,0
21,2,108121,0,10,2,10,4,4,1,6,0,39,37,0
47,2,398610,15,9,0,10,1,4,1,0,0,40,37,1
25,2,192719,10,9,4,6,1,0,0,1,0,14,38,0
54,1,155578,11,9,2,9,0,4,1,6,0,40,38,1
25,2,120598,11,9,4,2,1,4,0,0,0,45,37,0
27,4,170751,0,9,6,10,0,4,1,0,0,29,38,0
44,2,193847,11,9,4,0,1,4,0,0,0,45,37,0
56,5,370974,0,9,4,3,1,4,1,0,0,41,38,0
44,2,191285,8,12,2,9,0,2,1,0,0,40,37,0
26,2,250364,11,9,4,2,1,4,1,2,0,29,38,0
38,2,144503,0,9,4,7,3,4,1,2,0,44,38,0
68,2,196981,10,8,2,4,0,4,1,0,0,39,37,0
33,2,101886,9,13,2,0,0,1,0,2,0,60,38,0
34,2,82825,5,8,4,6,3,4,0,0,0,40,38,0
37,1,111604,11,9,2,10,0,4,1,4,0,49,37,1
42,2,254738,14,9,2,9,1,4,0,7,0,40,38,1
44,2,196488,10,8,2,4,0,4,1,0,0,40,38,1
22,4,205762,14,9,2,9,5,4,1,2707,0,44,37,1
62,2,195905,11,12,2,9,0,2,1,10,0,50,37,1
61,2,185912,11,9,4,0,1,4,1,0,0,35,37,0
