age,sex,relation,has_high_education,top1_interes,top2_interes,top3_interes,top4_interes,top5_interes,is_parent,has_pets,mean_tr,median_tr,tr_per_month
34.290190985322695,2,0,0,4,6,19,3,15,0,0,36453.29769269498,1059.1346993875243,2.6304892225523178
55.841387663402884,1,0,0,12,4,9,13,19,0,0,9487.392876844444,5769.714434372823,1.5904074321673811
43.25715012467732,1,0,0,11,6,11,6,15,0,0,1670.3254699100398,1686.2612125601831,4.831016329688264
25.43523165039792,2,1,0,14,16,20,18,10,0,0,1904.8543798630367,24.141367916424656,13.051510289023838
64.73278008917092,1,7,0,7,16,21,19,19,1,0,9884.295064940685,1826.4206741552712,1.847687452422164
38.85731569191417,1,0,0,23,6,4,14,21,0,0,8216.3823589538,869.0833759049606,18.95729168277133
43.47130604230896,1,0,0,24,14,16,5,8,0,0,1049.3881288282187,705.4754550415964,0.119360294117647
38.38737201058119,1,0,0,23,18,4,7,17,1,0,888.747182840803,178.4065196800628,56.204572504691896
62.921267425721794,1,0,0,2,6,21,6,13,0,0,3888.1299776341684,497.0227061818656,18.065381401321492
61.43829427266599,1,0,0,16,21,5,6,15,1,0,14018.003651163222,1422.8929742497457,14.327956644479276
37.343210502989315,1,0,0,0,12,2,6,19,1,1,5861.5338388554865,978.966396850574,38.29386647766391
70.39215291117006,1,4,0,16,23,21,6,21,0,0,5178.537144818129,1367.7521692649489,5.01982771684415
22.860874006141714,1,0,0,2,15,14,3,20,1,0,596.4032202677174,133.25915008174007,14.06992546215595
41.41982060467716,1,0,0,15,6,14,5,10,1,0,485.34104095118573,500.189167548088,2.680469421485414
48.801314985831674,2,4,1,11,22,24,12,2,1,0,1911.0117476541866,570.0808107241736,23.080276761841812
39.04273610318008,1,0,0,11,13,15,8,6,1,0,275.2194453182492,712.5588024227709,2.2768510465508145
39.83977363730305,2,0,0,2,12,3,21,16,1,1,1566.0333653435946,674.296922664395,16.310976793835128
35.37804840259497,2,0,0,4,20,1,6,9,0,0,399.21575016216707,236.80889275575106,21.862206570848244
39.20394468810414,2,0,0,24,7,6,7,16,0,0,2358.649368238017,771.8902437597724,2.629689623537706
36.91732112538454,2,0,0,6,22,14,22,5,1,0,1.0,3154.411457356295,13.739738323245952
54.27202647027936,2,4,0,11,4,12,17,10,0,0,8615.081644974141,12631.882026158557,0.119360294117647
25.325412166836955,1,0,0,15,7,14,8,3,1,0,634.0017820130133,6353.58667897464,7.839572814472088
62.022624539055094,2,0,1,21,12,7,22,20,1,0,2335.0106572623363,1313.9472434084657,2.689528373850607
26.282246593700776,2,0,0,4,8,20,24,0,0,0,249.17449970588837,1.0,98.30484377657697
52.04056695635172,1,0,1,15,2,14,6,10,0,0,4709.261999340535,1174.390242916002,12.920496594933335
34.671630801661074,2,0,0,7,3,18,23,6,1,0,3137.1513838797737,111.36229332567649,23.710299969558122
48.29389914585727,1,0,0,17,15,14,5,4,1,0,1267.116401190487,693.1272541857967,15.322911116009315
43.77248307790683,2,0,0,0,14,14,24,22,0,0,9241.68875490775,1481.4439923215914,7.675967743510423
29.22648954061955,2,1,0,15,23,2,7,5,0,1,818.4627869005251,204.4863538823103,3.7420471796442505
35.06197046481721,1,0,0,5,6,4,22,15,1,0,1560.2353504086252,1361.789066512978,19.945357045637667
37.833680991166155,2,0,0,3,25,16,14,7,1,0,8559.050550943459,576.1964619959703,14.882789261037761
38.565976354353715,2,1,0,22,4,3,22,4,1,0,150319.52983517002,9683.021777352289,0.9866238496558482
30.87020388565984,1,0,0,3,2,18,17,4,0,0,1546.1633490913705,491.87312887203996,27.664534642153534
21.869730353119735,2,0,0,13,1,19,24,23,0,0,577.9167619598913,431.40282154245347,6.75505847262535
47.5165617283907,2,0,0,22,13,19,7,3,1,0,1809.840297934453,342.82702528821756,20.233673629013506
