,min,max,mean,stddev
sanity.data_mismatch.score,0.0,0.0,0.0,0.0
sanity.common_rows_proportion.score,0.0,0.001945525291790943,0.0007782101167163772,0.0010656080885107198
sanity.nearest_syn_neighbor_distance.mean,0.10769512568084481,0.14319705606176233,0.12343526850723197,0.012740491286826172
sanity.close_values_probability.score,0.8249027237354085,0.8793774319066148,0.8498054474708171,0.021106932070218704
sanity.distant_values_probability.score,0.0019455252918287938,0.005836575875486381,0.0038910505836575876,0.001375694126822077
stats.jensenshannon_dist.marginal,0.02018055612577291,0.021906608036703745,0.021034105140798596,0.0006271340466930474
stats.chi_squared_test.marginal,0.4968094974351385,0.6237543769315191,0.5769484016537767,0.05171364689559782
stats.inv_kl_divergence.marginal,0.7488235285880124,0.7932990194319384,0.7688611932480073,0.017055459498093138
stats.ks_test.marginal,0.7734018674524322,0.7922313054973561,0.7829223166134341,0.006826898904229111
stats.max_mean_discrepancy.joint,0.0037813723282951258,0.003887272522795226,0.0038338002872965807,4.144476969044995e-05
stats.wasserstein_dist.joint,0.4582515336749089,0.5038417515062626,0.48515112360668916,0.017562638389576474
stats.alpha_precision.delta_precision_alpha_OC,0.6592736705577174,0.7908806297240485,0.7350811753656246,0.05004412495205573
stats.alpha_precision.delta_coverage_beta_OC,0.4586251621271076,0.5486381322957198,0.5015823605706874,0.03533286760018032
stats.alpha_precision.authenticity_OC,0.4883268482490272,0.5330739299610895,0.5081712062256809,0.017149339199252146
stats.alpha_precision.delta_precision_alpha_naive,0.5618677042801556,0.666147859922179,0.6159533073929961,0.044799307855796326
stats.alpha_precision.delta_coverage_beta_naive,0.22451361867704278,0.26212710765239955,0.2483527885862517,0.016191269869173807
stats.alpha_precision.authenticity_naive,0.5719844357976653,0.6439688715953308,0.6054474708171206,0.028240289780796533
stats.prdc.precision,0.9711538461538461,0.9961538461538462,0.9795972371738728,0.01021330841758129
stats.prdc.recall,0.9124513618677043,0.9494163424124513,0.9334630350194553,0.013852905150908862
stats.prdc.density,0.9700575815738963,1.0741747572815534,1.0396035916452964,0.04206146209407671
stats.prdc.coverage,0.7840466926070039,0.867704280155642,0.8151750972762646,0.03281542372263231
performance.linear_model.gt,0.09773901955543789,0.09773901955543789,0.09773901955543789,0.0
performance.linear_model.syn_id,-0.15539170807688535,0.19461872221967852,0.024378524286033664,0.15435361908719894
performance.linear_model.syn_ood,-0.5224070730066164,0.056110950985935014,-0.22052072581082482,0.26877640496979993
performance.mlp.gt,-0.45312472879155424,-0.45312472879155424,-0.45312472879155424,0.0
performance.mlp.syn_id,-1.3714127402502647,0.16418186728660447,-0.1678889659840584,0.6735091230971723
performance.mlp.syn_ood,-1.1835179056324807,0.36909481963851287,-0.21185328367812248,0.6087220829506463
performance.xgb.gt,0.21344375077182381,0.21344375077182381,0.21344375077182381,0.0
performance.xgb.syn_id,0.11096364076722687,0.3808059731251089,0.3003744914200185,0.10771159213067856
performance.xgb.syn_ood,-0.14116738674905138,0.38560429791312467,0.23856621777130468,0.21747473895794808
performance.feat_rank_distance.corr,0.28063241106719367,0.549407114624506,0.37549407114624506,0.10472443715013259
performance.feat_rank_distance.pvalue,0.00013176941557446073,0.063990932688487,0.02628264071342084,0.025343409243498448
detection.detection_xgb.mean,0.9316906421518072,0.9669187648666782,0.9454962719664941,0.013073871937115917
detection.detection_mlp.mean,0.5272778192681106,0.6262745411831647,0.5761070693190231,0.036598274846320625
detection.detection_gmm.mean,0.47410490708606073,0.5453690931189504,0.5085706327944965,0.03162178179649306
detection.detection_linear.mean,0.7787782439338693,0.8344592467308057,0.8146791279971655,0.022423835188039785
privacy.delta-presence.score,7.999999920000001,11.999999880000003,10.483333263256945,1.947576820272677
privacy.k-anonymization.gt,3.0,3.0,3.0,0.0
privacy.k-anonymization.syn,1.00000001,5.00000001,2.80000001,1.4832396974191326
privacy.k-map.score,1.0,2.0,1.2,0.44721359549995804
privacy.distinct l-diversity.gt,3.0,3.0,3.0,0.0
privacy.distinct l-diversity.syn,1.00000001,5.00000001,2.80000001,1.4832396974191326
privacy.identifiability_score.,0.3715953307392996,0.4377431906614786,0.4058365758754864,0.02561156767901015
privacy.identifiability_score._privacy.identifiability_score.OC,0.4357976653696498,0.519455252918288,0.4669260700389105,0.037169208510783674
