target,Dcl,Ao,Iy,Aa,Sh
0,0.327,0.591,0.236,1.126,-0.176
0,-0.601,3.136,-0.296,0.561,-0.271
0,0.845,1.983,-0.238,0.641,-0.123
0,-0.415,2.585,-0.171,1.146,-0.128
0,0.739,2.501,0.526,0.642,-0.199
0,-0.281,1.809,-0.132,1.425,-0.087
0,1.168,0.315,-0.304,2.767,0.269
0,0.845,0.349,1.461,2.513,-0.371
0,0.778,2.239,1.064,0.936,0.411
0,-0.337,2.32,-0.152,0.935,0.123
0,0.443,1.067,0.472,0.251,0.444
0,-0.112,0.651,0.131,2.328,-0.051
0,-0.423,2.844,-0.432,0.711,1.228
0,1.236,1.363,0.458,0.279,0.279
1,1.702,0.596,1.153,0.436,1.763
0,-0.452,2.334,-0.209,0.864,-0.146
0,0.845,0.35,1.463,2.515,-0.372
1,0.517,0.523,1.435,0.215,-0.934
0,0.159,-0.221,0.091,2.744,-0.082
0,0.945,0.752,1.873,0.245,0
0,1.718,0.954,2.003,0.165,0
1,1.372,1.054,-0.724,0.655,1.77
1,0.73,0.742,1.221,0.316,-0.88
0,0.978,1.344,0.492,0.267,0.678
0,0.179,0.54,0.149,1.528,0.07
1,1.702,0.671,1.233,0.567,1.604
0,0.643,0.395,0.544,0.191,0
0,1.166,0.315,-0.304,2.767,0.269
0,0.153,-0.393,-0.082,3.802,-0.055
0,0.355,0.356,0.497,0.076,1.253
0,1.493,1.671,-0.429,0.717,0.86
0,0.386,0.305,-0.664,0.108,-1.016
0,1.264,1.354,-0.39,0.228,0.246
0,0.827,1.607,0.359,0.259,0.172
0,-0.415,2.572,0.309,1.653,0.624
0,0.16,-0.273,-0.07,3.656,0.057
0,0.176,0.294,0.214,2.509,-0.068
0,-0.281,1.809,-0.142,0.301,-0.08
0,-0.107,0.557,0.14,1.936,-0.206
0,-0.107,0.607,0.13,2.301,-0.053
1,0.9,0.876,1.509,0.365,0
0,0.327,1.408,-0.1,0.7,-0.067
0,-0.606,3.345,0.751,0.565,-0.27
0,1.313,0.542,1.501,0.143,-0.864
0,-0.111,0.372,-0.078,3.396,-0.052
0,-0.387,2.243,0.303,0.389,-0.114
0,-0.344,1.405,0.196,1.371,-0.372
0,-0.43,2.519,0.301,0.797,-0.315
0,-0.51,2.062,0.273,0.274,0.148
0,-0.321,1.842,0.229,0.441,-0.096
0,-0.449,2.766,-0.219,0.764,-0.132
0,0.404,0.368,1.22,0.236,2.13
1,1.516,0.609,0.618,0.223,0
1,1.901,0.483,1.404,0.306,1.526
0,0.179,0.482,0.133,2.638,-0.052
0,0.845,0.35,1.463,2.515,-0.372
0,-0.346,2.246,-0.127,1.168,0.099
1,0.77,0.732,1.698,0.216,0.843
0,0.327,0.591,0.236,1.126,-0.176
1,0.792,1.106,1.110,1.014,0.628
0,0.485,1.697,0.283,1.466,-0.18
0,-0.477,2.369,-0.175,1.304,-0.109
0,-0.478,2.328,-0.221,0.92,0.15
0,0.945,0.585,2.237,0.997,-0.653
0,-0.414,2.344,-0.181,0.729,-0.11
0,0.951,0.671,2.188,0.121,0
1,0.77,0.392,0.966,0.257,0.786
1,1.637,0.596,1.056,0.272,0
0,1.314,0.561,1.811,0.437,-0.512
1,0.643,0.427,1.374,0.103,0.984
0,0.513,1.325,0.373,2.035,-0.135
1,0.766,0.688,2.2,0.345,1.909
0,0.327,0.591,0.236,1.126,-0.176
1,0.892,0.892,2.152,0.25,0
0,-0.356,2.212,-0.201,1.265,0.202
1,0.755,0.443,0.65,0.195,0.758
0,0.43,0.464,0.257,1.893,0.292
0,0.587,1.413,1.699,1.362,-0.434
0,-0.107,0.557,0.14,1.936,-0.206
1,1.833,0.48,1.151,0.369,0.58
0,-0.606,3.344,-0.343,0.556,-0.159
0,0.159,0.504,0.099,2.216,-0.089
0,-0.134,0.557,0.18,3.132,-0.066
0,0.181,0.562,0.148,1.453,-0.073
0,1.314,0.561,1.811,0.437,-0.512
1,1.928,0.639,0.926,0.679,0.535
0,0.979,1.431,0.473,0.741,0.233
0,1.166,0.315,-0.304,2.766,0.269
1,1.336,1.65,1.805,0.535,-0.458
0,0.179,0.482,0.133,2.638,-0.052
0,-0.424,2.637,-0.182,0.592,0.185
0,1.235,1.786,0.459,0.346,-0.209
0,0.176,0.294,0.214,2.509,-0.068
0,0.509,1.457,0.27,1.766,0.797
1,1.372,0.908,-0.857,0.659,-0.602
0,0.158,0.266,0.194,2.756,-0.063
0,0.327,0.591,0.236,1.126,-0.176
0,0.485,1.697,0.284,1.466,-0.18
0,1.504,1.6,0.742,0.336,-0.406
1,1.049,2.762,-0.25,1.105,-0.149
