target,Dcl,Ao,Iy,Aa,Sh
0,0.643,0.395,0.544,0.191,0
0,1.964,1.107,0.776,0.328,-0.247
0,0.502,0.996,0.489,0.236,0.525
0,0.443,0.329,1.537,0.134,1.551
1,1.637,0.596,1.056,0.271,0
0,0.845,1.983,-0.238,0.641,-0.123
1,1.901,0.483,1.404,0.306,1.526
0,1.377,1.807,0.992,0.239,-0.478
0,1.436,1.114,0.553,0.274,-0.503
1,0.89,0.971,1.085,0.147,0
0,0.43,0.463,0.257,1.894,0.292
1,0.883,0.568,1.58,0.887,-0.668
0,0.795,0.689,1.019,0.267,0
0,0.467,0.268,-0.611,0.121,-1.052
1,1.321,0.697,1.713,-0.115,0
0,-0.346,2.521,-0.157,1.184,0.337
1,1.531,1.325,0.701,0.337,-0.457
1,1.195,0.882,1.149,0.365,0.78
0,-0.13,0.726,0.102,1.464,0.091
0,-0.606,3.345,-0.343,0.556,-0.159
0,-0.232,1.396,0.133,1.52,-0.081
0,-0.385,2.132,-0.199,1.396,-0.146
0,-0.232,1.396,0.133,1.52,-0.081
0,0.657,1.606,0.801,1.508,0.942
0,1.834,1.095,-0.514,0.179,0
0,0.502,1.654,0.303,0.869,-0.296
0,0.739,2.501,0.526,0.642,-0.199
0,-0.107,0.652,0.128,2.331,-0.052
0,0.845,0.349,1.461,2.513,-0.371
0,-0.143,0.539,-0.084,2.705,0.138
0,0.513,0.269,1.841,2.196,-0.528
0,0.179,0.482,0.133,2.637,-0.05
1,0.513,1.09,1.114,0.96,0.729
0,1.784,0.715,0.792,0.145,0
0,0.509,1.457,0.27,1.766,0.797
0,-0.43,2.716,-0.189,0.857,-0.125
0,-0.321,1.968,0.195,1.031,-0.413
0,-0.485,2.259,0.285,1.065,0.341
0,-0.423,2.817,0.394,1.141,0.371
0,1.064,0.472,1.996,0.099,-0.781
0,-0.381,2.521,0.221,1.116,-0.128
0,0.643,0.395,0.544,0.191,0
0,1.835,1.424,-0.571,0.336,-0.231
0,0.443,0.356,1.604,0.085,-0.792
1,1.195,0.882,1.149,0.365,0.78
0,0.327,1.372,0.217,1.964,-0.18
1,0.731,0.394,2.066,0.143,-0.919
0,0.978,1.426,0.327,0.303,0.157
0,-0.415,2.585,0.302,1.116,1.01
0,-0.363,2.496,-0.164,0.468,-0.075
0,1.768,1.028,-0.48,0.184,-0.209
0,0.829,1.896,1.479,0.997,-0.4
0,1.964,1.107,0.776,0.328,-0.247
0,1.943,1.072,-0.603,0.218,-0.226
1,0.788,0.486,1.553,0.543,-0.668
0,-0.264,1.547,-0.085,2.026,0.088
0,1.883,1.108,-0.506,0.651,0.417
1,1.521,2.717,-0.364,0.836,-0.173
0,0.978,2.52,-0.317,0.476,-0.173
1,1.687,0.563,1.186,0.408,-0.912
0,0.443,1.067,0.472,0.251,0.444
0,-0.601,2.848,0.483,0.362,0.694
0,-0.606,3.344,0.751,0.564,-0.27
0,0.356,1.439,0.391,2.56,0.324
0,-0.321,1.626,0.244,0.741,-0.135
0,0.386,0.305,-0.664,0.108,-1.016
0,1.436,1.234,-0.554,0.243,-0.275
0,0.45,1.288,0.442,2.236,-0.23
0,0.176,0.294,0.214,2.509,-0.068
0,0.795,0.689,1.019,0.219,0
1,1.496,0.671,1.221,0.199,1.513
0,1.784,0.713,0.792,0.174,0
0,0.43,0.464,0.257,1.893,0.292
0,0.992,2.186,0.406,0.535,0.34
1,1.981,0.414,-0.633,0.951,0.34
0,0.739,2.584,0.408,0.266,-0.143
0,0.509,1.457,0.27,1.766,0.797
0,-0.45,2.735,0.243,0.279,0.337
0,0.513,1.325,0.373,2.035,-0.135
0,-0.232,1.505,-0.101,0.972,0.101
0,1.493,0.657,-0.331,2.941,-0.123
0,0.153,0.29,0.162,2.41,-0.062
1,0.517,0.582,-0.638,0.139,0
1,1.464,0.907,-0.617,0.567,-0.492
0,-0.356,1.795,-0.161,0.386,-0.101
0,0.179,0.482,0.133,2.637,-0.052
0,0.45,1.288,0.442,2.236,-0.23
0,-0.477,2.585,0.445,0.311,-0.164
0,0.43,1.197,0.466,2.952,-0.161
0,0.513,1.325,0.373,2.035,-0.135
0,0.795,2.71,-0.223,0.805,0.13
0,0.327,0.591,0.236,1.126,-0.176
0,0.657,1.605,0.801,1.508,0.942
0,1.834,1.095,-0.514,0.179,0
0,1.235,1.786,0.459,0.346,0
0,0.43,0.463,0.257,1.894,0.292
0,0.443,0.356,1.604,0.085,-0.792
0,0.643,0.395,0.544,0.191,0
0,1.764,1.592,0.682,0.487,-0.41
0,0.828,1.727,0.386,0.366,-0.202
