target,Dcl,Ao,Iy,Aa,Sh
0,-0.424,2.963,-0.198,0.769,-0.133
0,1.943,1.072,-0.603,0.218,-0.226
0,-0.346,2.342,0.183,1.044,-0.12
0,0.176,0.294,0.214,2.509,-0.068
1,1.372,1.054,-0.724,0.655,1.77
0,0.386,0.305,-0.664,0.108,-1.016
0,0.16,-0.212,0.11,2.749,-0.06
1,0.808,0.352,1.879,0.074,-0.616
0,0.327,0.591,-0.075,2.996,-0.047
0,1.964,1.134,-0.518,0.27,-0.235
0,-0.421,2.819,-0.182,1.141,0.5
0,1.168,0.448,1.554,0.185,-0.602
1,1.298,0.65,1.893,0.302,-0.499
0,0.755,2.741,0.602,0.389,1.173
0,1.173,0.359,-0.221,3.052,-0.102
0,-0.413,2.572,0.373,1.914,-0.166
0,-0.111,0.707,-0.067,2.07,0.063
0,1.363,1.397,0.508,0.205,-0.177
0,0.443,0.356,1.604,0.085,-0.792
0,0.16,0.788,0.133,1.871,-0.159
0,0.45,1.288,0.442,2.236,-0.23
0,1.947,1.066,-0.443,0.492,-0.263
0,-0.421,2.819,-0.182,0.555,-0.125
0,0.778,2.239,1.064,0.936,0.411
0,-0.427,2.081,0.231,0.308,-0.126
1,1.981,0.414,-0.633,0.951,0.34
1,1.122,0.481,-1.007,0.253,2.337
1,0.513,1.09,1.114,0.96,0.729
0,-0.379,2.496,0.228,1.549,0.163
0,0.159,0.504,0.099,2.216,-0.089
0,0.739,1.554,0.305,1.487,0.337
0,0.978,1.344,0.492,0.267,-0.16
0,-0.344,1.537,0.189,1.637,0.129
0,-0.134,0.557,0.18,3.132,-0.066
0,-0.477,2.302,-0.168,1.116,-0.103
1,1.871,0.363,2.417,0.475,-0.68
0,0.16,-0.273,0.091,3.496,-0.065
0,0.188,0.496,0.15,1.91,-0.149
0,1.947,1.066,-0.443,0.493,-0.263
0,0.158,0.282,0.155,2.365,-0.059
0,0.37,1.73,0.171,1.379,-0.074
0,0.386,0.305,-0.664,0.108,-1.016
0,0.778,2.239,1.064,0.936,0.411
0,0.327,0.591,0.236,1.126,-0.176
0,-0.485,2.259,0.252,1.065,0.343
0,0.45,1.288,0.442,2.236,-0.23
0,-0.379,1.535,0.198,1.892,-0.126
0,1.314,0.561,1.811,0.437,-0.512
0,0.509,0.434,2.041,0.128,0
0,0.327,0.591,0.236,1.126,-0.176
0,0.795,1.573,0.349,1.482,0.318
1,1.122,0.727,1.739,0.245,-0.781
0,-0.601,3.405,0.541,0.532,0
0,-0.415,1.999,-0.193,0.801,-0.225
0,0.467,0.268,-0.611,0.121,-1.052
1,0.749,0.666,-0.366,0.2,1.391
0,1.064,1.232,0.455,0.334,-0.199
0,1.377,1.807,0.992,0.239,-0.478
0,0.327,0.591,0.236,1.126,-0.176
0,0.159,-0.294,-0.072,3.644,-0.045
0,-0.481,2.68,0.398,1.62,-0.343
0,0.179,0.482,0.133,2.638,-0.052
1,0.63,0.82,1.777,0.151,-0.828
0,1.883,1.128,-0.506,0.651,0.417
1,0.622,0.513,1.332,0.149,0.851
0,1.044,2.481,0.572,1.351,-0.183
1,1.464,1.309,1.936,0.572,-0.501
1,0.887,0.734,0.34,0.201,1.24
0,0.829,2.786,-0.275,0.901,-0.148
0,0.778,2.239,1.064,0.936,0.411
1,1.702,0.588,1.233,0.456,1.763
0,0.828,1.242,0.448,0.204,0.224
1,1.321,0.697,1.713,-0.115,0
0,1.377,1.123,-0.459,0.159,-0.178
0,1.13,2.248,0.418,0.516,-0.161
1,0.622,0.513,1.332,0.149,0.851
0,0.739,2.584,0.408,0.266,-0.143
0,0.443,1.067,0.472,0.251,0.444
1,1.059,0.378,-0.398,0.158,0.495
0,0.16,-0.273,0.09,3.496,-0.051
1,1.464,1.309,1.936,0.572,-0.501
0,1.443,2.804,-0.436,0.716,-0.201
0,-0.356,2.256,0.209,1.116,-0.237
1,1.321,0.697,1.713,-0.115,0
0,-0.107,0.557,0.14,1.936,-0.206
0,-0.363,1.616,-0.138,1.363,-0.089
0,0.45,1.288,0.442,2.237,-0.23
0,1.877,1.63,-0.571,0.468,0
0,-0.112,0.65,-0.047,2.786,0.041
0,-0.606,3.345,-0.303,0.405,0.6
0,0.179,0.482,0.133,2.637,-0.05
0,-0.601,2.848,0.483,0.362,0.694
0,-0.13,0.635,0.094,3.148,-0.053
0,-0.606,3.345,0.751,0.564,-0.27
0,0.845,1.983,-0.238,0.641,-0.123
0,-0.427,2.081,0.264,0.238,0.164
0,0.443,1.067,0.472,0.251,0.444
0,0.37,0.327,-0.084,2.221,0.063
0,0.386,0.305,-0.664,0.108,-1.016
0,0.443,0.356,1.604,0.085,-0.792
