target,Dcl,Ao,Iy,Aa,Sh
0,0.485,1.697,0.283,1.466,-0.18
0,-0.385,2.32,0.22,1.612,0.163
0,-0.232,1.396,-0.112,1.446,-0.051
0,0.153,0.29,0.162,2.41,-0.062
0,0.502,0.996,-0.137,1.645,-0.052
0,1.168,1.077,0.769,0.325,-0.206
0,0.179,0.482,0.133,2.637,-0.05
0,0.828,1.727,0.386,0.366,-0.202
0,0.179,0.482,0.133,2.637,-0.05
1,1.833,0.655,1.735,0.678,0.846
0,0.327,0.591,0.236,1.126,-0.176
1,0.942,0.75,0.397,0.274,0.78
0,0.467,0.268,-0.611,0.121,-1.052
0,-0.143,0.529,-0.084,2.705,0.138
0,-0.45,2.51,-0.277,1.195,1.019
0,0.16,-0.213,-0.075,3.226,0.073
0,0.755,2.741,0.602,0.389,1.173
0,-0.424,2.885,0.422,1.004,0.617
0,0.513,0.337,1.485,0.096,0
1,1.079,1.665,-0.371,0.661,-0.159
0,-0.436,2.083,-0.184,0.729,0
0,-0.427,2.192,-0.215,0.619,-0.127
0,0.509,1.457,0.27,1.766,0.797
0,-0.107,0.652,0.128,2.331,-0.052
1,0.634,1.185,1.078,0.225,0
0,0.176,-0.334,0.112,3.388,-0.06
0,-0.413,2.585,0.373,1.214,0.559
0,-0.424,2.972,-0.208,0.77,-0.146
0,-0.344,1.792,-0.124,1.402,0.108
1,1.576,0.714,1.345,0.201,1.486
0,-0.387,2.243,0.244,0.385,-0.231
0,0.179,0.482,0.133,2.638,-0.05
0,0.513,0.337,1.485,0.096,0
0,0.43,0.463,0.257,1.894,0.292
0,-0.379,2.263,-0.173,1.067,-0.117
1,0.845,0.398,2.126,0.12,-0.77
1,0.746,0.434,0,0.097,0
0,0.158,0.282,0.155,2.365,-0.059
1,1.901,0.483,1.404,0.306,1.526
0,0.828,2.887,-0.40,0.706,0.379
0,-0.344,1.796,0.406,1.639,1.027
1,1.671,0.854,-0.779,-0.195,-0.477
0,1.235,1.786,0.459,0.346,0.0
0,0.159,-0.294,-0.072,3.644,-0.045
0,0.795,1.573,0.349,1.482,-0.18
0,0.158,-0.22,0.09,2.696,0.078
0,-0.143,0.529,-0.084,2.705,0.139
0,0.443,0.329,1.537,0.134,1.551
0,0.153,0.29,0.162,2.41,-0.061
0,-0.112,0.65,0.131,2.324,-0.052
0,-0.356,2.226,-0.157,1.304,-0.106
0,0.43,1.197,0.466,2.952,-0.161
0,0.16,-0.273,0.09,3.496,-0.072
0,0.43,1.197,0.466,2.952,-0.161
1,0.77,0.392,0.966,0.257,0.786
0,0.992,2.227,0.406,0.532,0.34
0,1.877,1.63,-0.571,0.468,0
0,-0.321,1.842,0.229,0.441,-0.096
0,0.179,0.482,0.133,2.638,-0.05
0,0.978,2.52,-0.317,0.476,-0.173
0,0.386,0.305,-0.664,0.108,-1.016
0,-0.51,2.579,0.449,0.308,0.664
0,1.385,0.579,1.848,-0.082,-0.912
0,0.978,2.404,-0.319,0.644,0.19
0,0.468,0.406,-0.607,0.173,1.807
0,1.02,1.135,0.486,2.603,-0.139
1,0.758,0.342,1.911,-0.164,-1.145
0,1.504,1.373,-0.44,0.259,-0.239
0,0.327,0.591,-0.081,2.996,-0.055
0,0.828,1.727,0.386,0.366,-0.202
0,1.764,1.592,0.682,0.487,-0.405
1,0.517,0.523,1.435,0.215,-0.934
0,0.828,1.727,0.386,0.366,-0.202
0,1.504,0.513,1.904,0.545,-0.728
1,1.465,0.908,-0.616,0.567,-0.492
0,-0.433,2.911,-0.224,0.562,0.187
1,0.845,0.398,2.126,0.12,-0.77
0,0.467,0.332,-0.794,0.145,0
0,-0.107,0.557,0.14,1.936,-0.206
0,0.327,0.591,0.236,1.126,-0.176
0,0.829,2.767,-0.272,0.901,-0.148
0,-0.363,2.204,0.215,1.453,0.596
0,0.386,0.305,-0.664,0.108,-1.016
0,0.643,0.395,0.544,0.191,0
0,0.513,0.337,1.485,0.096,0
0,-0.111,0.648,0.111,2.255,-0.049
1,0.7,1.953,0.559,1.443,0
1,1.436,1.167,0.816,0.984,1.016
0,-0.337,2.471,-0.164,0.729,-0.103
0,1.718,0.954,2.003,0.165,0
0,0.386,0.327,-0.664,0.154,1.794
0,0.845,2.169,-0.253,0.502,-0.158
0,0.643,0.395,0.544,0.191,0
0,0.829,1.896,1.479,0.997,-0.4
0,-0.111,-0.275,-0.07,3.348,-0.053
0,0.339,0.925,0.195,1.836,-0.137
1,1.896,1.133,-0.601,0.597,-0.231
0,0.485,1.697,0.284,1.466,-0.18
0,0.43,0.464,0.257,1.893,0.292
0,1.313,0.724,-0.259,2.935,-0.104
