state_code,lat,lon,bird,lat_zone
3.0,36.82,-113.41,5.0,2.0
9.0,36.83,-93.07,20.0,2.0
20.0,32.82,-72.24,3.0,2.0
49.0,38.6,-77.8,19.0,2.0
10.0,21.53,-95.67,4.0,2.0
33.0,42.86,-112.22,18.0,2.0
7.0,38.84,-77.99,21.0,2.0
49.0,38.99,-81.47,19.0,2.0
10.0,32.85,-89.21,4.0,2.0
9.0,29.84,-80.94,20.0,1.0
25.0,35.34,-97.38,20.0,2.0
36.0,44.26,-100.98,26.0,2.0
26.0,44.38,-122.59,26.0,2.0
26.0,47.16,-114.54,26.0,2.0
0.0,38.06,-107.54,28.0,0.0
25.0,32.51,-81.7,20.0,1.0
29.0,33.42,-92.31,24.0,2.0
41.0,45.63,-100.98,24.0,2.0
35.0,41.25,-85.49,19.0,2.0
10.0,31.8,-91.0,20.0,2.0
13.0,31.04,-114.48,18.0,2.0
1.0,35.85,-86.88,29.0,2.0
41.0,44.92,-100.47,25.0,2.0
35.0,37.5,-85.72,19.0,2.0
23.0,35.76,-85.9,10.0,2.0
44.0,40.78,-104.13,6.0,2.0
19.0,39.03,-71.9,23.0,2.0
1.0,33.15,-112.91,28.0,2.0
49.0,38.43,-80.59,19.0,2.0
15.0,40.92,-84.61,19.0,2.0
15.0,41.69,-86.65,19.0,2.0
31.0,41.54,-71.08,13.0,2.0
11.0,36.9,-155.35,15.0,1.0
47.0,46.25,-98.01,27.0,2.0
2.0,33.9,-91.9,20.0,2.0
49.0,38.27,-78.99,19.0,2.0
40.0,35.82,-71.78,8.0,2.0
2.0,30.1,-90.09,20.0,2.0
1.0,33.72,-87.01,20.0,2.0
49.0,39.89,-80.27,19.0,2.0
4.0,38.97,-110.21,7.0,2.0
44.0,34.58,-73.64,12.0,2.0
29.0,41.43,-71.0,26.0,2.0
14.0,38.13,-71.31,19.0,2.0
15.0,38.58,-77.41,19.0,2.0
45.0,36.39,-77.75,19.0,2.0
15.0,38.1,-85.23,19.0,2.0
47.0,42.64,-117.1,27.0,2.0
3.0,37.78,-117.54,5.0,2.0
30.0,41.67,-71.06,22.0,2.0
13.0,44.99,-110.95,18.0,2.0
14.0,39.46,-74.05,19.0,2.0
20.0,38.29,-75.02,1.0,2.0
8.0,38.78,-75.47,11.0,2.0
10.0,38.44,-72.03,4.0,2.0
16.0,43.03,-97.95,26.0,2.0
6.0,-76.88,-91.64,0.0,2.0
9.0,20.58,-89.0,20.0,2.0
22.0,42.23,-85.51,0.0,2.0
42.0,30.04,-93.4,20.0,2.0
44.0,41.62,-91.33,6.0,2.0
37.0,41.24,-120.28,26.0,2.0
32.0,47.54,-107.59,26.0,2.0
41.0,42.27,-100.1,24.0,2.0
12.0,41.29,-113.78,13.0,2.0
13.0,39.05,-114.71,18.0,2.0
50.0,37.47,-106.42,27.0,2.0
43.0,33.46,-88.64,20.0,2.0
18.0,31.57,-90.24,3.0,2.0
37.0,46.05,-112.7,26.0,2.0
19.0,42.53,-88.79,2.0,2.0
7.0,38.13,-87.7,21.0,2.0
30.0,27.2,-119.78,6.0,1.0
46.0,46.2,-107.62,17.0,2.0
29.0,42.46,-122.44,26.0,2.0
7.0,38.13,-77.23,21.0,2.0
15.0,39.43,-78.78,19.0,2.0
2.0,40.23,-84.6,20.0,2.0
15.0,39.77,-80.62,19.0,2.0
19.0,47.53,-69.17,2.0,2.0
36.0,36.79,-79.53,25.0,2.0
26.0,45.53,-103.94,26.0,2.0
40.0,42.79,-71.3,8.0,2.0
21.0,46.73,-122.86,9.0,2.0
41.0,43.3,-101.03,17.0,2.0
42.0,32.63,-94.56,20.0,2.0
39.0,41.65,-89.32,8.0,2.0
8.0,35.35,-84.65,21.0,2.0
43.0,40.78,-77.13,19.0,2.0
43.0,34.51,-99.47,20.0,2.0
11.0,31.39,-108.13,15.0,2.0
47.0,48.44,-119.7,27.0,2.0
29.0,44.33,-98.77,26.0,2.0
41.0,44.19,-102.11,6.0,2.0
15.0,39.59,-87.12,19.0,2.0
46.0,40.63,-75.1,16.0,2.0
11.0,20.13,-85.0,13.0,1.0
44.0,41.86,-121.53,6.0,2.0
44.0,40.76,-89.51,12.0,2.0
6.0,44.95,-72.23,0.0,2.0
