fWidth,fConc,fAsym,fConc1,fLength,fDist,fSize,fM3Long,fAlpha,class,fM3Trans
7.412,0.509,-9.346,0.309,27.236,108.692,2.713,-3.834,61.157,1,3.89
14.938,0.432,10.177,0.248,24.718,219.284,2.454,15.632,8.976,0,8.725
22.847,0.29,6.089,0.157,33.86,111.115,3.007,-15.941,8.94,0,-14.621
5.586,0.809,14.683,0.588,29.198,237.952,2.286,13.409,83.602,1,-8.388
24.573,0.338,22.429,0.19,30.058,74.456,3.121,24.157,25.478,0,-18.758
13.001,0.56,10.8,0.385,32.295,75.984,2.477,26.721,39.825,0,-12.75
15.772,0.418,20.669,0.21,29.336,245.117,2.902,-7.456,65.015,1,-13.283
10.38,0.408,41.09,0.206,42.38,153.201,2.571,18.166,32.467,0,-6.294
18.161,0.286,12.695,0.145,40.666,116.04,2.801,34.653,13.278,0,-12.256
13.078,0.6,11.472,0.31,21.397,162.479,2.523,-10.095,14.853,0,11.277
16.563,0.21,78.76,0.112,76.502,219.806,2.923,73.119,15.814,0,-5.446
17.22,0.455,-20.685,0.266,20.674,70.524,2.441,-14.056,83.862,0,-16.035
27.071,0.36,12.965,0.198,29.974,116.66,2.839,24.205,78.676,1,23.774
9.790,0.349,-25.859,0.218,59.763,230.697,2.592,-28.712,87.626,1,6.156
15.05,0.41,11.154,0.222,27.543,169.987,2.349,-12.112,6.642,0,11.068
27.092,0.205,16.398,0.112,42.283,168.1,3.164,31.451,15.087,0,-18.474
17.855,0.175,142.768,0.093,71.353,155.507,3.085,-20.11,16.636,1,-3.536
29.24,0.177,-55.235,0.116,103.274,286.185,3.466,54.818,5.237,0,-13.429
17.838,0.39,11.888,0.234,34.313,191.113,2.769,-26.385,4.427,0,9.289
35.899,0.122,72.92,0.064,79.221,181.652,3.719,62.537,8.264,0,-18.148
48.621,0.113,-58.914,0.081,82.424,325.247,3.972,-61.821,11.697,1,45.481
18.85,0.375,1.626,0.214,27.797,165.382,2.672,22.579,17.392,0,10.271
25.054,0.21,-47.482,0.118,39.799,194.274,3.099,22.871,24.18,0,15.6
18.731,0.375,11.265,0.214,25.166,122.646,2.672,19.353,43.084,0,11.591
18.029,0.197,61.777,0.106,61.17,211.609,3.186,54.655,4.301,0,-12.575
21.334,0.263,36.444,0.134,33.858,77.935,2.77,22.022,10.547,0,10.881
