fWidth,fConc,fAsym,fConc1,fLength,fDist,fSize,fM3Long,fAlpha,class,fM3Trans
28.544,0.161,-89.29,0.094,77.727,241.255,3.681,48.11,5.68,0,-7.142
16.281,0.314,59.505,0.161,40.181,183.184,2.636,-18.318,14.366,0,15.348
12.736,0.461,11.583,0.237,20.524,81.618,2.203,14.762,18.781,0,5.786
11.419,0.744,-15.039,0.394,12.793,195.426,2.151,6.875,82.883,1,-11.707
25.445,0.34,-16.866,0.192,30.56,216.186,2.806,-26.583,15.833,0,17.223
16.84,0.428,-4.191,0.25,30.858,183.427,2.563,23.454,24.902,0,12.68
15.929,0.267,-74.103,0.157,85.837,256.348,2.852,41.502,2.144,0,-10.228
14.797,0.507,30.142,0.258,15.522,246.631,2.583,-5.725,57.349,1,-7.79
14.235,0.338,51.089,0.201,54.011,144.171,2.736,45.171,8.772,0,-10.911
20.094,0.397,99.905,0.238,40.467,288.71,2.713,-28.088,25.573,0,-5.174
21.575,0.321,-3.496,0.175,28.787,160.976,2.892,-18.039,10.487,0,13.719
13.234,0.282,-18.821,0.156,57.844,200.136,2.839,40.159,1.169,0,-3.97
11.548,0.608,0.10,0.312,16.294,237.174,2.29,-0.294,77.617,0,-3.758
26.428,0.234,11.793,0.119,56.065,248.367,3.004,38.102,6.697,0,-18.979
10.509,0.599,-5.637,0.344,20.458,142.186,2.223,16.724,46.285,0,-8.521
19.088,0.381,-13.398,0.222,26.098,190.556,2.872,-22.078,9.518,0,8.457
18.012,0.342,24.967,0.192,29.167,210.92,2.841,10.139,6.382,0,-8.975
21.413,0.257,32.343,0.14,33.493,238.018,2.832,22.508,1.205,0,13.689
9.58,0.658,1.42,0.472,19.891,203.126,2.411,-6.455,21.822,1,-9.159
17.937,0.451,35.942,0.294,27.826,65.728,2.608,-24.72,28.23,1,-5.942
27.148,0.172,-55.734,0.093,98.532,281.72,3.638,66.473,0.609,0,-17.909
17.591,0.305,11.239,0.152,44.586,178.82,2.738,35.551,4.045,0,-9.942
15.902,0.469,-30.466,0.247,23.038,119.488,2.565,14.284,80.508,1,11.33
23.433,0.188,24.932,0.096,71.433,245.206,3.296,70.105,2.137,0,10.389
16.703,0.33,33.718,0.18,34.264,134.916,2.725,27.337,4.751,0,12.051
18.384,0.356,-20.046,0.205,29.264,160.803,2.893,-17.652,64.97,1,9.664
7.354,0.747,-1.733,0.421,19.509,165.387,2.135,9.255,54.986,0,3.553
7.22,0.771,-179.537,0.388,143.632,249.285,2.12,58.942,19.318,0,-5.179
25.541,0.189,-25.414,0.095,86.49,243.232,3.192,-66.033,7.219,0,-15.038
18.03,0.337,12.635,0.194,28.823,140.793,2.898,19.678,22.053,0,10.024
12.989,0.515,-14.277,0.267,18.288,157.526,2.402,-7.229,48.039,0,-3.933
10.55,0.578,-23.8,0.292,18.241,193.928,2.22,-8.907,18.975,0,5.031
15.879,0.408,-0.903,0.265,41.774,166.014,2.679,-30.098,2.018,0,7.094
65.778,0.176,-75.4,0.09,131.466,129.876,3.139,-139.535,25.926,1,-57.979
24.898,0.193,27.913,0.101,67.588,268.313,3.29,83.664,1.718,0,7.922
9.499,0.507,12.634,0.274,26.925,198.698,2.435,19.168,15.346,0,2.968
17.855,0.175,142.768,0.093,71.353,155.507,3.085,-20.11,16.636,1,-3.536
17.054,0.424,32.417,0.253,29.863,185.837,2.735,18.59,60.572,0,-7.458
11.055,0.598,9.368,0.347,19.732,207.138,2.409,16.87,78.904,0,-6.24
29.643,0.229,61.366,0.122,43.164,119.782,3.006,20.088,17.062,0,15.609
10.32,0.565,46.648,0.323,40.284,184.117,2.465,21.821,3.496,1,2.966
13.781,0.379,28.712,0.222,27.821,225.529,2.74,19.288,7.332,0,4.187
19.027,0.298,-0.092,0.172,29.491,196.934,2.932,-2.692,3.249,0,-10.038
41.75,0.118,4.703,0.082,135.078,169.609,3.373,98.615,59.614,1,-41.114
11.583,0.595,16.317,0.337,27.679,204.817,2.417,-23.099,31.509,1,-9.145
6.909,0.79,-22.6,0.489,21.224,213.125,2.101,-10.828,36.616,0,-4.202
25.578,0.213,-110.684,0.116,152.87,260.42,3.022,-120.735,8.14,0,-9.085
22.542,0.293,-0.946,0.171,31.371,166.225,2.918,22.400,6.119,0,14.279
8.336,0.538,27.142,0.317,30.688,130.589,2.751,22.305,24.305,1,-16.068
25.386,0.252,9.239,0.134,35.795,219.262,2.990,19.44,3.409,0,-19.955
11.977,0.618,-16.409,0.317,18.613,42.617,2.392,25.939,12.371,1,-17.249
27.928,0.329,-69.108,0.192,79.022,330.15,3.042,-57.923,1.202,0,13.507
12.902,0.536,21.683,0.277,18.538,257.999,2.406,8.791,30.28,0,8.346
10.552,0.781,14.024,0.532,13.207,116.341,2.127,2.864,27.328,0,11.69
