fWidth,fConc,fAsym,fConc1,fLength,fDist,fSize,fM3Long,fAlpha,class,fM3Trans
17.324,0.394,25.638,0.199,25.76,128.933,2.681,19.225,10.273,0,-12.868
12.632,0.521,15.652,0.33,20.665,244.19,2.359,15.338,54.346,1,5.281
13.53,0.5,45.512,0.328,37.597,173.08,2.494,-8.699,13.599,0,-9.846
28.413,0.282,-18.609,0.177,29.674,161.617,2.877,-2.232,50.251,1,-30.139
132.862,0.073,-72.613,0.038,262.525,249.638,3.958,-282.395,35.676,1,67.69
16.511,0.281,-5.336,0.16,33.591,94.339,2.558,9.577,6.723,0,13.92
20.077,0.209,-35.855,0.11,48.64,237.976,2.98,20.869,4.609,0,16.657
27.113,0.336,58.793,0.242,55.883,154.839,2.858,47.962,84.93,1,-26.53
28.544,0.161,-89.29,0.094,77.727,241.255,3.681,48.11,5.68,0,-7.142
16.281,0.314,59.505,0.161,40.181,183.184,2.636,-18.318,14.366,0,15.348
16.824,0.374,-14.453,0.234,40.456,143.712,2.67,-22.077,18.698,0,11.572
27.888,0.154,19.58,0.079,72.453,215.185,3.953,78.143,0.585,0,-10.725
14.505,0.336,-7.41,0.2,32.854,93.617,2.918,21.528,13.931,0,11.057
16.603,0.392,25.52,0.238,28.106,77.388,2.749,20.143,16.87,0,7.444
9.778,0.301,33.985,0.152,57.747,125.619,2.882,58.166,3.346,1,6.237
29.539,0.313,21.189,0.178,69.908,333.822,3.354,-32.072,7.027,0,23.111
27.659,0.181,-19.723,0.092,37.668,120.77,3.453,28.078,22.924,0,-23.421
27.593,0.293,-33.319,0.149,80.328,189.856,2.657,-92.146,66.855,0,27.72
7.46,0.743,-0.999,0.453,19.198,131.125,2.088,6.104,11.249,0,4.226
11.25,0.745,-14.818,0.414,12.952,183.213,2.077,6.665,42.636,0,-10.987
21.494,0.297,-26.168,0.2,35.852,233.995,2.858,-24.127,10.894,0,14.368
6.934,0.719,-22.991,0.403,21.268,130.298,2.063,-12.467,86.497,0,6.3
40.62,0.12,-10.12,0.073,102.225,281.195,3.59,-63.793,71.384,1,-36.939
8.838,0.646,-23.824,0.365,20.767,93.508,2.38,-11.017,55.07,1,-2.6
10.969,0.474,-19.22,0.254,29.884,88.01,2.532,13.954,13.653,1,-11.867
9.869,0.82,11.759,0.43,30.11,120.606,2.125,16.535,42.5,1,-12.59
13.382,0.501,27.005,0.284,22.849,212.17,2.309,-10.662,28.95,1,9.348
6.678,0.639,15.719,0.362,28.016,167.375,2.24,0.719,15.463,0,-6.357
21.261,0.278,-82.754,0.156,88.276,273.03,3.061,-57.139,2.552,0,13.466
20.152,0.344,0.538,0.17,24.378,185.697,2.687,17.126,41.519,0,-12.978
23.055,0.302,16.263,0.152,34.929,243.753,2.919,31.57,25.742,0,1.865
28.352,0.191,-59.568,0.1,156.852,80.832,3.558,-175.252,46.754,1,-18.512
20.77,0.21,-11.5,0.107,41.236,157.234,3.044,-22.163,7.666,0,-8.785
23.89,0.21,136.838,0.131,103.643,154.407,3.048,51.606,2.236,0,18.209
12.514,0.439,2.429,0.246,20.124,229.737,2.456,-10.92,20.151,0,8.776
72.908,0.173,-174.104,0.096,162.838,299.253,3.623,-122.987,41.73,1,41.283
12.863,0.644,-5.541,0.316,18.858,193.085,2.322,8.331,20.302,0,-3.952
22.738,0.257,32.182,0.143,29.998,209.558,2.69,18.683,16.393,0,-9.055
12.604,0.615,-8.295,0.385,20.275,260.275,2.412,-14.614,28.628,0,-8.669
20.319,0.328,-24.688,0.198,71.553,317.828,2.8,56.038,5.421,0,18.735
29.51,0.117,51.88,0.061,90.408,233.727,3.806,77.125,5.48,0,-14.428
10.493,0.514,4.068,0.305,24.375,125.95,2.376,20.003,38.542,0,-8.005
8.369,0.388,49.217,0.23,50.068,215.929,2.819,39.17,18.178,1,12.576
12.622,0.615,-14.356,0.344,18.049,114.177,2.499,-10.34,18.31,0,9.851
29.43,0.162,30.442,0.088,61.208,196.652,3.529,54.522,11.01,0,-22.126
23.889,0.213,14.581,0.128,66.535,249.045,3.246,63.829,9.559,0,-18.746
17.224,0.447,17.416,0.262,25.249,124.764,2.674,18.186,2.924,1,12.646
26.527,0.191,11.504,0.105,44.667,178.526,3.386,-19.386,5.919,0,7.773
25.295,0.189,55.278,0.094,80.226,222.572,3.342,84.202,2.792,0,13.702
25.988,0.152,28.683,0.077,64.327,216.032,3.704,28.593,0.216,0,-8.15
18.543,0.4,38.875,0.214,35.934,197.124,2.705,23.671,4.915,0,15.731
11.868,0.454,6.431,0.268,27.318,156.958,2.513,21.933,5.252,0,-11.221
21.17,0.383,-4.486,0.231,23.906,71.202,2.848,-13.503,24.371,0,11.379
15.494,0.443,11.249,0.231,22.499,114.627,2.513,15.802,20.721,0,8.883
16.452,0.368,18.005,0.19,33.456,201.99,2.702,25.629,0.206,0,10.064
19.872,0.375,31.051,0.192,26.813,117.734,2.498,24.463,33.518,0,17.126
10.985,0.753,-14.102,0.452,13.005,175.459,2.119,6.201,70.654,1,9.74
10.825,0.521,0.473,0.266,17.976,170.51,2.223,-5.161,52.227,0,2.836
15.447,0.325,-22.205,0.175,32.514,184.87,2.705,-21.633,7.561,0,14.594
10.604,0.596,5.665,0.333,26.225,223.768,2.476,24.648,13.294,0,7.298
8.79,0.651,12.715,0.385,24.651,238.721,2.438,20.484,31.843,1,-9.726
27.048,0.207,59.432,0.109,61.752,173.947,3.005,57.966,0.08,0,21.369
15.707,0.325,30.661,0.175,28.927,159.276,2.535,19.616,7.161,0,-13.746
19.027,0.298,-0.092,0.172,29.491,196.934,2.932,-2.692,3.249,0,-10.038
27.12,0.268,-68.134,0.137,65.363,301.337,2.997,44.712,2.866,0,-17.684
107.271,0.033,-53.218,0.017,178.09,185.689,4.942,-129.955,55.129,1,-69.968
7.164,0.719,2.601,0.371,20.317,181.186,2.154,-10.851,5.963,0,5.054
16.57,0.511,11.426,0.294,21.44,63.721,2.542,11.771,17.732,0,-7.592
