fWidth,fConc,fAsym,fConc1,fLength,fDist,fSize,fM3Long,fAlpha,class,fM3Trans
10.989,0.509,18.705,0.257,25.473,148.331,2.453,-13.155,6.12,0,4.204
17.333,0.540,1.189,0.364,18.168,184.373,2.409,-15.164,68.17,0,-10.433
17.604,0.299,27.002,0.167,35.876,237.628,2.757,20.683,26.668,1,10.898
9.778,0.497,32.452,0.264,29.735,158.901,2.479,19.166,15.563,0,-3.916
22.591,0.315,-9.01,0.168,25.228,72.77,2.832,-17.379,4.252,0,12.945
24.813,0.337,7.483,0.182,30.251,139.996,2.599,26.025,26.31,0,19.79
11.998,0.291,54.949,0.156,67.895,105.707,2.909,60.638,79.344,1,-8.245
15.294,0.365,22.395,0.221,42.592,192.186,2.899,25.012,4.107,0,11.261
15.902,0.469,-30.466,0.247,23.038,119.488,2.565,14.284,80.508,1,11.33
19.977,0.292,-0.195,0.157,36.148,194.419,2.869,-30.411,4.672,0,-8.906
14.505,0.346,-8.242,0.199,26.358,128.517,2.429,-14.975,22.106,0,8.746
7.233,0.76,-3.589,0.504,19.949,109.733,2.273,11.264,4.718,0,5.721
9.554,0.59,2.368,0.399,20.084,84.173,2.363,16.87,65.179,0,4.692
26.723,0.218,112.773,0.121,152.898,299.872,3.14,195.115,4.719,1,16.991
9.484,0.602,7.265,0.398,23.547,155.562,2.522,16.348,10.535,0,-7.004
23.156,0.421,-72.945,0.213,50.972,259.009,2.722,27.753,42.485,1,-15.817
18.106,0.239,-41.633,0.136,96.32,29.297,3.06,-97.759,84.734,0,10.75
176.335,0.014,8.5,0.007,205.128,41.422,4.995,-79.162,76.395,0,83.297
24.318,0.289,23.889,0.156,34.403,236.357,2.72,28.955,31.111,0,21.537
7.113,0.704,32.624,0.371,28.697,155.793,2.841,11.004,54.186,1,4.234
22.136,0.267,-31.928,0.135,31.938,106.61,2.798,21.338,17.873,0,13.803
12.135,0.498,-1.38,0.284,19.801,108.461,2.673,8.136,26.448,0,-10.702
27.471,0.134,19.185,0.068,72.907,245.387,3.249,58.964,3.985,0,11.815
32.656,0.134,-66.878,0.08,67.919,273.901,3.598,30.696,0.794,0,-19.497
41.919,0.415,-39.872,0.232,57.484,182.139,3.028,-33.859,81.653,1,33.472
11.091,0.576,12.768,0.333,21.624,200.222,2.475,18.444,2.215,0,8.29
21.602,0.398,19.231,0.243,24.022,136.947,2.681,-17.4,12.615,0,18.081
22.282,0.595,-80.992,0.337,61.946,310.138,2.354,41.215,66.283,1,-20.316
12.045,0.4,45.089,0.23,39.506,207.265,2.784,24.437,16.789,1,9.151
24.464,0.378,-38.717,0.194,24.841,148.558,2.391,-17.428,32.254,0,-17.903
7.479,0.732,-3.574,0.428,19.881,133.09,2.172,7.677,10.646,0,5.753
10.509,0.599,-5.637,0.344,20.458,142.186,2.223,16.724,46.285,0,-8.521
19.088,0.381,-13.398,0.222,26.098,190.556,2.872,-21.526,9.518,0,8.457
18.012,0.342,24.967,0.192,29.167,210.92,2.841,10.139,6.382,0,-8.975
16.666,0.465,32.896,0.238,27.228,144.687,2.508,20.127,31.651,0,14.674
9.77,0.639,23.121,0.359,20.351,144.856,2.262,14.93,32.254,0,4.703
30.327,0.238,-80.84,0.138,84.439,360.81,3.358,-26.241,2.24,0,32.174
16.529,0.388,19.969,0.193,36.048,235.869,2.608,27.781,6.818,0,-13.032
12.647,0.556,18.575,0.296,19.022,253.706,2.471,11.93,1.4,0,-4.57
11.977,0.618,-16.409,0.317,18.613,42.617,2.392,25.939,12.371,1,-17.249
27.928,0.329,-69.108,0.192,79.022,330.15,3.042,-57.923,1.202,0,13.507
12.902,0.536,-11.114,0.297,20.883,231.214,2.45,-10.511,18.761,0,7.072
11.1,0.564,2.743,0.288,17.257,136,2.27,-8.416,13.267,0,-4.008
25.729,0.203,41.282,0.119,62.792,223.414,3.35,57.416,2.477,0,-21.318
6.69,0.513,1.185,0.323,25.193,45.793,2.407,17.768,63.84,1,10.589
8.221,0.6,30.668,0.326,27.574,110.77,2.371,20.573,18.904,1,6.063
29.153,0.238,61.044,0.119,40.985,74.494,2.732,-15.408,70.466,0,16.007
23.928,0.337,34.096,0.177,48.498,217.154,2.489,43.773,26.682,0,17.892
13.291,0.351,54.454,0.18,28.429,213.825,2.433,-11.689,84.511,0,10.784
11.068,0.46,35.716,0.294,61.459,269.621,2.951,54.037,12.69,0,-7.91
16.217,0.389,19.391,0.213,25.99,120.345,2.445,1.851,53.026,1,7.644
48.298,0.125,-91.125,0.063,151.798,282.613,3.412,-93.444,16.982,1,42.389
62.279,0.245,-206.806,0.137,148.237,287.61,3.018,-122.793,421.449,1,-37.358
16.715,0.362,8.468,0.233,32.057,191.73,2.627,21.335,1.722,0,-9.44
19.85,0.221,6.791,0.125,66.325,351.895,3.19,47.439,8.238,0,8.57
9.739,0.825,-12.417,0.519,13.341,208.416,2.227,-8.407,73.701,1,11.092
14.805,0.382,-17.729,0.231,35.927,193.031,2.819,-20.4,5.938,0,-11.137
17.992,0.29,20.428,0.157,32.007,174.252,2.932,23.943,16.472,0,7.987
10.848,0.781,14.101,0.459,13.286,146.831,2.172,2.958,27.163,0,-11.115
26.963,0.209,-210.81,0.131,199.15,245.738,3.103,-77.908,4.513,0,17.942
11.034,0.448,35.497,0.257,40.111,226.467,2.717,32.368,12.164,0,10.757
43.071,0.111,59.514,0.059,70.347,173.152,3.795,62.929,4.21,0,-17.947
12.857,0.498,2.431,0.328,28.085,179.107,2.593,13.043,25.408,0,9.678
10.374,0.531,14.985,0.342,25.944,146.624,2.534,17.044,31.541,0,7.699
1.712,0.593,-0.405,0.399,18.245,233.91,2.16,6.678,82.301,0,0.649
119.358,0.05,137.575,0.05,151.71,242.917,4.27,144.744,33.353,0,82.184
15.84,0.423,-27.758,0.259,35.964,273.63,2.609,-10.665,4.446,0,9.727
25.462,0.254,21.802,0.133,30.545,68.71,2.942,22.604,84.321,0,17.915
8.457,0.606,-9.036,0.306,25.653,146.976,2.336,19.065,82.284,1,-1.461
9.624,0.569,9.188,0.22,18.649,188.721,2.442,15.676,42.306,1,4.604
10.789,0.484,50.546,0.274,39.533,181.501,2.365,-18.8,9.037,0,-3.499
13.698,0.397,21.829,0.24,30.761,180.545,2.462,22.304,2.423,0,12.367
8.246,0.606,30.686,0.347,28.765,135.396,2.255,22.044,11.054,0,-6.63
35.487,0.117,93.991,0.062,98.343,230.84,3.789,75.579,3.906,0,-10.324
28.387,0.172,-51.332,0.086,74.819,217.994,3.201,-54.999,8.271,0,-17.351
7.134,0.656,2.063,0.365,30.395,257.121,2.272,-23.797,3.575,1,-5.402
16.203,0.538,28.97,0.286,21.021,142.35,2.583,-13.446,61.83,1,-13.657
17.797,0.433,42.595,0.26,28.718,179.446,2.584,-21.617,8.54,0,-5.579
26.674,0.179,53.057,0.102,80.291,212.309,3.576,81.06,4.036,0,13.878
42.295,0.114,71.087,0.061,79.109,240.366,3.752,78.9,48.917,1,30.926
10.92,0.609,-11.936,0.311,25.603,119.618,2.593,13.867,6.86,1,7.458
13.448,0.386,27.548,0.237,35.715,238.947,2.835,26.887,6.307,0,4.86
31.529,0.109,64.924,0.55,79.237,166.391,3.774,71.905,10.45,0,18.486
22.559,0.263,33.005,0.14,31.528,206.951,2.999,23.521,4.50,0,-9.725
28.281,0.238,-70.09,0.157,161.201,325.9,3.01,-161.621,16.914,1,-14.378
21.74,0.398,23.584,0.215,23.352,56.97,2.79,23.184,66.038,0,-18.086
12.591,0.443,2.148,0.231,27.543,217.286,2.72,22.351,47.087,1,-8.161
10.941,0.593,-10.816,0.328,18.968,208.698,2.288,-15.826,18.37,0,-7.90
28.427,0.163,59.149,0.084,61.623,148.931,3.91,55.706,10.721,0,17.043
29.93,0.174,-125.018,0.091,122.929,287.413,3.28,109.417,13.185,0,16.09
39.084,0.195,-43.5,0.114,78.09,268.738,3.41,-78.07,21.661,1,-37.185
12.404,0.466,5.066,0.245,20.418,188.579,2.33,-14.157,16.233,0,-10.65
14.966,0.473,-9.768,0.282,21.712,141.297,2.597,-11.091,64.908,0,11.041
12.899,0.562,-2.912,0.291,18.185,168.84,2.484,11.142,54.982,0,7.434
17.992,0.345,36.512,0.185,37.502,169.829,2.904,25.025,16.983,0,13.839
67.174,0.108,-132.408,0.05,142.373,321.241,3.561,-126.762,53.418,1,113.764
23.529,0.147,72.639,0.078,124.623,178.793,3.222,116.261,4.854,0,-18.304
26.525,0.234,-47.023,0.127,61.445,279.283,3.274,46.36,1.586,0,19.724
14.632,0.477,2.81,0.274,26.925,223.109,2.662,17.524,85.803,1,-9.398
99.692,0.1,-139.616,0.054,195.494,266.071,3.958,-254.475,88.996,1,-87.909
9.036,0.495,28.17,0.292,36.617,81.042,2.746,29.664,14.718,1,-5.901
10.663,0.781,14.028,0.448,13.208,177.407,2.145,3.662,56.222,0,11.378
32.919,0.262,-91.211,0.161,94.142,272.481,3.025,-55.912,3.848,0,22.592
8.176,0.649,12.902,0.359,24.413,180.056,2.522,20.53,32.352,0,6.363
124.474,0.14,-129.187,0.072,156.15,303.841,3.906,-122.522,86.187,1,65.106
24.217,0.182,96.404,0.094,64.646,262.14,3.252,42.333,1.606,0,14.093
18.964,0.345,-11.37,0.2,25.239,84.704,2.508,-12.846,13.841,0,-4.628
12.179,0.343,-93.466,0.197,57.434,249.228,2.548,44.058,11.365,0,-10.963
16.034,0.618,1.777,0.367,17.593,159.92,2.218,15.356,34.553,0,-11.004
64.524,0.172,-221.016,0.081,213.718,336.422,3.28,-202.209,49.932,1,-40.387
14.497,0.404,-23.192,0.254,16.429,117.78,2.446,-15.713,28.759,1,11.972
9.616,0.507,-14.341,0.298,26.658,207.615,2.74,-20.324,15.406,1,6.16
16.234,0.307,-8.516,0.156,43.914,186.147,2.815,34.674,10.507,0,9.781
16.234,0.307,-42.488,0.156,43.894,280.092,2.815,-22.683,13.493,0,-9.788
13.584,0.411,-9.384,0.211,27.314,188.364,2.611,14.411,24.192,0,-7.699
12.648,0.514,-13.397,0.322,36.007,145.551,2.498,-31.587,2.773,0,8.877
10.33,0.442,12.456,0.258,25.297,118.266,2.476,19.933,24.619,0,7.724
13.912,0.397,-4.88,0.209,32.121,190.308,2.388,-23.206,6.666,0,-12.584
9.166,0.501,-37.634,0.289,24.287,229.034,2.41,-14.954,59.752,0,-7.924
24.798,0.283,-64.099,0.157,74.91,289.927,2.99,33.384,1.908,0,-14.765
22.849,0.302,-23.499,0.152,25.22,124.947,2.675,-14.985,81.64,0,13.302
62.109,0.121,55.46,0.065,120.556,291.22,3.619,117.939,2.282,1,39.704
16.768,0.413,-3.291,0.225,23.958,155.439,2.416,-8.542,0.604,0,-11.388
12.179,0.343,-93.466,0.197,57.434,249.228,2.548,44.058,11.365,0,-10.963
16.034,0.618,1.777,0.367,17.593,159.92,2.218,15.356,34.553,0,-11.004
64.524,0.172,-221.016,0.081,213.718,336.422,3.28,-202.209,49.932,1,-40.387
14.497,0.404,-23.192,0.254,16.429,117.78,2.446,-15.713,28.759,1,11.972
7.002,0.723,22.698,0.379,20.04,187.325,2.184,10.12,45.736,0,6.201
14.875,0.283,-46.813,0.151,54.982,293.054,2.956,11.562,5.542,0,7.02
24.22,0.221,64.721,0.114,81.437,232.444,3.135,77.788,0.851,0,-18.56
12.071,0.473,3.602,0.266,22.266,170.204,2.498,12.034,11.70,0,-7.131
19.027,0.298,-0.092,0.172,29.491,196.934,2.932,-2.692,3.249,0,-10.038
41.75,0.118,4.703,0.082,135.078,169.609,3.373,98.615,59.614,1,-41.114
11.583,0.597,10.978,0.337,22.007,177.708,2.261,18.2,12.997,0,-9.824
6.673,0.573,27.968,0.309,43.894,194.496,2.419,18.431,36.655,1,-7.29
25.967,0.175,-40.963,0.089,66.959,285.581,3.669,-28.398,0.840,0,20.288
30.82,0.219,46.619,0.113,72.88,305.323,3.529,60.366,6.997,0,23.335
8.794,0.646,23.463,0.394,20.336,109.407,2.464,12.657,15.773,1,-7.852
25.184,0.357,-51.382,0.201,71.11,280.669,2.841,-32.859,4.774,0,20.716
19.363,0.475,26.269,0.255,24.845,163.87,2.522,26.933,9.773,1,-12.853
15.653,0.411,16.548,0.219,39.254,95.538,2.789,35.021,25.286,1,10.139
9.784,0.618,-17.243,0.382,26.208,104.26,2.411,-12.47,61.722,0,-6.028
10.878,0.767,14.085,0.459,13.202,136.806,2.134,-5.405,40.226,0,11.792
18.57,0.410,11.98,0.213,31.692,186.744,2.485,-21.065,6.826,1,-12.591
19.867,0.337,-60.581,0.184,60.375,230.531,2.636,-40.008,1.392,0,-13.048
24.229,0.193,-69.721,0.112,77.241,252.907,3.037,38.705,7.169,0,12.243
15.83,0.295,-6.279,0.157,39.575,201.056,2.994,18.129,0.014,0,-7.387
18.027,0.352,-27.723,0.179,32.226,123.916,2.584,-13.897,86.805,0,9.757
21.317,0.263,20.504,0.134,33.927,69.206,2.649,-28.038,78.655,0,-7.784
18.822,0.337,-42.999,0.173,35.088,75.682,2.716,-41.011,26.156,1,-18.071
14.472,0.359,35.671,0.189,32.174,233.396,2.642,27.064,10.662,0,-8.856
24.443,0.272,17.602,0.141,25.922,122.34,2.786,-9.831,42.679,0,17.072
22.584,0.306,12.088,0.159,29.919,167.296,2.658,15.724,15.05,0,16.442
30.625,0.188,18.052,0.098,47.931,228.311,3.291,28.343,27.044,0,25.614
19.65,0.638,35.648,0.382,29.056,142.987,2.392,26.688,54.222,1,-18.743
17.388,0.528,13.581,0.376,18.016,155.34,2.487,15.986,57.922,0,16.668
19.471,0.332,-31.213,0.168,40.272,225.368,2.945,-36.176,4.663,0,-14.235
20.104,0.281,-5.496,0.156,33.476,63.754,2.951,-12.309,22.796,0,0.388
22.305,0.268,23.122,0.144,33.936,178.922,2.924,28.692,8.553,0,-15.821
25.061,0.185,64.774,0.105,52.261,148.803,3.096,41.317,7.557,0,-10.821
17.825,0.353,10.895,0.19,29.109,165.247,2.835,-13.283, 69.883,0,-11.298
14.465,0.412, 23.751,0.217,29.052, 87.495,2.864,15.732, 18.634,1,7.746
22.886,0.27,34.894,0.145,37.06,245.11,2.904,34.334,3.666,0,-19.356
14.862,0.366,4.364,0.192,24.452,50.88,2.607,14.589,43.624,0,-3.022
14.235,0.298,-59.308,0.154,60.541,139.354,2.917,-11.688,87.738,1,2.963
12.542,0.434,5.12,0.263,36.009,169.757,2.637,-18.652,3.382,0,11.035
15.564,0.367,-9.221,0.193,22.865,39.563,2.593,15.716,57.876,0,-12.484
15.875,0.428,18.821,0.23,29.494,206.17,2.435,9.464,16.053,0,23.659
40.316,0.095,-195.101,0.049,93.61,114.727,3.612,59.035,69.044,1,30.013
21.459,0.204,85.342,0.058,102.582,212.88,3.086,38.77,6.018,0,-17.848
14.239,0.343,-56.035,0.212,46.202,191.1,2.757,23.32,16.24,0,-12.518
10.33,0.442,11.896,0.228,26.732,136.458,2.327,-12.036,8.33,0,6.354
12.613,0.424,27.811,0.238,29.39,91.819,2.597,12.296,78.33,1,7.208
34.976,0.164,-141.099,0.089,88.382,254.605,3.656,70.898,14.887,0,24.574
7.629,0.502,-33.296,0.302,49.556,183.489,2.89,-40.446,75.368,1,6.271
22.60,0.22,-2.89,0.112,34.74,137.2,2.70,6.92,4.27,0,-12.39
18.124,0.261,20.564,0.164,37.547,134.319,2.98,14.112,6.11,0,8.602
19.824,0.262,-67.219,0.142,77.343,243.713,2.91,35.134,1.083,0,11.403
17.587,0.471,-1.459,0.269,18.373,136.859,2.542,8.19,61.28,0,16.714
25.052,0.188,26.8,0.09,74.303,232.148,2.959,-33.068,53.466,1,-18.822
10.717,0.556,36.663,0.322,29.945,185.495,2.434,-7.77,79.772,1,-7.66
12.563,0.497,-2.705,0.278,19.772,99.402,2.411,11.237,43.561,0,-10.141
15.895,0.425,-5.667,0.216,34.543,263.666,2.417,20.556,10.46,1,-13.846
9.472,0.559,32.627,0.326,23.171,209.409,2.207,-8.699,22.839,0,6.048
9.465,0.559,31.124,0.326,17.984,65.777,2.207,-8.038,25.506,1,-4.686
26.567,0.134,31.743,0.068,78.212,216.81,3.587,54.174,0.676,0,-16.173
12.679,0.449,22.86,0.246,26.923,236.385,2.708,20.71,33.192,1,8.037
10.374,0.531,10.454,0.401,26.592,236.85,2.608,40.878,88.999,1,-7.32
20.202,0.294,29.91,0.173,30.097,215.257,2.719,25.604,9.005,0,-12.464
15.483,0.463,-6.372,0.265,20.391,238.172,2.511,-18.409,31.245,1,8.746
35.341,0.293,-170.307,0.148,147.414,241.604,2.872,100.866,48.512,1,30.029
9.785,0.508,33.542,0.31,27.178,170.197,2.288,15.868,10.49,0,9.744
98.273,0.231,-95.043,0.13,59.802,246.642,3.265,26.803,40.698,1,73.929
13.992,0.281,36.724,0.145,60.543,229.308,2.787,22.369,7.944,0,13.724
32.656,0.134,-66.878,0.08,67.919,273.901,3.598,30.696,0.794,0,-19.497
41.996,0.415,-39.864,0.232,57.484,182.139,3.028,-33.859,81.653,1,36.274
16.04,0.502,2.141,0.302,20.257,135.992,2.423,-11.622,15.449,0,8.462
17.635,0.369,18.532,0.194,30.685,175.467,2.597,16.805,13.83,0,13.301
14.383,0.353,9.614,0.184,36.673,177.449,2.986,28.171,1.194,0,4.016
12.136,0.41,16.133,0.278,41.348,205.942,2.61,28.084,4.135,0,-7.223
16.563,0.392,1.558,0.22,30.445,197.228,2.594,-21.038,3.734,0,-9.488
12.164,0.653,16.127,0.368,19.636,152.285,2.353,15.012,5.726,0,5.09
19.027,0.298,-0.092,0.172,29.491,196.934,2.932,-2.692,3.249,0,-10.038
41.75,0.118,4.703,0.082,135.078,169.609,3.373,98.615,59.614,1,-41.114
11.583,0.557,9.77,0.322,23.467,154.332,2.577,18.265,32.18,1,-9.245
