sex,race,capital-loss,income,marital-status,native-country,workclass,fnlwgt,capital-gain,hours-per-week,age,occupation,relationship,education,education-num
1,4,0,0,2,38,4,283613,0,40,52,2,0,11,9
1,4,0,0,2,38,2,176185,0,40,40,2,0,11,9
1,4,0,0,2,38,2,175127,0,40,50,6,0,11,9
0,4,0,0,4,38,2,177787,0,40,28,9,3,9,13
1,4,0,0,2,38,2,176884,0,40,32,2,0,11,9
1,4,0,1,2,38,2,193130,0,40,60,2,0,11,9
1,4,0,0,2,38,2,193494,0,40,33,2,0,11,9
1,4,0,0,2,38,4,178312,0,40,41,2,0,11,9
1,4,0,0,2,38,2,172307,0,40,33,3,0,15,10
0,4,0,0,4,38,2,196456,0,40,26,0,1,11,9
1,4,0,1,2,38,2,187715,0,40,56,3,0,9,13
1,4,0,0,2,38,2,201127,0,40,58,13,0,11,9
1,4,0,0,2,38,2,199884,0,40,31,2,0,15,10
1,4,0,0,2,38,2,112262,0,40,37,6,0,11,9
1,4,0,0,2,38,2,193366,0,40,31,6,0,11,9
1,4,0,0,2,38,2,176683,0,40,50,11,0,9,13
1,4,0,0,2,38,4,198316,0,40,41,2,0,11,9
1,4,0,1,2,38,2,185041,0,50,37,9,0,10,16
0,4,0,0,4,38,2,183789,0,40,21,0,1,15,10
1,4,0,0,2,38,2,109952,0,50,56,13,0,11,9
0,4,0,0,0,38,2,184723,0,40,36,0,4,11,9
1,4,0,0,2,38,2,170455,0,40,37,2,0,11,9
0,4,0,0,4,38,2,109015,0,40,31,0,3,11,9
1,4,0,0,4,38,2,202871,0,40,26,2,1,11,9
1,4,0,0,4,38,2,203488,0,40,24,5,1,15,10
1,4,0,0,4,38,2,211596,0,20,18,7,3,1,7
1,4,0,1,2,38,2,183735,0,45,49,11,0,9,13
1,4,0,0,2,38,2,185127,0,40,49,2,0,11,9
1,4,0,0,2,38,2,191814,0,40,36,2,0,15,10
0,4,0,0,4,38,2,198146,0,40,23,0,3,9,13
0,4,0,0,0,38,2,170091,0,40,47,3,4,11,9
1,4,0,0,4,38,2,192386,0,40,23,5,1,11,9
0,4,0,0,4,38,2,193158,0,40,19,6,3,11,9
1,4,0,0,4,38,2,206609,0,40,21,2,3,11,9
0,4,0,0,4,38,2,197802,0,20,18,11,3,1,7
1,4,0,0,2,38,2,204235,0,40,36,2,0,11,9
1,4,0,0,4,38,2,204235,0,40,21,2,3,15,10
1,4,0,0,2,38,2,174488,0,40,31,2,0,11,9
1,4,0,0,2,38,2,204397,0,40,28,11,0,9,13
1,4,0,0,4,38,2,200318,0,40,23,5,3,15,10
0,4,0,0,4,38,2,106255,0,40,23,0,1,9,13
1,4,0,0,4,38,2,190227,0,40,21,7,3,11,9
1,4,0,0,4,38,2,184857,0,40,23,11,3,9,13
0,4,0,0,0,38,2,168906,0,40,35,12,1,7,12
1,4,0,0,2,38,2,110977,0,40,25,6,0,11,9
1,4,0,0,4,38,2,183800,0,40,24,3,3,9,13
0,4,0,0,0,38,2,163205,0,40,34,0,4,15,10
1,4,0,0,2,38,2,101607,0,40,25,11,0,9,13
1,4,0,0,4,38,2,143062,0,40,23,3,3,15,10
1,4,0,0,2,38,2,174201,0,40,50,2,0,11,9
1,4,0,1,2,38,2,112497,0,40,28,9,0,9,13
