sex,race,capital-loss,income,marital-status,native-country,workclass,fnlwgt,capital-gain,hours-per-week,age,occupation,relationship,education,education-num
1,4,0,0,2,38,2,190391,0,40,41,2,0,11,9
1,4,0,0,2,38,2,115562,0,40,41,2,0,15,10
1,4,0,0,2,38,2,208358,0,40,32,11,0,11,9
1,4,0,0,2,38,2,193285,0,40,28,2,0,11,9
1,4,0,0,2,38,2,111387,0,40,33,2,0,11,9
1,4,0,0,2,38,2,207568,0,40,37,2,0,11,9
1,4,0,0,2,38,2,111387,0,40,43,3,0,9,13
1,4,0,0,2,38,2,189409,0,40,23,6,0,15,10
1,4,0,0,2,38,2,173851,0,40,45,2,0,11,9
0,4,0,0,4,38,2,188798,0,20,19,11,3,15,10
0,4,0,0,0,38,2,103650,0,45,41,3,4,11,9
1,4,0,0,2,38,2,192894,0,40,28,2,0,11,9
0,4,0,0,4,38,2,174461,0,20,18,7,3,1,7
1,4,0,0,4,38,2,197344,0,40,26,6,3,11,9
1,4,0,1,2,38,2,208872,0,50,31,2,0,11,9
1,4,0,0,2,38,4,163678,0,40,55,11,0,15,10
1,4,0,0,2,38,4,184402,0,60,27,3,0,15,10
1,4,0,0,4,38,2,191497,0,40,22,11,1,15,10
1,4,0,1,2,38,2,205339,0,40,42,9,0,12,14
1,4,0,0,4,38,2,163671,0,40,22,0,3,15,10
1,4,0,0,4,38,2,191002,0,40,24,2,1,1,7
0,4,0,0,4,38,2,177787,0,40,25,0,3,11,9
1,4,0,1,2,38,2,180599,0,40,37,3,0,12,14
1,4,0,0,2,38,2,109089,0,40,41,6,0,11,9
0,4,0,0,4,38,2,175942,0,20,20,0,3,15,10
1,4,0,0,4,38,2,188503,0,40,23,3,1,15,10
1,4,0,0,2,38,2,123703,0,40,24,2,0,15,10
0,4,0,0,0,38,2,175674,0,40,45,12,1,15,10
1,4,0,0,4,38,2,116391,0,40,29,7,1,11,9
0,4,0,0,0,38,2,103064,0,40,48,0,4,15,10
1,4,0,1,2,38,3,102771,0,60,38,9,0,14,15
1,4,0,0,2,38,2,198069,0,40,29,6,0,15,10
0,4,0,0,4,38,2,194096,0,40,22,0,3,15,10
0,4,0,0,4,38,2,176634,0,40,21,11,3,15,10
0,4,0,0,4,38,2,107658,0,40,27,7,1,9,13
1,4,0,1,2,38,2,173730,0,40,38,9,0,9,13
1,4,0,1,2,38,2,198096,0,40,38,3,0,11,9
1,4,0,1,2,38,2,165848,0,40,43,3,0,12,14
1,4,0,0,2,38,2,184659,0,40,26,11,0,15,10
1,4,0,0,2,38,2,189265,0,40,25,6,0,11,9
1,4,0,0,2,38,2,204984,0,40,49,3,0,11,9
0,4,0,0,4,38,2,121111,0,30,19,7,3,11,9
1,4,0,0,2,38,2,159449,0,40,46,6,0,11,9
1,4,0,1,2,38,2,204629,0,40,47,6,0,11,9
0,4,0,0,4,38,2,199471,0,40,25,0,3,9,13
1,4,0,1,2,38,2,183735,0,50,34,9,0,9,13
1,4,0,0,2,38,4,110243,0,40,67,4,0,11,9
1,4,0,0,4,38,2,207202,0,20,17,11,3,0,6
1,4,0,1,2,38,2,180477,0,40,48,9,0,9,13
1,4,0,0,4,38,2,190227,0,40,25,6,4,11,9
1,4,0,0,4,38,2,167735,0,40,29,2,3,11,9
1,4,0,0,4,38,2,115551,0,40,24,7,1,15,10
1,4,0,0,4,38,2,176756,0,40,26,2,3,11,9
1,4,0,0,4,38,2,193499,0,40,22,5,3,15,10
1,4,0,0,2,38,2,192337,0,40,40,6,0,11,9
0,4,0,0,0,38,2,192337,0,40,30,11,4,11,9
1,4,0,0,2,38,2,117381,0,40,25,2,0,11,9
0,4,0,0,4,38,2,199884,0,40,21,0,3,11,9
1,4,0,0,2,38,2,138441,0,40,51,2,0,11,9
0,4,0,0,4,38,2,109015,0,40,23,0,3,9,13
1,4,0,1,2,38,2,180985,0,40,45,2,0,9,13
1,4,0,0,2,38,2,109205,0,40,38,2,0,11,9
1,4,0,0,4,38,2,163826,0,40,22,11,3,15,10
1,4,0,0,2,38,2,202872,0,40,51,2,0,11,9
1,4,0,1,2,38,2,154374,0,40,52,2,0,11,9
1,4,0,0,2,38,2,112271,0,45,39,3,0,11,9
1,4,0,0,4,38,2,214542,0,40,21,4,3,11,9
1,4,0,0,2,38,2,201963,0,40,51,2,0,11,9
1,4,0,0,2,38,2,197038,0,40,33,2,0,15,10
0,4,0,0,4,38,2,189923,0,40,29,0,1,11,9
1,4,0,0,2,38,2,193489,0,40,47,2,0,11,9
1,4,0,0,2,38,2,204461,0,40,25,5,0,11,9
1,4,0,0,2,38,2,192869,0,40,45,2,0,9,13
1,4,0,0,4,38,2,189888,0,40,23,11,1,9,13
1,4,0,0,2,38,2,116391,0,40,30,2,0,15,10
1,4,0,0,4,38,2,177705,0,40,23,11,1,11,9
0,4,0,0,0,38,2,188798,0,40,44,0,4,15,10
0,4,0,0,4,38,2,202183,0,20,22,0,3,15,10
1,4,0,0,2,38,4,160369,0,30,48,2,0,9,13
1,4,0,1,2,38,2,177905,0,45,48,3,0,9,13
0,4,0,0,4,38,2,176321,0,40,21,7,1,11,9
0,4,0,0,0,38,2,175533,0,40,48,3,4,11,9
0,4,0,0,4,38,2,174921,0,30,25,7,1,11,9
1,4,0,0,2,38,2,120277,0,40,32,6,0,11,9
0,4,0,0,4,38,2,187830,0,40,32,0,1,9,13
1,4,0,0,2,38,2,224858,0,40,41,2,0,11,9
0,4,0,0,0,38,2,178418,0,40,38,0,4,15,10
1,4,0,0,2,38,2,183523,0,40,39,2,0,11,9
0,4,0,0,4,38,2,108687,0,40,25,0,3,11,9
1,4,0,0,4,38,2,117210,0,40,25,5,3,11,9
1,4,0,0,2,38,2,177905,0,40,34,2,0,11,9
1,4,0,0,2,38,2,102884,0,40,53,2,0,11,9
0,4,0,0,0,38,2,197218,0,40,38,12,4,8,11
1,4,0,0,2,38,2,175696,0,40,42,2,0,11,9
1,4,0,0,4,38,2,182186,0,40,29,2,1,11,9
1,4,0,0,2,38,2,192456,0,40,47,7,0,11,9
1,4,0,1,2,38,2,192982,0,40,55,9,0,9,13
1,4,0,0,2,38,2,183523,0,40,35,2,0,11,9
1,4,0,1,2,38,2,198096,0,40,42,9,0,12,14
1,4,0,0,2,38,2,185041,0,40,31,2,0,11,9
