beds,zip_code,baths,lot_size,size,price,lot_size_units,size_units
2,98107,2,4850,1144,769950,1,0
4,7277,2,1700,1760,699000,1,0
3,5555,3,6322,2120,738000,1,0
3,3120,3.5,1997,2010,1250000,1,0
4,6415,3,7838,3020,928000,1,0
3,3.5,2,4950,2190,950000,1,0
3,3.5,1.5,4000,2060,800000,1,0
3,3,2,4066,1180,790000,1,0
4,1.31,4,9627,1550,930000,1,0
3,3.5,2,3400,2160,1025000,1,0
4,7815,3.5,7836,2440,933000,1,0
3,3.5,2,4815,2160,980000,1,0
5,8020,3.5,5300,2690,1175000,1,0
2,98136,1,6340,1150,845714,1,0
4,98125,1.5,6511,2140,700500,1,0
4,98168,2,6000,1910,630000,1,0
3,98126,2.5,1040,1490,699000,1,0
3,98125,1.5,8512,2200,1265000,1,0
3,98122,2.5,1200,1563,999950,1,0
3,98126,2,3000,2040,747000,1,0
4,98118,2,5043,2500,1170000,1,0
3,98117,2.5,4000,2350,1475000,1,0
3,98133,2.5,2799,2462,1199000,1,0
3,98117,2,5400,1240,705000,1,0
3,98106,2,6808,1890,700000,1,0
4,98102,3.5,4000,3930,2925000,1,0
4,98106,3,7680,2110,686000,1,0
4,98117,2,5400,2240,860000,1,0
4,98106,2,5145,1830,550000,1,0
4,98175,2,9192,1137,675000,1,0
2,98144,1.5,1,1091,675000,0,0
3,98107,2,3300,1930,700000,1,0
3,98117,2,4483,1370,840000,1,0
3,98103,2.5,1372,1580,1095000,1,0
3,98106,1,3750,1050,399950,1,0
2,98122,2,912,1248,890955,1,0
3,98115,1.5,6270,2220,930000,1,0
4,98107,2,2600,1680,930000,1,0
2,98115,2,1049,1391,672500,1,0
2,98168,1,0.32,1147,255000,0,0
2,98117,2,1,1127,875000,0,0
3,98106,2,570,1530,590000,1,0
2,98168,1,6535,830,565000,1,0
2,98107,1.5,4800,901,599000,1,0
2,98125,2,1201,1311,605000,1,0
3,98108,2,4000,1420,700000,1,0
3,98117,2.5,1314,1563,915000,1,0
5,98105,3,9956,2610,888000,1,0
3,98103,2.5,0.24,1650,370000,0,0
3,98168,1,7800,1390,405000,1,0
6,98105,3,0.24,2790,550000,0,0
3,98119,2,1332,1718,980000,1,0
3,98117,2,5200,2320,880000,1,0
3,98103,2,6375,2817,912000,1,0
4,98116,2,4656,1690,850000,1,0
4,98117,3.5,1751,2024,1500000,1,0
3,98144,2,1111,1497,725000,1,0
3,98199,2,6022,2840,1400000,1,0
2,98108,1,5569,770,515000,1,0
4,98102,3,2250,2570,1440000,1,0
4,98106,2,6000,2280,1005000,1,0
4,98108,2,6000,1532,729000,1,0
3,98136,1,4850,940,500000,1,0
3,98126,3.5,1387,1680,750000,1,0
4,98144,2.5,1400,1830,900000,1,0
2,98103,2,1248,1295,735000,1,0
3,98119,2.5,1601,1566,975000,1,0
4,98117,2,5000,2100,2060000,1,0
3,98144,1,6150,1480,740000,1,0
2,98115,2,1071,1270,760000,1,0
3,98103,2.5,1500,1550,955000,1,0
2,98108,1,4800,690,440000,1,0
3,98115,2,5000,2180,1210000,1,0
4,98118,2.5,4590,2480,1400000,1,0
1,98108,1,5640,1270,915000,1,0
2,98144,2,588,1144,800000,1,0
1,98146,1,6250,580,267500,1,0
4,98118,2,564,1440,825000,1,0
4,98107,2,1560,1440,925000,1,0
3,98109,3,866,2247,1725000,1,0
3,98117,3.5,1478,1680,920000,1,0
3,98177,1,7680,1060,480000,1,0
2,98118,1.5,6000,1480,948800,1,0
3,98117,1,9399,1920,725000,1,0
1,98146,1,6250,580,450000,1,0
3,98117,2.5,3939,1920,1145000,1,0
2,98108,1,4800,720,480000,1,0
3,98199,3.5,1498,1968,980000,1,0
2,98118,1,6000,900,650000,1,0
3,98126,4.5,1326,1320,610000,1,0
3,98107,2.5,1125,1560,955000,1,0
3,98117,1,4349,1660,749900,1,0
3,98108,2.5,1768,1570,905000,1,0
2,98115,2,5500,1530,1300000,1,0
4,98119,1,6000,1740,925000,1,0
3,98122,2.5,1500,1570,900000,1,0
3,98146,2,3349,1770,805000,1,0
5,98105,2,3315,2300,1266000,1,0
2,98103,2,0.31,996,590000,0,0
4,98118,2,0.29,2039,1170000,0,0
