beds,zip_code,baths,lot_size,size,price,lot_size_units,size_units
2,98112,2.5,834,1048,899000,1,0
3,98103,3,2600,1280,900000,1,0
4,98117,3,5100,2660,1460000,1,0
3,98144,2.5,1040,1604,760000,1,0
3,98107,2.5,1065,1386,999950,1,0
3,98136,1,0.31,1250,595000,0,0
2,98116,2,850,1248,750000,1,0
3,98102,3,1383,1340,950000,1,0
4,98118,1.5,5500,2770,1170000,1,0
2,98122,2,0.28,1200,699950,0,0
3,98144,1.5,4000,1280,750000,1,0
3,98115,2,5000,2340,1400000,1,0
4,98144,2.5,5000,2390,1500000,1,0
3,98106,2,4314,1470,948000,1,0
4,98118,3,6000,2470,1400000,1,0
3,98119,2,4305,2650,1325000,1,0
4,98122,1.5,4996,2470,1500000,1,0
3,98107,2.5,1062,1518,919000,1,0
2,98105,2,4320,1540,940000,1,0
2,98118,1,6096,1240,750000,1,0
3,98107,3,2200,1880,999950,1,0
3,98115,3.5,1650,1560,905000,1,0
3,98144,3.5,1650,1670,845000,1,0
4,98112,3.5,4200,3040,1500000,1,0
4,98136,2.5,7140,2730,1215000,1,0
4,98107,3.5,1745,2480,1395000,1,0
3,98115,2,6060,2340,1200000,1,0
1,98119,1,0.34,626,435000,0,0
3,98115,3,570,1540,999950,1,0
2,98144,1,4000,670,525000,1,0
4,98115,3,6700,2230,1150000,1,0
4,98126,2.5,6844,2280,875000,1,0
3,98116,2.5,1099,1720,699950,1,0
4,98117,2,5400,2360,1300000,1,0
4,98103,2.5,1563,1425,900000,1,0
3,98122,2,2700,1260,715000,1,0
3,98107,2.5,1399,1380,699950,1,0
4,98117,2,4838,2280,1330000,1,0
3,98105,2,4428,1350,855000,1,0
3,98109,2.5,1106,1420,890000,1,0
4,98144,2.5,2670,1760,925000,1,0
3,98103,2.5,1239,1510,660000,1,0
3,98106,2,4497,2080,800000,1,0
3,98103,2,1111,1990,1200000,1,0
3,98103,2.5,1500,1480,975000,1,0
2,98144,1,4000,1400,1300000,1,0
2,98103,2.5,1128,1340,950000,1,0
4,98144,3,7025,1790,738000,1,0
2,98103,2,1440,1170,875000,1,0
3,98103,2,4400,2420,1125000,1,0
3,98103,2.5,1412,1573,975000,1,0
3,98177,1.5,7194,2130,840000,1,0
3,98115,2,5000,1687,983000,1,0
3,98116,2,782,1260,739000,1,0
3,98178,1,6765,980,550000,1,0
3,98122,2,1238,1498,935000,1,0
5,98119,3.5,3627,2610,1225000,1,0
2,98121,2,1049,1400,750000,1,0
3,98117,2.5,1627,1370,800000,1,0
2,98144,1.5,1537,1220,729000,1,0
4,98133,3.5,3570,2560,1510000,1,0
3,98117,2,1388,1473,930000,1,0
3,98106,2,5000,2,900000,1,0
3,98116,2,5000,1516,1150000,1,0
3,98168,1,7242,910,480000,1,0
3,98126,2.5,1718,1590,975000,1,0
3,98103,2,1174,1860,1200000,1,0
4,98105,3,4480,2570,1555000,1,0
3,98126,1.5,6300,1540,689000,1,0
3,98103,2,1191,1678,1160000,1,0
2,98118,1.5,6000,1480,948800,1,0
3,98146,2,8020,1760,850000,1,0
3,98105,2.5,1098,1510,930000,1,0
3,98144,2.5,1416,1368,780000,1,0
4,98117,2,5437,2030,865000,1,0
2,98115,2,564,1147,749950,1,0
3,98107,2.5,1250,1560,895000,1,0
3,98144,1.5,4000,1280,750000,1,0
3,98136,2,1232,1470,875000,1,0
5,98119,2,8500,4190,2300000,1,0
4,98146,2,8100,2330,880000,1,0
3,98136,1,0.25,1890,467000,0,0
4,98108,2,5600,2120,960000,1,0
4,98122,2,3750,2420,1150000,1,0
3,98178,2,7400,1900,790000,1,0
2,98115,2.5,1354,1124,799950,1,0
3,98117,2,2600,1280,900000,1,0
3,98125,2,1171,1711,675500,1,0
3,98103,2,1,1413,1099970,0,0
3,98117,2.5,3900,1600,974999,1,0
3,98177,2.5,8000,2860,1280000,1,0
4,98144,2.5,3300,2250,1210000,1,0
5,98109,3,2550,2610,1795000,1,0
3,98115,2.5,1561,1580,870000,1,0
2,98108,2,0.25,1140,571000,0,0
3,98122,2.5,0.28,1560,699950,0,0
2,98126,1,5038,1240,750000,1,0
3,98125,2,1175,1580,1095000,1,0
4,98177,2.5,8100,4040,2000000,1,0
2,98107,1.5,745,1115,745000,1,0
