beds,zip_code,baths,lot_size,size,price,lot_size_units,size_units
4,98115,3,5250,2250,1150000,1,0
4,98168,2,0.25,2340,625000,0,0
5,98109,2,3200,2140,1000000,1,0
2,98115,2,3060,840,675000,1,0
3,98115,2,2880,1670,777000,1,0
3,98126,2,50.27,1270,527000,0,0
5,98118,3.5,6180,3820,1480000,1,0
3,98125,2,6925,1640,879000,1,0
3,98144,3,900,1380,740000,1,0
4,98125,2.5,7994,2240,1275000,1,0
4,98115,3,6000,3335,1325000,1,0
3,98126,4.5,1326,1320,610000,1,0
4,98103,2,6000,3180,1800000,1,0
3,98117,2,4300,1370,950000,1,0
3,98115,2.5,1762,1563,915000,1,0
3,98117,2.5,4.5,3567,2900000,0,0
3,98115,2.5,1794,1520,918000,1,0
3,98133,2,8710,2230,925000,1,0
2,98105,2,4410,1570,915000,1,0
3,98177,3,7680,1936,1350000,1,0
4,98144,2.5,2670,1760,925000,1,0
4,98168,2.5,7200,2800,910000,1,0
3,98144,2,1,1240,660000,0,0
3,98105,2.5,1376,1620,700000,1,0
3,98107,2.5,1560,1580,950000,1,0
4,98116,3,1,1710,1180000,0,0
3,98108,2,2489,1880,489000,1,0
4,98177,2.5,7025,3160,2100000,1,0
3,98122,2,1,1560,875000,0,0
2,98102,1.5,0.24,1011,465000,0,0
3,98126,2,5850,1830,835000,1,0
2,98102,2.5,824,1400,1062500,1,0
3,98117,2,2497,1760,1025000,1,0
3,98143,2,8100,2360,1200000,1,0
3,98117,1.5,0.28,1950,1070000,0,0
3,98117,2.5,2497,1720,1025000,1,0
3,98125,1,6900,1310,795000,1,0
2,98108,1,4800,720,545000,1,0
3,98177,2,6997,1360,875000,1,0
3,98117,2.5,2497,2080,1025000,1,0
4,5,3.5,6810,2620,1275000,1,0
3,3,2.5,1500,1400,850000,1,0
2,98121,2,0.43,1249,860000,0,0
4,7770,3640,7025,2480,1550000,1,0
4,5350,1810,6800,2160,1295000,1,0
3,2.5,1597,1080,976,705000,1,0
3,3.5,2900,1800,1720,1150000,1,0
2,98133,1,4800,990,480000,1,0
4,6840,3460,4270,3240,2300000,1,0
5,4.5,3180,1770,2430,1350000,1,0
4,2471,2080,1530,1150000,645000,1,0
2,98107,1.5,4800,901,599000,1,0
2,98125,2,1184,1200,625000,1,0
3,98107,2,4400,1350,1100000,1,0
2,98125,2,8.4,1011,405000,0,0
4,98146,3,8800,2350,675000,1,0
2,98108,1,4426,940,560000,1,0
6,98119,5,3600,3460,1500000,1,0
3,98199,2,6000,2350,1380000,1,0
3,98112,3,4000,2188,1700000,1,0
3,98116,1,6000,1120,575000,1,0
3,98117,2.5,4487,2510,1200000,1,0
3,98115,1,5100,2160,920000,1,0
4,98103,2,4536,2340,930000,1,0
2,98122,2,770,1365,799000,1,0
2,98144,1.5,1,1131,685000,0,0
5,3.5,3810,1600,2440,1350000,1,0
3,98177,2,6670,1470,958300,1,0
4,98118,2,5586,1680,759000,1,0
3,98103,2,6600,1900,895000,1,0
2,98144,1,1,1020,479000,0,0
2,2.5,1294,989,860,690000,1,0
4,98199,3,6000,2620,1400000,1,0
3,98117,2.5,1072,1570,900000,1,0
3,3.5,1080,507,1150,685000,1,0
5,98115,2,5250,3190,1320000,1,0
5,98115,2,7707,2700,1275000,1,0
2,98103,2,6000,881,550000,1,0
3,1.5,1210,631,1100,699900,1,0
3,98117,3,5000,2160,1100000,1,0
5,98122,3,3814,2560,1440000,1,0
3,98177,1,6000,1280,605000,1,0
3,98133,2,0.25,2390,1150000,0,0
3,98103,2,4355,2500,1765000,1,0
4,98115,3,5700,2390,1280000,1,0
3,3.5,3,8813,2660,920000,1,0
3,98125,3,7286,1790,755000,1,0
2,98144,2,5000,995,850000,1,0
3,98117,1,4000,1060,1125000,1,0
3,98117,2.5,5000,3560,1575000,1,0
4,3.5,3.5,5000,3240,1700000,1,0
2,98103,2.5,1247,1295,750000,1,0
2,98116,2,8000,1350,649950,1,0
2,98115,2,5500,1110,775000,1,0
3,98126,2.5,4452,2470,800000,1,0
5,98122,3.5,8683,3790,1750000,1,0
4,98115,2,6935,2600,1180000,1,0
4,98136,3.5,912,1950,900000,1,0
2,98122,1,5000,2357,1180000,1,0
3,2,1092,5000,1280,850000,1,0
