beds,zip_code,baths,lot_size,size,price,lot_size_units,size_units
3,98146,1.5,7150,1520,720000,1,0
2,98103,2.5,1332,1160,850000,1,0
3,98117,1.5,5080,2160,915000,1,0
2,98178,2.5,0.31,1580,1790000,0,0
1,98103,2.5,2519,2220,1200000,1,0
3,98107,2.5,1450,1540,905000,1,0
4,98103,2.5,3068,1820,974999,1,0
3,98117,1.5,5080,2160,912500,1,0
3,98117,1.5,6080,2160,900000,1,0
3,98144,2.5,1470,1180,740000,1,0
4,98115,3,6700,2230,1150000,1,0
4,98126,2.5,6844,2280,1033000,1,0
3,98117,2.5,1099,1720,740000,1,0
3,98125,2,7320,1990,900000,1,0
4,98103,3,4000,2170,1950000,1,0
3,98122,2.5,1130,1390,840000,1,0
4,98136,1.5,6000,2640,1330000,1,0
2,98107,2,800,1208,705000,1,0
3,98103,2,1412,1450,895000,1,0
3,98168,2,4800,1630,433000,1,0
4,98115,3,6000,3335,1325000,1,0
3,98126,4.5,1326,1380,675000,1,0
4,98117,2,5100,1860,865000,1,0
3,98144,3.5,1410,1936,1050000,1,0
3,98115,2.5,1484,1373,799000,1,0
4,98103,3,4000,2470,1565000,1,0
3,98125,2,7320,2310,1350000,1,0
2,98106,2,2550,1580,640000,1,0
3,98112,3.5,2500,2530,1750000,1,0
3,98136,1,9856,1310,575000,1,0
4,98115,3,6000,3500,1325000,1,0
3,98126,2,3700,1380,750000,1,0
3,98117,2,4200,2080,870000,1,0
3,98116,2,4200,1560,930000,1,0
4,98145,2.5,8000,2766,1550000,1,0
3,98116,2.5,4200,1520,690000,1,0
3,98117,2,4077,1300,778000,1,0
2,98102,2,0.25,1815,860000,0,0
4,98115,3.5,4000,2418,1755000,1,0
5,98119,5,3380,2900,1180000,1,0
4,98115,2.5,3499,2080,1200000,1,0
4,98116,2.5,4000,2480,1280000,1,0
2,98112,2.5,834,1048,899000,1,0
3,98117,2,2600,1280,900000,1,0
3,98106,2,5000,2.5,1145000,1,0
3,98107,2,5000,1970,900000,1,0
4,98117,2,6400,1100,850000,1,0
3,98126,2.5,1465,1380,750000,1,0
4,98118,3,5462,2230,900000,1,0
2,98103,1,0.24,1100,850000,0,0
3,98115,3,4600,2080,960000,1,0
4,98136,2.5,0.32,2650,1514000,0,0
3,98199,3.5,0.29,3880,2500000,0,0
3,98117,14.5,6720,1990,915000,1,0
3,98115,2,6925,2130,1160000,1,0
3,98117,2,4925,1700,1130000,1,0
3,98107,2,4920,1560,950000,1,0
3,98117,1.5,6000,1760,1000000,1,0
2,98122,2,1740,1170,864950,1,0
2,98107,2.5,4920,1560,958000,1,0
2,98125,1,8795,940,375000,1,0
3,98119,2,3200,1640,905000,1,0
3,98106,1,7320,950,589000,1,0
3,98118,1.5,2497,1350,599000,1,0
3,98109,2,4000,2220,1250000,1,0
3,98106,1,4369,1780,650000,1,0
3,98125,1.5,8360,1360,829000,1,0
2,98117,2.5,1257,1111,805000,1,0
4,98144,3,3360,2000,1050000,1,0
4,98105,3.5,3360,2570,1330000,1,0
3,98168,1,6560,1440,400000,1,0
3,98122,2.5,1560,1380,725000,1,0
4,98126,3,4000,2425,1395000,1,0
3,98162,2,3840,1510,725000,1,0
3,98117,3.5,5325,2700,1280000,1,0
3,98115,2,6120,1380,850000,1,0
3,98103,2,2700,1960,865000,1,0
3,98107,3.5,957,1740,999950,1,0
3,98115,2,3840,3120,1200000,1,0
2,98105,2,1500,1131,863500,1,0
3,98103,2.5,1248,1548,900000,1,0
4,98146,3,8100,2040,700000,1,0
3,98107,2,5000,2130,1250000,1,0
2,98115,2,3000,1248,750000,1,0
3,98107,2,7500,1690,1025000,1,0
1,98105,1,0.35,748,499000,0,0
4,98115,3,6700,2230,1150000,1,0
4,98126,2.5,3800,1720,740000,1,0
3,98136,2.5,1395,1380,680000,1,0
4,98117,2,6019,2440,1712000,1,0
3,98105,2,4120,2130,1315000,1,0
3,98125,2,7200,1680,812000,1,0
3,98122,2,1405,1510,895000,1,0
4,98116,1837,2000,1860,1050000,1,0
3,98136,2,8807,2040,800000,1,0
2,98102,1.5,1,1017,549950,0,0
4,98115,3,6000,3335,1325000,1,0
3,98126,4.5,1326,1320,610000,1,0
4,98103,2,4000,2800,1300000,1,0
3,98106,2,4949,1070,515000,1,0
4,98108,3.5,4000,2050,972500,1,0
2,98105,2,2445,1090,805000,1,0
1,98119,1,0.54,696,2700000,0,0
4,98102,3.5,4000,2850,1750000,1,0
2,98146,1,6500,850,480000,1,0
4,98117,2.5,3766,2400,1118000,1,0
4,98115,3,6700,2230,1150000,1,0
3,98115,2,3090,2320,2070000,1,0
3,98117,5.5,1680,1240,650000,1,0
4,98106,2,3777,1830,699000,1,0
2,98144,1,2226,940,625000,1,0
3,98103,2,1500,1718,1175000,1,0
3,98177,2,7680,2670,1860000,1,0
2,98122,2,1247,1149,729000,1,0
3,98126,2.5,2374,1880,1050000,1,0
4,98115,3,6000,3335,1325000,1,0
3,98126,4.5,1326,1310,535000,1,0
3,98133,2,4000,1930,725000,1,0
4,98103,3,4000,2280,1365000,1,0
2,98115,2,1477,1049,575000,1,0
2,98168,1,0.31,1133,310000,0,0
2,98107,2.5,875,1088,769950,1,0
4,98116,3.5,5000,3100,2125000,1,0
2,98115,2,960,1049,705000,1,0
4,98136,3.5,3600,2810,2135000,1,0
3,98118,1,0.25,3960,722500,0,0
3,98144,3.5,1670,2400,1450000,1,0
3,98126,3.5,4897,2950,1510000,1,0
4,98144,2.5,4800,2440,1116000,1,0
4,98118,2,6096,2250,850000,1,0
4,98115,3,4000,2980,1315000,1,0
4,98106,1,4096,1760,700000,1,0
1,98119,1,0.29,630,335000,0,0
3,98107,3.5,1295,2080,1200000,1,0
4,98177,3.5,9492,3640,1999999,1,0
2,98103,1.5,1,912,819980,0,0
2,98125,2,978,1261,625000,1,0
3,98103,2,3060,1370,1270000,1,0
2,98125,2,7443,1470,707000,1,0
4,98107,4,5000,3360,1200000,1,0
2,98106,2,0.68,950,395000,0,0
3,98117,3,9127,1480,729000,1,0
2,98103,2,5400,724,430000,1,0
4,98117,5,6156,2390,1500000,1,0
5,98105,2.5,6161,3090,1600000,1,0
4,98115,3,6700,2230,1150000,1,0
4,98168,1,9500,1520,579000,1,0
3,98116,2.5,1299,1120,580000,1,0
3,98102,2.5,1105,1515,895000,1,0
3,98115,2.5,1486,1320,699999,1,0
3,98117,2,2900,2260,1075000,1,0
3,98122,1.5,4000,1780,675000,1,0
3,98115,2.5,2724,1320,786500,1,0
2,98106,1,5077,1860,525000,1,0
3,98107,2,2910,1430,788000,1,0
3,98125,2,1171,1711,675500,1,0
3,98103,2,1191,1678,1160000,1,0
4,98177,2.5,8100,3707,2100000,1,0
4,98136,3,9325,2240,1050000,1,0
3,98146,2.5,0.27,2570,1200000,0,0
3,98117,2,1045,1480,850000,1,0
3,98103,1.5,7000,1370,960000,1,0
3,98177,2,9000,1710,1325000,1,0
4,98103,3,4000,1680,970000,1,0
2,98199,1.5,0.27,1030,185000,0,0
2,98144,1,3200,980,800000,1,0
3,98116,2.5,1478,1410,760000,1,0
4,98118,2,5850,2180,780000,1,0
4,98178,2,6000,2080,920000,1,0
3,98116,2.5,1483,1569,9.1e06,1,0
3,98117,2,5037,1760,945000,1,0
3,98109,2.5,2550,2570,1500000,1,0
5,98115,3.5,6800,3900,2375000,1,0
3,98144,2.5,1424,1170,625000,1,0
4,98144,1,9912,1950,720000,1,0
4,98115,3,6000,3335,1325000,1,0
3,98125,2.5,1315,1730,675000,1,0
4,98136,2.5,1415,1862,865000,1,0
3,98117,2.5,6100,1860,1185000,1,0
3,98112,2,4900,1910,2250000,1,0
3,98116,2,4920,1590,915000,1,0
2,98106,1,4700,1250,740000,1,0
2,98107,2.5,550,1220,699950,1,0
4,98103,3,4000,2560,1600000,1,0
3,98144,2,5000,1730,1275000,1,0
3,98117,2,5400,1240,705000,1,0
3,98106,2,6808,1890,700000,1,0
4,98102,3.5,4000,3930,2925000,1,0
4,98116,2,5400,1540,700000,1,0
3,98136,2,7200,1760,850000,1,0
3,98178,2,7200,1550,867000,1,0
3,98117,2,2880,1560,925000,1,0
2,98106,1,5130,1580,450000,1,0
3,98199,2,4000,2160,1400000,1,0
3,98117,2,1,1680,690000,0,0
3,98125,2,1171,1711,675500,1,0
3,98103,2,1191,1678,1160000,1,0
4,98177,2.5,8100,3707,2100000,1,0
3,98116,2,5000,1516,1150000,1,0
3,98115,1.5,6615,1630,895000,1,0
3,98178,1.5,6765,1060,535000,1,0
2,98106,1.5,4001,806,510000,1,0
3,98136,2.5,1465,1180,750000,1,0
3,98144,1.5,0.31,1360,679000,0,0
3,98125,1.5,7777,2280,800000,1,0
3,4.5,2,6700,1510,1000000,1,0
4,3.5,4,7000,2920,1200000,1,0
4,3.5,3.5,6700,3080,1400000,1,0
3,2.5,3,1166,1640,750000,1,0
3,2,2.5,1200,1500,750000,1,0
3,2.5,2,4400,2336,1050000,1,0
3,2,2.5,2880,1524,750000,1,0
2,1.5,1.5,98126,1317,699999,1,0
3,2.5,3,6800,2080,1000000,1,0
3,2.5,3,4000,1760,0513000,1,0
2,2.5,2,0.25,2520,875000,0,0
4,2.5,3,4000,2400,1180000,1,0
5,3.5,2.5,3622,2970,1150000,1,0
3,2.5,3,4000,2080,1180000,1,0
3,98117,2,5400,1240,705000,1,0
3,98106,2,6808,1890,700000,1,0
4,98102,3.5,4000,3930,2925000,1,0
3,98117,2,583,1240,648000,1,0
4,98118,2,5000,2120,960000,1,0
4,98106,3,4180,2640,940000,1,0
2,98122,1.5,1500,1370,699950,1,0
2,98106,1,6250,860,480000,1,0
3,98119,2,4000,1800,1095000,1,0
2,98106,1,5718,1260,735000,1,0
4,98146,2,9500,1780,925000,1,0
3,98115,1,3060,1380,799000,1,0
3,98117,2.5,1097,1170,705000,1,0
3,98125,1.5,8100,1960,800000,1,0
2,98103,2,1650,1190,805000,1,0
3,98103,2.5,1563,1620,950000,1,0
3,98103,2.5,1625,1420,900000,1,0
4,98103,2,5506,2440,1565000,1,0
3,98122,2.5,2131,1640,835000,1,0
3,98107,2.5,1111,1610,900000,1,0
2,98102,2,0.24,1415,1305000,0,0
3,98103,2.5,1563,1620,950000,1,0
4,98115,3,6000,3335,1325000,1,0
3,98125,2.5,1315,674,510000,1,0
4,98136,2,2808,1460,738000,1,0
2,98115,2,1057,1163,780000,1,0
3,98117,2.5,5000,2460,1550000,1,0
2,98122,2,1608,1104,945000,1,0
2,98103,2,83.41,933,499000,0,0
2,98107,2,5000,1390,900000,1,0
2,98125,1,8765,730,535000,1,0
4,98136,3,6800,1670,775000,1,0
4,98115,3,6000,3335,1325000,1,0
3,98126,4.5,1326,1320,610000,1,0
4,98117,2,4700,3400,1290000,1,0
3,98125,2,6000,1730,912000,1,0
4,98103,3,4000,2380,1565000,1,0
2,98122,2.5,1247,1124,765000,1,0
3,98136,2,6000,1370,819000,1,0
2,98107,2,4740,805,510000,1,0
2,98199,2,0.23,1330,1060000,0,0
2,98115,2.5,1048,1565,900000,1,0
3,98118,2,6500,2437,1275000,1,0
4,98118,3.5,9500,3520,1180000,1,0
3,98117,2.5,4098,2060,1200000,1,0
3,98125,2.5,3997,1760,885000,1,0
4,98103,3,4000,1810,1350000,1,0
3,98117,2,3060,1470,830000,1,0
3,98177,2,1394,1370,679950,1,0
3,98103,2.5,1694,1610,899000,1,0
2,98102,3,0.24,1187,725000,0,0
2,98107,3.5,1235,1550,1050000,1,0
4,98115,3,3880,2370,1830000,1,0
4,98168,2,8385,2640,780000,1,0
3,98122,3.5,1101,1820,1250000,1,0
3,98107,3.5,2250,1846,1170000,1,0
3,98112,3.5,4920,2188,1700000,1,0
4,98108,3,5023,2340,780000,1,0
3,98105,2,2320,1098,864950,1,0
7,98103,3.5,5047,4530,2950000,1,0
3,98125,3,8240,1730,730000,1,0
3,98122,3.5,1500,1538,968000,1,0
3,98126,1,4850,940,500000,1,0
3,98136,3.5,1277,1511,824500,1,0
3,98115,1.5,3817,976,825000,1,0
3,98107,2.5,1567,1548,975000,1,0
3,98112,3,8207,3160,2495000,1,0
2,98106,1,5772,1150,515000,1,0
3,98103,2,1099,1370,900000,1,0
3,98117,2.5,2064,1180,740000,1,0
3,98115,2,5147,2040,950000,1,0
3,98133,2,4800,980,600000,1,0
2,98103,2,6000,881,550000,1,0
3,98103,2.5,1348,1570,700000,1,0
3,98109,2.5,1248,1310,915000,1,0
3,98144,2.5,1201,1310,870000,1,0
2,98144,2,9.2,1267,590000,0,0
2,98107,2.5,650,1100,699950,1,0
4,98103,2.5,5000,3000,1485000,1,0
5,98117,4,6000,3260,1499000,1,0
2,98109,2,1.31,1199,685000,0,0
5,98122,3.5,2850,01024,1670000,1,0
3,98103,2.5,1372,1580,1095000,1,0
3,98106,1,3750,1050,399950,1,0
2,98122,2,912,1248,890955,1,0
3,98115,1,6250,1300,850000,1,0
2,98115,2,994,1400,673000,1,0
2,98107,2,745,1100,740000,1,0
4,98199,3,5350,2302,1750000,1,0
2,98115,2,750,1300,699950,1,0
4,98105,4,3068,1760,950000,1,0
3,98168,1.5,0.27,1750,499950,0,0
2,98115,1,5700,1460,400000,1,0
4,98136,2.5,5821,2820,920000,1,0
4,98126,2.5,5043,2310,835000,1,0
3,98105,2.5,1500,1978,875000,1,0
3,98117,2,1101,1540,900000,1,0
3,98122,2,4300,2460,1510000,1,0
4,98136,2,3060,1510,775000,1,0
3,98105,2.5,1629,1350,850000,1,0
3,98122,2,3000,2481,1180000,1,0
3,98122,2,3000,1420,780000,1,0
4,98115,3,6000,3335,1325000,1,0
3,98126,4.5,1326,1380,675000,1,0
3,98115,2,5500,2180,1250000,1,0
3,98117,2,3900,1930,1290000,1,0
3,98115,2.5,2332,1840,1200000,1,0
4,98136,1,7830,2340,800000,1,0
2,98115,2,2049,1280,486900,1,0
2,98168,1,0.31,999,379000,0,0
3,98115,2.5,2560,2520,1299000,1,0
2,98118,2,1.09,1120,675000,0,0
2,98107,4.5,905,1670,1115000,1,0
3,98108,1,3700,1300,750000,1,0
3,98117,2,3711,1388,968979,1,0
3,98122,2.5,513,1370,830000,1,0
2,98103,2.5,1,1115,850000,0,0
5,98107,2,3840,2560,900000,1,0
2,98115,2,5755,1340,810000,1,0
4,98105,5,6000,3300,2350000,1,0
2,98103,2.5,1112,1160,850000,1,0
4,98117,3.5,2388,2400,1295000,1,0
4,98115,3,6000,3335,1325000,1,0
3,98126,4.5,1326,1320,615000,1,0
4,98117,2,6380,1800,1050000,1,0
3,98117,2,4400,2180,850000,1,0
3,98115,2.5,1486,1566,875000,1,0
3,98122,1,4000,1720,1070000,1,0
2,98106,1,5100,1260,415000,1,0
4,98116,2.5,1294,1610,765000,1,0
3,98105,2.5,3280,2350,1750000,1,0
3,98126,2.5,1282,1560,699000,1,0
3,98117,2,5400,1240,705000,1,0
3,98106,2,6808,1890,700000,1,0
