beds,zip_code,baths,lot_size,size,price,lot_size_units,size_units
3,98146,2,3349,1770,805000,1,0
3,98117,1,9399,1920,725000,1,0
3,98109,3,866,2247,1725000,1,0
4,98119,1,6000,1740,925000,1,0
4,98118,2,0.41,1920,1210000,0,0
5,98105,2,3315,2300,1266000,1,0
1,98146,1,6250,580,435000,1,0
3,98103,3,1333,1850,1355000,1,0
4,98118,2,0.29,2039,1200000,0,0
4,98118,2,0.29,1608,1190000,0,0
3,98103,2,839,1328,929950,1,0
2,98133,1,0.25,810,485000,0,0
3,98118,1,8500,1720,700000,1,0
4,98112,2,4300,2300,1105000,1,0
2,98115,2,2044,1200,575000,1,0
2,98125,1,7400,1080,625000,1,0
3,98116,2,1247,1480,700000,1,0
3,98116,2,6000,1080,812500,1,0
3,98103,2,1289,1400,800000,1,0
4,98117,3,0.29,2050,1180000,0,0
3,98117,2,5400,1240,705000,1,0
3,98106,2,6808,1890,700000,1,0
4,98102,3.5,4000,3930,2925000,1,0
3,98117,2,6914,2110,840000,1,0
4,98118,2,5250,1590,830000,1,0
4,98136,3,8000,1710,910000,1,0
3,98178,1,0.27,1890,670000,0,0
2,98116,2,4240,1208,850000,1,0
2,98112,2,3200,1060,850000,1,0
3,98106,2,5700,1348,750000,1,0
2,98144,1,1,912,850000,0,0
4,98144,2.5,2340,1820,825000,1,0
3,98117,2,4865,2460,1095000,1,0
3,98126,3.5,1326,1670,600000,1,0
3,98117,2,4590,1670,870000,1,0
3,98136,2.5,0.27,2130,525000,0,0
3,98117,2.5,9897,1550,125000,1,0
3,98136,3.5,7200,2380,915000,1,0
3,98117,2,4800,2260,1275000,1,0
3,98144,2.5,1293,1569,725000,1,0
2,98144,1.5,1,1131,685000,0,0
3,98115,1,5100,2160,920000,1,0
1,98146,1,0.24,630,459000,0,0
2,98125,1,7815,1330,619000,1,0
3,98107,2,1102,1550,950000,1,0
3,98117,1,6750,1320,688000,1,0
2,98103,2,0.29,1131,1595000,0,0
3,98107,2,2486,1970,699000,1,0
2,98199,2,8000,1105,1100000,1,0
3,98117,2,7800,2080,867000,1,0
4,98115,3,6000,3335,1325000,1,0
4,98118,2,5350,1900,670000,1,0
3,98116,2,5750,1080,875000,1,0
4,98117,3.5,1841,1893,865000,1,0
3,98126,3,6011,1286,758000,1,0
3,98117,3.5,1227,1350,670000,1,0
4,98116,2,5568,1760,870000,1,0
2,98105,1,5000,730,449900,1,0
