beds,zip_code,baths,lot_size,size,price,lot_size_units,size_units
3,98103,2.5,1372,1580,1095000,1,0
3,98106,1,3750,1050,399950,1,0
2,98122,2,912,1248,890955,1,0
3,98115,1.5,6270,2220,930000,1,0
2,98115,2,1049,1391,740000,1,0
4,98106,4.5,5000,2425,1600000,1,0
3,98117,2.5,1062,1530,865000,1,0
2,98115,2,2.02,1131,590000,0,0
2,98125,2,0.28,867,460000,0,0
4,98108,5,5000,3760,1280000,1,0
3,98103,2,6375,2817,912000,1,0
2,98116,4,1361,1291,800500,1,0
3,98112,3,2862,2190,1340000,1,0
3,98116,2.5,1164,1060,625000,1,0
2,98133,1,6062,990,475000,1,0
2,98125,2,0.25,979,399000,0,0
3,98117,2.5,980,1530,900000,1,0
3,98126,1,5150,1340,750000,1,0
6,98108,2,4480,1440,535000,1,0
4,98115,3,6700,2230,1150000,1,0
3,98126,2,1700,1520,700000,1,0
3,98103,2,1050,1600,1000000,1,0
3,98115,3.5,1795,1760,1150000,1,0
2,98116,1,6000,980,500000,1,0
2,98115,2.5,4590,1020,895000,1,0
2,98115,1.5,5000,840,812500,1,0
1,98106,1,5740,626,543000,1,0
3,98126,2,1522,1020,705000,1,0
4,98115,2,6700,2360,1180000,1,0
4,98106,2,3600,1140,818000,1,0
3,98126,3,1522,1380,800000,1,0
2,98126,2,9.2,1260,675000,0,0
3,98115,3.5,2560,2606,1500000,1,0
4,98115,3,6000,3335,1325000,1,0
3,98126,4.5,1326,1320,610000,1,0
3,98115,2,5750,1930,1050000,1,0
3,98126,3.5,1324,1360,789500,1,0
2,98118,1.5,5000,2360,750000,1,0
3,98102,2,0.31,1550,810000,0,0
3,98126,3,6000,1920,1005000,1,0
2,98118,1.5,5000,1170,570000,1,0
4,98103,3,3080,2400,1055000,1,0
2,98107,2,1247,1042,705000,1,0
4,98115,3,6000,3335,1325000,1,0
4,98118,2,5350,1900,670000,1,0
3,98116,2,5750,1080,875000,1,0
3,98117,2,3827,1420,729000,1,0
4,98125,3.5,7000,4390,3500000,1,0
3,98144,2,5000,1880,1180000,1,0
